method,n_ris,seed,step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,policy_loss,value_loss
ppo,96,0,61440,-38.21628569425811,-4.20856117567663,2.454701541916364,0.474365234375,0.005859375,0.6072807949746694,64.0,0.6019582848418215,-0.0912977904081344,90527.1640625
ppo,96,0,63488,-38.641183719427865,-4.2422241778977465,2.492796536693575,0.4700927734375,0.00439453125,0.6142671346701807,64.0,0.6197970338300939,-0.0910976231098175,90360.7109375
ppo,96,0,65536,-39.04974482506351,-4.372237408451629,2.427568149412294,0.46728515625,0.00244140625,0.6192412038680694,64.0,0.6273981394376966,-0.0933068245649337,90276.0625
ppo,96,0,67584,-38.696276930493305,-4.24996690337892,2.504851403180882,0.4742431640625,0.0048828125,0.6151126790556141,64.0,0.5663019952208587,-0.0978749096393585,84847.0546875
ppo,96,0,69632,-38.647267082237946,-4.3050068363052425,2.422305431302057,0.47412109375,0.0029296875,0.6132546472487982,64.0,0.5609570353940037,-0.1027028113603591,82928.46875
ppo,96,0,71680,-38.74278524158641,-4.297476985360007,2.45674799640356,0.4708251953125,0.00341796875,0.6150947902897572,64.0,0.6047063858630126,-0.107457511126995,82319.0234375
ppo,96,0,73728,-39.1396421795318,-4.342025670031324,2.494524262882766,0.469482421875,0.0029296875,0.6213860090982227,64.0,0.6334202664681047,-0.1136974319815635,81991.53125
ppo,96,0,75776,-39.03701929939646,-4.36367177565739,2.449346385117795,0.4698486328125,0.001953125,0.6191669200667692,64.0,0.6069539890978045,-0.1184218600392341,79099.6875
ppo,96,0,77824,-38.77853054185803,-4.278111859092417,2.485938542106092,0.472412109375,0.00439453125,0.616078905049386,64.0,0.6538698204727618,-0.1299116015434265,80601.0390625
ppo,96,0,79872,-39.45954583952412,-4.4042403776948085,2.4770838284381744,0.4652099609375,0.001953125,0.6259875975326662,64.0,0.5801192634186566,-0.1327731311321258,79416.3046875
ppo,96,0,81920,-38.81049323791359,-4.283571711102018,2.485201452677257,0.4720458984375,0.00244140625,0.6165521701216353,64.0,0.5933231004468644,-0.1441963762044906,75899.484375
ppo,96,0,83968,-38.90570013807603,-4.280765794915161,2.510558384738328,0.4705810546875,0.0068359375,0.6183023989850154,64.0,0.6537187769691506,-0.1524975895881652,75705.625
ppo,96,0,86016,-38.68229819963423,-4.221575649827088,2.517390377699539,0.46826171875,0.00390625,0.6153700455322704,64.0,0.624537683565279,-0.1601071506738662,74610.03125
ppo,96,0,88064,-38.321088771376,-4.195241767507056,2.4752306798400387,0.4698486328125,0.0029296875,0.6093901250690884,64.0,0.6382319438479174,-0.16457000374794,74417.625
ppo,96,0,90112,-38.70292030853139,-4.315813087120465,2.438057459319326,0.47314453125,0.0048828125,0.6140554860966237,64.0,0.6287749834262192,-0.1640875935554504,77644.734375
ppo,96,0,92160,-38.26235382517902,-4.199351408849785,2.4618420776283925,0.467041015625,0.001953125,0.6082679002915936,64.0,0.6150264888832537,-0.1649450957775116,82065.546875
ppo,96,0,94208,-38.65354527336314,-4.273561136033305,2.469447737213259,0.4727783203125,0.0048828125,0.6139282881666043,64.0,0.6575904315949692,-0.1641513109207153,83078.46875
ppo,96,0,96256,-38.58337551104191,-4.231634910142622,2.4947705699590985,0.471923828125,0.00537109375,0.6134239393017729,64.0,0.6480903210910628,-0.1650749295949936,82005.7890625
ppo,96,0,98304,-38.63454080697809,-4.228661978601885,2.5160966908010107,0.469970703125,0.0029296875,0.6143906933638608,64.0,0.5992971521795805,-0.1662483811378479,81184.875
ppo,96,0,100000,-38.58935608451145,-4.265875503972765,2.466504694261667,0.4743514150943396,0.004127358490566,0.6129192960810481,64.0,0.6456325487944465,-0.1648761481046676,81750.4140625
ppo,96,1,2048,-4.073600439637916,-4.073600439637916,2.546234910143919,0.473876953125,0.00439453125,0.6042487747946381,8.0,0.5599730428957355,-0.1680292338132858,1786.5615234375
ppo,96,1,4096,-8.24700619575128,-3.9195866963114394,2.589494232485486,0.477294921875,0.001953125,0.5949804035721232,34.11851295434256,0.5439235523284464,-0.1684761941432953,9513.376953125
ppo,96,1,6144,-23.709411816412647,-3.8909577011397327,2.652600620635199,0.4813232421875,0.00537109375,0.5975484057895646,56.74247515650278,0.5667522767652299,-0.1602994501590728,63447.30078125
ppo,96,1,8192,-35.20321593834704,-3.839463572912787,2.635359054451084,0.478759765625,0.00341796875,0.592486866968877,64.0,0.5999063910227409,-0.1579370349645614,134412.25
ppo,96,1,10240,-36.94812198234386,-3.866659944502533,2.6004774334870806,0.484375,0.005859375,0.5907403935328809,64.0,0.5624690601353818,-0.1523853540420532,146234.71875
ppo,96,1,12288,-37.60985337899236,-3.971559826678076,2.60394865023461,0.4752197265625,0.00341796875,0.6006838134341836,64.0,0.6299534736073589,-0.1482505649328231,152569.53125
ppo,96,1,14336,-36.36019475010777,-3.7369863171912905,2.6296049860259245,0.4842529296875,0.00732421875,0.5825572934449372,64.0,0.5819919287918072,-0.1420396268367767,141360.28125
ppo,96,1,16384,-37.56499444436281,-3.956894007529722,2.612735820866351,0.483642578125,0.00341796875,0.6001446506577337,64.0,0.583125290606377,-0.1366058737039566,148619.859375
ppo,96,1,18432,-37.4519279041068,-3.920863264510261,2.6345434008532798,0.48046875,0.00830078125,0.5987690114213666,64.0,0.6232079644750768,-0.1319053471088409,145606.125
ppo,96,1,20480,-37.36128350225051,-3.941774827537148,2.6066446568479003,0.4822998046875,0.005859375,0.5967769406198814,64.0,0.5612918175244979,-0.1261538863182068,142964.265625
ppo,96,1,22528,-37.63378986870074,-3.916751022144117,2.671489688699471,0.4769287109375,0.00439453125,0.6020899794027967,64.0,0.602255963986749,-0.1205055937170982,143380.53125
ppo,96,1,24576,-37.54755379030435,-3.945661862438326,2.6285845213118217,0.483642578125,0.001953125,0.6000337844261789,64.0,0.6100936257949169,-0.1174184754490852,140740.71875
ppo,96,1,26624,-37.14502980318397,-3.8431568754249374,2.6707357307845423,0.4847412109375,0.00537109375,0.5946763022814112,64.0,0.6316669360080023,-0.1108806431293487,135439.53125
ppo,96,1,28672,-37.8102663430861,-3.947946905234331,2.676943300581455,0.4808349609375,0.00439453125,0.6046842756759244,64.0,0.586810047648542,-0.1061502546072006,137969.96875
ppo,96,1,30720,-36.21941647973455,-3.681328021156189,2.672315038252218,0.489990234375,0.00830078125,0.5810372939031851,64.0,0.562367975127951,-0.1063087731599807,122998.90625
ppo,96,1,32768,-36.54947246476642,-3.75308443785628,2.645744147147892,0.4840087890625,0.00537109375,0.585649786194824,64.0,0.5871899668813724,-0.0982929021120071,123118.296875
ppo,96,1,34816,-37.02554720798189,-3.7904425976914338,2.6973360819856707,0.478759765625,0.00390625,0.5934840108980439,64.0,0.5786210451286063,-0.0969829484820365,124252.0
ppo,96,1,36864,-36.906382036328985,-3.795727072257176,2.665346060433123,0.4830322265625,0.00341796875,0.5912616957869965,64.0,0.5826327096015378,-0.0925671756267547,118835.953125
ppo,96,1,38912,-36.764456438677925,-3.753235630607823,2.706804692967708,0.4873046875,0.01025390625,0.5894860858583948,64.0,0.5764258479307626,-0.09116230905056,114653.453125
ppo,96,1,40960,-37.34906357659804,-3.855551249785818,2.7011206572174395,0.4871826171875,0.0048828125,0.5980984344073612,64.0,0.5697167929335175,-0.087891548871994,115380.515625
ppo,96,1,43008,-36.959628988204585,-3.7843993058804575,2.699364938802373,0.48486328125,0.00390625,0.592414815755788,64.0,0.6074078669333121,-0.0867771357297897,109235.765625
ppo,96,1,45056,-36.28490534166177,-3.7004824638210825,2.670513332554284,0.489013671875,0.00634765625,0.5818646942471551,64.0,0.6346515282763775,-0.0862444639205932,102098.34375
ppo,96,1,47104,-36.80332904498917,-3.75617260828882,2.693663145153942,0.48486328125,0.0048828125,0.5901277935125064,64.0,0.6261107201323157,-0.0847643762826919,101838.40625
ppo,96,1,49152,-36.47442615808815,-3.692389666762555,2.702079987684323,0.48876953125,0.00390625,0.5853935087736714,64.0,0.5799062240913865,-0.0830704569816589,95306.15625
ppo,96,1,51200,-36.48971405338149,-3.702199638689644,2.695372837518981,0.4854736328125,0.0068359375,0.5854913288337831,64.0,0.5300070187641022,-0.0851812288165092,93578.875
ppo,96,1,53248,-36.52174319574614,-3.66229405646291,2.7568313625090277,0.4891357421875,0.00537109375,0.5867758774872005,64.0,0.539671025411547,-0.0851613655686378,89785.0546875
ppo,96,1,55296,-37.124093353662936,-3.807277526869656,2.693530370700985,0.4827880859375,0.005859375,0.5949431397641658,64.0,0.6695171885239355,-0.083292119204998,89877.921875
ppo,96,1,57344,-36.902609599558346,-3.738497370176564,2.7476104522632374,0.4840087890625,0.00439453125,0.592216289810389,64.0,0.624130566395028,-0.0860065445303917,86866.390625
ppo,96,1,59392,-36.56213534598313,-3.7053249673499034,2.7133872498586187,0.4844970703125,0.00634765625,0.5867287567613078,64.0,0.5568875614992572,-0.0875905230641365,82234.78125
ppo,96,1,61440,-37.06405786482944,-3.7995411963219463,2.703679820337838,0.4827880859375,0.0029296875,0.594009226223348,64.0,0.6077070764731618,-0.0906395092606544,83884.5859375
ppo,96,1,63488,-37.1976420458919,-3.7802577539218376,2.754094571694108,0.4864501953125,0.0048828125,0.5967390052137509,64.0,0.592273329626229,-0.0931762009859085,79810.1328125
ppo,96,1,65536,-36.91883040280707,-3.708226419607122,2.7798455810129403,0.482177734375,0.00634765625,0.5930464996999989,64.0,0.5844977428415432,-0.0967882201075553,77339.734375
ppo,96,1,67584,-36.43314466019029,-3.619542607949125,2.784232693993867,0.488525390625,0.00732421875,0.5859571795043067,64.0,0.6302040876130682,-0.1035794764757156,72758.5546875
ppo,96,1,69632,-36.57478329264974,-3.6672460168821095,2.76147838372008,0.4931640625,0.00390625,0.5876345942101362,64.0,0.6055370298877939,-0.1122769117355346,71789.53125
ppo,96,1,71680,-36.53252507406568,-3.632371169296988,2.7778620574780373,0.4837646484375,0.0048828125,0.5875027482994407,64.0,0.620555803711187,-0.1183384358882904,70387.0625
ppo,96,1,73728,-36.90626817655594,-3.733931742137934,2.7500245832769865,0.484130859375,0.001953125,0.5923631506146073,64.0,0.6297119347384347,-0.1249146908521652,70551.0703125
ppo,96,1,75776,-36.393661647469386,-3.6762473673795735,2.6954780878031563,0.485595703125,0.005859375,0.5842395407158895,64.0,0.6403764115510653,-0.1335485279560089,67284.0234375
ppo,96,1,77824,-36.95009416131893,-3.705349431677017,2.7866559891144256,0.484130859375,0.0048828125,0.5936561558864627,64.0,0.5679435669159445,-0.1413836926221847,67146.8984375
ppo,96,1,79872,-36.14458016334268,-3.5635700458614785,2.782363786549399,0.483154296875,0.005859375,0.5818037520978787,64.0,0.5686504230027964,-0.1533282995223999,65364.8359375
ppo,96,1,81920,-36.26029493718133,-3.5485735983508677,2.8363056269966838,0.489501953125,0.00537109375,0.584137881050544,64.0,0.5192456923300001,-0.1601676195859909,66151.0234375
ppo,96,1,83968,-36.38131137657369,-3.5968380278566747,2.800370417754553,0.489013671875,0.00732421875,0.5854370240842325,64.0,0.6175211848059813,-0.1636264324188232,66917.0703125
ppo,96,1,86016,-36.33811971044749,-3.607711528041104,2.7728627267420425,0.4854736328125,0.00830078125,0.5844715746858282,64.0,0.5752746487123263,-0.1640049219131469,70224.859375
ppo,96,1,88064,-36.16973258631889,-3.5790942065345943,2.7811305670762287,0.4908447265625,0.0048828125,0.5819756853532909,64.0,0.5769368187592722,-0.164314717054367,71197.6875
ppo,96,1,90112,-36.55610053550632,-3.6246362027482335,2.8085837780389054,0.4903564453125,0.00634765625,0.5880618630849658,64.0,0.5801755253316633,-0.163428395986557,73853.296875
ppo,96,1,92160,-36.15020013611479,-3.5645437203033863,2.7943656933756813,0.493408203125,0.0078125,0.581886721710918,64.0,0.6140506674324597,-0.1632827669382095,76968.3984375
ppo,96,1,94208,-35.874507063221095,-3.4940081229151225,2.81508591294856,0.493408203125,0.00927734375,0.5782231953626067,64.0,0.5873656916213026,-0.1635830104351043,74279.796875
ppo,96,1,96256,-36.068711115404525,-3.549432085699066,2.79259733793974,0.489501953125,0.01025390625,0.5807014112447404,64.0,0.60659609586317,-0.1649087369441986,71812.5
ppo,96,1,98304,-35.72158791223081,-3.450762324337035,2.841488859803279,0.492919921875,0.00927734375,0.5762647426409602,64.0,0.5270087697011191,-0.1644427478313446,71188.5546875
ppo,96,1,100000,-35.777185826103995,-3.46789452637127,2.83576594628802,0.4902712264150943,0.0088443396226415,0.5769516303523701,64.0,0.6173541939540821,-0.1653063744306564,72950.6953125
ppo,96,2,2048,-4.690346449148031,-4.690346449148031,2.3178346982092286,0.452880859375,0.001953125,0.6375297484689001,8.0,0.674143762107696,-0.1675272285938263,2394.6435546875
ppo,96,2,4096,-9.357748738937175,-4.6974576015276135,2.311529197295596,0.4609375,0.00146484375,0.6361113256140449,33.0325342152808,0.615431650756254,-0.16940937936306,11813.3779296875
ppo,96,2,6144,-25.75172808854262,-4.676788308848119,2.329613587553612,0.4537353515625,0.001953125,0.6371122430323835,59.35730882836458,0.6676757018960315,-0.1560731828212738,74895.375
ppo,96,2,8192,-38.26836034882362,-4.476930785978439,2.3878008554424075,0.4595947265625,0.001953125,0.6252271127768155,64.0,0.6200610097430354,-0.1578448414802551,159282.75
ppo,96,2,10240,-39.86944186291264,-4.558655839298895,2.37161416266937,0.45947265625,0.001953125,0.6305497504216739,64.0,0.6387398957488458,-0.1541904509067535,169663.984375
ppo,96,2,12288,-39.773606869656746,-4.548795481866375,2.371065931107473,0.4654541015625,0.00537109375,0.6290144890676852,64.0,0.6215664129281346,-0.1500254869461059,169355.015625
ppo,96,2,14336,-39.36457508682391,-4.455899031278195,2.382717107888292,0.4635009765625,0.0048828125,0.623369215277602,64.0,0.6466511520313559,-0.1446122378110885,167410.34375
ppo,96,2,16384,-39.71881610459934,-4.525005788201392,2.3799266025083243,0.4619140625,0.0009765625,0.6284608985071063,64.0,0.6578517757267809,-0.1393214166164398,166994.78125
ppo,96,2,18432,-39.53653962922554,-4.502940235746973,2.366791487880991,0.4609375,0.00439453125,0.6255999891692602,64.0,0.6428339169890857,-0.134096086025238,162148.5
ppo,96,2,20480,-39.678857650779534,-4.565065740660473,2.3276826933517785,0.4622802734375,0.00341796875,0.6270319983949832,64.0,0.5567554819044974,-0.1289857327938079,163530.234375
ppo,96,2,22528,-39.92559488278497,-4.578302225826901,2.351415589241916,0.4620361328125,0.001953125,0.6312016545885369,64.0,0.6203619448997394,-0.1229031682014465,162982.921875
ppo,96,2,24576,-39.4338203393787,-4.484899875673337,2.3671719683564616,0.46435546875,0.00341796875,0.62408786542331,64.0,0.5526517725769738,-0.1178733855485916,157023.96875
ppo,96,2,26624,-39.79480674928184,-4.5176950673742,2.395789199732828,0.4630126953125,0.00537109375,0.6299484228912078,64.0,0.6137581753999289,-0.112498253583908,158049.5
ppo,96,2,28672,-39.77075604682439,-4.49679627227985,2.42587541956747,0.4622802734375,0.0048828125,0.6298921388311525,64.0,0.6382536052840945,-0.1104833334684372,156634.0625
ppo,96,2,30720,-39.13974619410288,-4.459665761346466,2.3441554064158687,0.4666748046875,0.00439453125,0.6192871505849361,64.0,0.6529671495172353,-0.1066845953464508,147569.78125
ppo,96,2,32768,-39.76799647183037,-4.539802702779497,2.376864202920147,0.4625244140625,0.001953125,0.6290748887330514,64.0,0.5882040033483229,-0.1002157405018806,149562.5625
ppo,96,2,34816,-39.481243129494,-4.482848938119616,2.388979322348226,0.46533203125,0.00146484375,0.6249713248459712,64.0,0.5907607441775357,-0.096610277891159,144361.265625
ppo,96,2,36864,-39.49993753209114,-4.463791675324336,2.417180973863149,0.4642333984375,0.00146484375,0.6256454617279785,64.0,0.6000316177511434,-0.096804454922676,141845.71875
ppo,96,2,38912,-39.70038798805726,-4.541945283188716,2.3584261282035848,0.46533203125,0.00146484375,0.6278293340155097,64.0,0.6042522479645424,-0.0941221639513969,138760.671875
ppo,96,2,40960,-39.12517976903412,-4.387319278767569,2.4092579691678413,0.46337890625,0.00390625,0.6203189373261884,64.0,0.6357512716407008,-0.0903670564293861,132817.03125
ppo,96,2,43008,-39.00956830061331,-4.364722326175523,2.4259137460084443,0.4664306640625,0.001953125,0.6186579638292462,64.0,0.5933878233863442,-0.0877054333686828,126757.5625
ppo,96,2,45056,-39.46669160436398,-4.47803943438353,2.385575042082608,0.4652099609375,0.00244140625,0.6247973601782223,64.0,0.6093245768667194,-0.0865592285990715,128724.5625
ppo,96,2,47104,-39.13926134695463,-4.403173109245816,2.403317879171706,0.462890625,0.00341796875,0.6202872899590859,64.0,0.5977103625214856,-0.0865464806556701,121472.859375
ppo,96,2,49152,-39.33083939581319,-4.456572367906904,2.383561597951636,0.4666748046875,0.00244140625,0.6227547683554695,64.0,0.6010011519953058,-0.0847347378730773,118172.9765625
ppo,96,2,51200,-39.35478304307054,-4.475313360041954,2.357935320907412,0.4647216796875,0.0048828125,0.6228476729112247,64.0,0.6572944628325164,-0.0812949389219284,115345.0078125
ppo,96,2,53248,-39.233224614264486,-4.415323239036469,2.398394149084262,0.4603271484375,0.0029296875,0.6217482388433574,64.0,0.6140729715909385,-0.0808721333742141,109832.7421875
ppo,96,2,55296,-39.51738642228533,-4.445433062640252,2.435373212651188,0.465087890625,0.0029296875,0.6262848814222336,64.0,0.6005582982028478,-0.0824750512838363,109364.34375
ppo,96,2,57344,-38.98194809413815,-4.357396188270172,2.4266540017116247,0.4639892578125,0.00244140625,0.6182955697476424,64.0,0.6722250529695859,-0.082344077527523,101399.78125
ppo,96,2,59392,-39.14612839389531,-4.377626523063091,2.4348464958625744,0.4654541015625,0.0029296875,0.6208661048362896,64.0,0.6953500488946303,-0.0836929827928543,99317.28125
ppo,96,2,61440,-39.61906726442729,-4.500392868401317,2.393679266877752,0.4635009765625,0.0029296875,0.6271191856433209,64.0,0.6617103060408954,-0.0857822373509407,99848.3203125
ppo,96,2,63488,-38.22028492091421,-4.247130395730261,2.4068741500663497,0.4736328125,0.00048828125,0.606663473663999,64.0,0.5448194745612079,-0.0910503044724464,88952.9296875
ppo,96,2,65536,-39.1695080517787,-4.404815871030396,2.403496375292693,0.466064453125,0.0048828125,0.6207980746562197,64.0,0.6313650445679222,-0.0907453671097755,91059.5078125
ppo,96,2,67584,-39.24808291043365,-4.417543619121194,2.411617450332096,0.4649658203125,0.0029296875,0.6219739159162939,64.0,0.6789295531781812,-0.0956591516733169,89720.046875
ppo,96,2,69632,-39.59947435756023,-4.51858994756793,2.373604724000219,0.465576171875,0.00244140625,0.6264443644641482,64.0,0.6884358588740785,-0.0981254279613494,89868.25
ppo,96,2,71680,-39.28814070884802,-4.42786068125326,2.40919869485488,0.46484375,0.00439453125,0.6225050004927635,64.0,0.6839454119193583,-0.1022921204566955,88438.8984375
ppo,96,2,73728,-39.08221743723166,-4.424380279599571,2.37441651881234,0.4708251953125,0.0029296875,0.6188899492434301,64.0,0.5863623618078586,-0.1098606437444686,81697.015625
ppo,96,2,75776,-39.12161194122223,-4.397869989983918,2.415783966629919,0.4703369140625,0.00048828125,0.620066820557827,64.0,0.6607854821231437,-0.1147437915205955,82371.65625
ppo,96,2,77824,-39.06450491197383,-4.412895009898121,2.380502928772582,0.465576171875,0.00390625,0.618778748251352,64.0,0.6234076537861457,-0.1242028921842575,81860.34375
ppo,96,2,79872,-39.20308687856089,-4.428758853969684,2.390751441532005,0.46533203125,0.00341796875,0.6209701432962715,64.0,0.5808589764232713,-0.1300769448280334,77502.4453125
ppo,96,2,81920,-39.19813963615705,-4.417697065048506,2.400866722827216,0.468017578125,0.00390625,0.6210793316269383,64.0,0.6635314423508064,-0.1369756758213043,81068.7578125
ppo,96,2,83968,-38.94163914571644,-4.369179680275982,2.408683404076607,0.466552734375,0.00244140625,0.6173653475971509,64.0,0.5927620320824173,-0.1467823684215545,76144.9140625
ppo,96,2,86016,-38.98102549720295,-4.384143309834826,2.4127113940739497,0.4722900390625,0.00341796875,0.6178014676315737,64.0,0.618880918492372,-0.1558239310979843,75460.5625
ppo,96,2,88064,-39.408887860735305,-4.492220814821911,2.359435339799731,0.4644775390625,0.00244140625,0.6235119115341677,64.0,0.5983219466143965,-0.1606215983629226,77936.0625
ppo,96,2,90112,-38.8114291700505,-4.347773838571412,2.405891183751238,0.469482421875,0.00341796875,0.6154224166335551,64.0,0.6471375601789323,-0.1648164242506027,76342.6875
ppo,96,2,92160,-38.66295365347638,-4.280704696677647,2.4479881223326,0.4686279296875,0.00341796875,0.613968731371406,64.0,0.5961355370339991,-0.164457619190216,80983.640625
ppo,96,2,94208,-39.34290159274292,-4.400161080092666,2.448347994769235,0.4642333984375,0.00244140625,0.6239775091544688,64.0,0.610174714236418,-0.1636997610330581,84402.921875
ppo,96,2,96256,-39.24511034823247,-4.410842120994406,2.4310690381447966,0.4710693359375,0.00439453125,0.6220405040578224,64.0,0.5782371113998223,-0.1638786494731903,82657.0859375
ppo,96,2,98304,-38.326088463744135,-4.185315212024842,2.507584484497393,0.469970703125,0.00439453125,0.609656665209273,64.0,0.6676115885189688,-0.1638227999210357,83718.078125
ppo,96,2,100000,-39.29450393274304,-4.4144514667245565,2.422574340338416,0.463001179245283,0.0005896226415094,0.62285807975033,64.0,0.5939666732440901,-0.1645962595939636,82306.296875
ppo,96,3,2048,-4.3265533611401885,-4.3265533611401885,2.4312688978978105,0.4647216796875,0.00341796875,0.6167810727650783,8.0,0.6145425926413228,-0.1661758720874786,2020.7874755859373
ppo,96,3,4096,-9.369778775716266,-4.47231490707851,2.4367566181725566,0.465576171875,0.0029296875,0.6282722291366694,34.80645259874763,0.6566506061212372,-0.1698411256074905,12278.400390625
ppo,96,3,6144,-26.210382984736675,-4.421324111611881,2.412380551560993,0.4652099609375,0.0048828125,0.6221281310317399,60.33871873250251,0.6343819926942674,-0.1592178642749786,77867.671875
ppo,96,3,8192,-39.06868813382623,-4.558296506046203,2.423607326833698,0.465087890625,0.0009765625,0.6337948343549773,64.0,0.5797375335656907,-0.1571598947048187,166015.53125
ppo,96,3,10240,-38.74103652177358,-4.31763608447906,2.427469493603759,0.466552734375,0.00341796875,0.614703579237402,64.0,0.6248061237589085,-0.1566007882356643,160629.28125
ppo,96,3,12288,-39.2878176826062,-4.374025398898561,2.4724023543331164,0.4671630859375,0.0029296875,0.6234605764947792,64.0,0.6247499661976986,-0.1506167203187942,166347.84375
ppo,96,3,14336,-39.21135419813295,-4.412728771661943,2.418463654703478,0.4705810546875,0.00390625,0.6214040254726965,64.0,0.574920806067075,-0.1431801319122314,163866.4375
