method,n_ris,seed,step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,policy_loss,value_loss
ppo,96,3,16384,-38.96103593802543,-4.35169405272987,2.4466508129521856,0.4727783203125,0.00439453125,0.6180239622374206,64.0,0.6315158271802859,-0.139388233423233,161140.703125
ppo,96,3,18432,-38.79788772514351,-4.333806775694568,2.418602591126,0.468505859375,0.00244140625,0.6154300169544455,64.0,0.6094501603377193,-0.1360637545585632,157455.5
ppo,96,3,20480,-38.825717184046034,-4.30078281115113,2.4581569428242407,0.46728515625,0.00341796875,0.616516685230266,64.0,0.6301554573953683,-0.1284267306327819,156715.46875
ppo,96,3,22528,-38.94160345672103,-4.350353361913738,2.438737468120085,0.468994140625,0.00390625,0.6177008945501301,64.0,0.6114727772560149,-0.1243649572134018,155492.09375
ppo,96,3,24576,-39.29024000230696,-4.406785256850413,2.4416253850123777,0.472412109375,0.0029296875,0.6229188347402956,64.0,0.6565068042159149,-0.1186201050877571,157559.34375
ppo,96,3,26624,-39.273832820424,-4.377331251898802,2.483466505538302,0.4683837890625,0.00390625,0.6231518137236642,64.0,0.6444355027536952,-0.1145790219306945,154571.625
ppo,96,3,28672,-38.74590105274066,-4.266741805163624,2.4925217076099826,0.46875,0.005859375,0.6156992722781613,64.0,0.5923081968343834,-0.1120943650603294,149098.125
ppo,96,3,30720,-38.8183414010945,-4.29390290853438,2.4770104478958883,0.470947265625,0.00634765625,0.6165078302242879,64.0,0.5802051337011569,-0.1073293015360832,144473.953125
ppo,96,3,32768,-38.79762982480577,-4.256386183176133,2.507311143567886,0.466796875,0.001953125,0.6168079221719578,64.0,0.5969226668301812,-0.1039128005504608,142883.8125
ppo,96,3,34816,-39.01174213269907,-4.35209890642985,2.4487199061146656,0.4674072265625,0.0029296875,0.6189222004690933,64.0,0.641257989870491,-0.1001115441322326,140672.84375
ppo,96,3,36864,-39.4749048443349,-4.404968175135156,2.485431084728598,0.467041015625,0.00341796875,0.6262488690928526,64.0,0.6384156942006467,-0.0937940627336502,140731.46875
ppo,96,3,38912,-38.36713659470006,-4.207607756223725,2.4817534865844677,0.4742431640625,0.005859375,0.6099915864013632,64.0,0.6334979039527356,-0.0933222100138664,130019.625
ppo,96,3,40960,-39.13646838383221,-4.323669378848551,2.5006212879855214,0.4678955078125,0.0029296875,0.621657125088994,64.0,0.6351003987633524,-0.0889700949192047,132973.6875
ppo,96,3,43008,-38.67981921610754,-4.275875528598401,2.478641464113281,0.475341796875,0.0048828125,0.614356137276949,64.0,0.6216327304473239,-0.0908242315053939,125947.671875
ppo,96,3,45056,-39.092723765640045,-4.356161371801414,2.4516423176918942,0.4708251953125,0.0048828125,0.6202957570328327,64.0,0.6128053745850417,-0.0877572000026702,125259.484375
ppo,96,3,47104,-38.33065965115567,-4.142828274131037,2.5463240712374717,0.4713134765625,0.005859375,0.6104969888754399,64.0,0.5604585064783925,-0.0849824696779251,117735.703125
ppo,96,3,49152,-38.45481292957215,-4.229289597862694,2.469361257048491,0.4683837890625,0.00439453125,0.6111700594948117,64.0,0.5883323264901961,-0.0844385176897049,113855.2421875
ppo,96,3,51200,-39.272134160633314,-4.381733449481839,2.459735855675468,0.4713134765625,0.00439453125,0.6230428698419905,64.0,0.5917946220266956,-0.0837509930133819,115352.53125
ppo,96,3,53248,-38.83955542468432,-4.277599769659501,2.4957826020531018,0.471923828125,0.00341796875,0.6171777795540146,64.0,0.585730056759901,-0.0816743299365043,108439.671875
ppo,96,3,55296,-38.22581739309888,-4.150295475949524,2.524968528214145,0.47607421875,0.0048828125,0.6084914628062384,64.0,0.59367652432525,-0.0852530524134635,101000.46875
ppo,96,3,57344,-38.3755901514473,-4.1653348820021225,2.5442823471533687,0.4735107421875,0.0048828125,0.6108974155258068,64.0,0.6291552064460194,-0.0852109640836715,100506.8984375
ppo,96,3,59392,-38.73553432928125,-4.269552879504428,2.477213660095365,0.4656982421875,0.00390625,0.6154639544603006,64.0,0.6022583922665673,-0.0852811485528945,99836.1640625
ppo,96,3,61440,-38.29121225087827,-4.168934655679461,2.507544500799812,0.4722900390625,0.00390625,0.6093263856285501,64.0,0.6182121133907791,-0.0877523869276046,94215.453125
ppo,96,3,63488,-38.28286343429511,-4.138466395081322,2.549437765350508,0.47216796875,0.0048828125,0.6097213757002463,64.0,0.5771335266325781,-0.0880813896656036,90931.875
ppo,96,3,65536,-38.742882714868415,-4.279001145854375,2.4632946545266545,0.46826171875,0.005859375,0.6154264565895364,64.0,0.6244018006451105,-0.0900478139519691,90693.6875
ppo,96,3,67584,-38.546075562539365,-4.188095259924958,2.541417281385012,0.47265625,0.00341796875,0.6135353625466858,64.0,0.6193019779630194,-0.0945230349898338,86444.765625
ppo,96,3,69632,-38.18648990913371,-4.128405113041181,2.527512991755762,0.466064453125,0.00244140625,0.6081800856445094,64.0,0.5880748123266488,-0.0966289564967155,80590.15625
ppo,96,3,71680,-38.657366277938834,-4.241018377524467,2.508212656515421,0.4730224609375,0.00439453125,0.614577641078828,64.0,0.5814338078584464,-0.0992184430360794,81280.7734375
ppo,96,3,73728,-38.87523799303945,-4.245689422593495,2.53800509101782,0.4691162109375,0.00439453125,0.6183847959008206,64.0,0.6490675807248402,-0.1062926426529884,83240.25
ppo,96,3,75776,-38.196456161737366,-4.141856008702668,2.522897566021393,0.474853515625,0.00341796875,0.6081178598756195,64.0,0.6376058095015434,-0.1197595819830894,77321.671875
ppo,96,3,77824,-38.48877393245501,-4.229678203664263,2.481782464522299,0.471923828125,0.00390625,0.6117695665855489,64.0,0.6398060735606887,-0.1218997165560722,76614.8828125
ppo,96,3,79872,-37.66435246418057,-4.023982351952201,2.5525186876871224,0.474609375,0.0048828125,0.6007208948612208,64.0,0.6743339961934577,-0.1341374367475509,73730.09375
ppo,96,3,81920,-39.28445686874016,-4.343739146264223,2.5056487673157104,0.466064453125,0.00244140625,0.623941387901356,64.0,0.6025014438293063,-0.1333419531583786,81409.7421875
ppo,96,3,83968,-38.37037010867192,-4.161283242522577,2.53171379379244,0.47021484375,0.0029296875,0.6108765511812381,64.0,0.6305418805680081,-0.1489168554544448,75679.234375
ppo,96,3,86016,-38.88016532524266,-4.261674908100336,2.5187364756532524,0.466552734375,0.00244140625,0.6181873288775415,64.0,0.5650664409009701,-0.1541512906551361,76481.8828125
ppo,96,3,88064,-38.849512945859054,-4.266555773526636,2.5023420312622298,0.4681396484375,0.0029296875,0.6175528066487932,64.0,0.6616203009270425,-0.1610471606254577,73889.5390625
ppo,96,3,90112,-37.93062962676912,-4.132558501410433,2.48293087660241,0.47119140625,0.00439453125,0.603536984381405,64.0,0.6130751911997996,-0.1646426320075988,71204.40625
ppo,96,3,92160,-38.18969147722554,-4.158575676557495,2.4962970378802507,0.475830078125,0.00341796875,0.6076984964405006,64.0,0.580824908562018,-0.1650587320327758,79837.578125
ppo,96,3,94208,-38.16058220866391,-4.144963933354993,2.5042205697831044,0.474853515625,0.00390625,0.6074217549162307,64.0,0.5676783030533472,-0.1642853915691375,81557.7265625
ppo,96,3,96256,-37.96611898524812,-4.1116450411284,2.5073080719315093,0.4739990234375,0.00244140625,0.6045441775735663,64.0,0.6139270730397153,-0.1644573211669922,79458.140625
ppo,96,3,98304,-38.39841111963735,-4.188987497681062,2.5206466803782352,0.4757080078125,0.00341796875,0.6108825646777909,64.0,0.5689594156897388,-0.165075272321701,80169.3125
ppo,96,3,100000,-38.09993436058788,-4.127724883152597,2.5269860182047053,0.4764150943396226,0.0029481132075471,0.6066465978113444,64.0,0.6296379027787298,-0.1656474322080612,81339.6171875
ppo,96,4,2048,-4.371208429295363,-4.371208429295363,2.4145640871846794,0.4652099609375,0.00439453125,0.6186051597510999,8.0,0.6502425559754528,-0.1676365435123443,2071.033935546875
ppo,96,4,4096,-8.688024531547908,-4.435927594208192,2.4223681107573323,0.470458984375,0.00390625,0.6231654875581094,32.50785225816571,0.6218315750606302,-0.1644258350133896,10118.849609375
ppo,96,4,6144,-24.77441957953316,-4.397531599866973,2.4102250002183627,0.4727783203125,0.00146484375,0.6189136695818949,57.99574534630385,0.6433830969693561,-0.1573499739170074,68529.234375
ppo,96,4,8192,-37.34708735150031,-4.4155648322629615,2.3433689656259142,0.4644775390625,0.00048828125,0.6157221215599539,64.0,0.6240674373750084,-0.1561024785041809,151782.0
ppo,96,4,10240,-38.81337332531696,-4.329346278100488,2.430364933069851,0.470947265625,0.0068359375,0.6157861972717227,64.0,0.6390598917204351,-0.1528979539871215,161354.5
ppo,96,4,12288,-38.97368812593372,-4.377389155960374,2.4073361146081425,0.4713134765625,0.00244140625,0.6177910530352383,64.0,0.5985508359839186,-0.1489697098731994,161723.640625
ppo,96,4,14336,-39.23380759862378,-4.383933172374385,2.461348707526642,0.470703125,0.00537109375,0.622319186183025,64.0,0.6664552550637407,-0.1431948989629745,163141.625
ppo,96,4,16384,-38.97743157568931,-4.351778432927886,2.4305974780425155,0.4671630859375,0.00244140625,0.6183152346921683,64.0,0.5939811106448578,-0.1368908435106277,159694.328125
ppo,96,4,18432,-39.110985798621904,-4.368381616007561,2.4437064873648646,0.4681396484375,0.0029296875,0.6204036461181133,64.0,0.6857161549660188,-0.1323286294937133,159353.59375
ppo,96,4,20480,-38.8299257148615,-4.287748949444413,2.4757876744012366,0.4658203125,0.00244140625,0.6168245850967337,64.0,0.6709935210664151,-0.1286662518978119,154786.296875
ppo,96,4,22528,-38.768153169953706,-4.318892776402477,2.4332371466810763,0.4698486328125,0.0029296875,0.6151653641705577,64.0,0.5809582814241981,-0.1221165433526039,152345.5625
ppo,96,4,24576,-38.49444038830368,-4.250713057571367,2.462484280371011,0.47119140625,0.00732421875,0.6114951309059342,64.0,0.609862391525016,-0.1183350533246994,149943.28125
ppo,96,4,26624,-38.494833616565145,-4.263580228384988,2.452422453251466,0.4732666015625,0.001953125,0.6112723819317885,64.0,0.5775348071346721,-0.112419307231903,145711.15625
ppo,96,4,28672,-38.9288343194549,-4.360897194330264,2.4165936803125128,0.4725341796875,0.00341796875,0.6172845915200829,64.0,0.6437928952669586,-0.1067497804760932,147121.015625
ppo,96,4,30720,-39.23317476763786,-4.418770912037761,2.422783700794242,0.4691162109375,0.00341796875,0.6216857831357161,64.0,0.6627519506825853,-0.1019929349422454,145999.0
ppo,96,4,32768,-38.526890406636525,-4.268014101294737,2.43532174335026,0.4688720703125,0.00390625,0.6117656483096748,64.0,0.6385401396488584,-0.0986382067203521,137042.4375
ppo,96,4,34816,-38.55013219390838,-4.29978574689908,2.4160469206143027,0.4725341796875,0.00390625,0.6116133294108803,64.0,0.6885587966964019,-0.0962299257516861,135605.40625
ppo,96,4,36864,-39.01917333490368,-4.345139368384125,2.4498293697652267,0.46826171875,0.0009765625,0.6191791779735634,64.0,0.5844740644634623,-0.0910694897174835,135773.859375
ppo,96,4,38912,-38.19954423445625,-4.203135323902117,2.4385172864653946,0.47412109375,0.00390625,0.6070787305456093,64.0,0.654780715528462,-0.0891678109765052,125649.5390625
ppo,96,4,40960,-39.12771004847957,-4.406421081796252,2.41068285420599,0.4752197265625,0.0048828125,0.6200230172622021,64.0,0.6269385627349437,-0.0864872187376022,128078.1796875
ppo,96,4,43008,-39.01703909896897,-4.321037009959021,2.472154392194976,0.46826171875,0.00146484375,0.6195714658751778,64.0,0.6418644104967106,-0.086253136396408,123918.15625
ppo,96,4,45056,-39.2462143532085,-4.405406575884358,2.428336496775451,0.4710693359375,0.001953125,0.6221572817379311,64.0,0.5844950114904514,-0.0839352756738662,120923.359375
ppo,96,4,47104,-38.76274258132086,-4.3152634107794805,2.4387687963692444,0.47412109375,0.00244140625,0.6151335566168104,64.0,0.5669263976046237,-0.0828753560781478,116525.828125
ppo,96,4,49152,-38.6485420057984,-4.288640228443831,2.436520406318329,0.4671630859375,0.00244140625,0.6135696745956174,64.0,0.5891101125659616,-0.082651287317276,109896.03125
ppo,96,4,51200,-38.21705722554067,-4.206971363797834,2.45622349915851,0.47314453125,0.00390625,0.6073229618168363,64.0,0.5603146078069984,-0.0844773054122924,104433.828125
ppo,96,4,53248,-38.34820516483202,-4.214482951591925,2.4568140115163035,0.4666748046875,0.00048828125,0.6095307538078588,64.0,0.6606503926408764,-0.0849786475300788,99945.078125
ppo,96,4,55296,-38.11616774077088,-4.22108879696275,2.4255135035908197,0.4766845703125,0.00341796875,0.6052692668537164,64.0,0.6177259968538149,-0.0841987431049346,93987.875
ppo,96,4,57344,-38.701872695582615,-4.293932865818364,2.456019206927209,0.47265625,0.00537109375,0.6144274969600758,64.0,0.6389863072038894,-0.0815512463450431,95842.234375
ppo,96,4,59392,-37.91159311943642,-4.114043288541748,2.487625682817574,0.47265625,0.0048828125,0.6035276755516905,64.0,0.5846720556269793,-0.0892944782972335,87556.921875
ppo,96,4,61440,-38.99326652801635,-4.316439056381693,2.4804998364897086,0.4722900390625,0.00390625,0.6192290619934759,64.0,0.6008199621682624,-0.08690195530653,93527.40625
ppo,96,4,63488,-38.52249651015895,-4.243310876577011,2.4677511487432278,0.470947265625,0.00244140625,0.6121283148853917,64.0,0.6078149989268474,-0.0921225473284721,86446.6328125
ppo,96,4,65536,-38.54214830992717,-4.210144274538273,2.519203332090122,0.4720458984375,0.00537109375,0.6130715006319445,64.0,0.6609215595662619,-0.0944757908582687,84602.4140625
ppo,96,4,67584,-38.20897047537335,-4.17826713412585,2.4859448374689745,0.471923828125,0.0029296875,0.6076911310937052,64.0,0.6011860553784414,-0.1007157787680625,80460.84375
ppo,96,4,69632,-38.054184176238536,-4.1595456761587695,2.483972387030065,0.47607421875,0.00341796875,0.6052614017871387,64.0,0.5801959720383766,-0.1081742420792579,77402.375
ppo,96,4,71680,-38.46374850032116,-4.245764656040841,2.450939836645061,0.474609375,0.00390625,0.61103542579072,64.0,0.5932258167276463,-0.1132962554693222,77869.9921875
ppo,96,4,73728,-38.46555052051857,-4.224323623411633,2.4968888882151825,0.48095703125,0.00390625,0.611450480305481,64.0,0.6329710431531519,-0.120320901274681,79503.859375
ppo,96,4,75776,-38.394857931032746,-4.218137436594967,2.473274456924423,0.473876953125,0.001953125,0.6102985802578176,64.0,0.5586848671197203,-0.1292176842689514,76413.234375
ppo,96,4,77824,-37.96978001277724,-4.167462084836991,2.440909567955196,0.47216796875,0.00244140625,0.6036128201417902,64.0,0.6403907490856697,-0.1400811225175857,73077.421875
ppo,96,4,79872,-38.12675376222887,-4.202837955208365,2.433312203945321,0.4735107421875,0.00244140625,0.6057842108396518,64.0,0.6006688262985178,-0.1504190266132354,73727.7734375
ppo,96,4,81920,-37.85588699008038,-4.086998993862039,2.501346021279044,0.47314453125,0.00390625,0.6030158570753276,64.0,0.6248643388134788,-0.1616584956645965,71558.359375
ppo,96,4,83968,-38.16847594448247,-4.132432540878504,2.525488177548491,0.4749755859375,0.00341796875,0.6077864893500706,64.0,0.5861431930741438,-0.1631226241588592,74899.515625
ppo,96,4,86016,-38.08640574342225,-4.13427185625711,2.5120048631713296,0.4730224609375,0.00439453125,0.6062881051279487,64.0,0.604790390314782,-0.1633680760860443,72580.390625
ppo,96,4,88064,-38.25646503968817,-4.197570993604022,2.4756859190572755,0.4769287109375,0.0048828125,0.608194536537217,64.0,0.6534028525043136,-0.1643137037754058,79675.96875
ppo,96,4,90112,-38.460292032377104,-4.221019528307342,2.485023700976935,0.4742431640625,0.00537109375,0.6114155804298171,64.0,0.6481827308099041,-0.1640979051589965,81100.515625
ppo,96,4,92160,-38.75133171609955,-4.292003375168544,2.4624683761024517,0.4736328125,0.0068359375,0.6153451489451965,64.0,0.6138733716559077,-0.1627869606018066,81649.296875
ppo,96,4,94208,-38.42892256134876,-4.227203074995406,2.4721791940618805,0.47265625,0.00439453125,0.6107449908277385,64.0,0.5880868062831159,-0.1651593744754791,85182.09375
ppo,96,4,96256,-37.6636515835572,-4.07018997756727,2.501872749084443,0.47607421875,0.00244140625,0.599883242964106,64.0,0.5612378135021688,-0.1655821204185485,80844.984375
ppo,96,4,98304,-38.93293872811351,-4.270991416241404,2.5092091883305487,0.466064453125,0.00146484375,0.6189633448548589,64.0,0.6384309786254327,-0.1645004153251648,84127.0
ppo,96,4,100000,-38.14162099755212,-4.138073251305058,2.5212237857856,0.4753832547169811,0.0029481132075471,0.6072062097544118,64.0,0.609027155152963,-0.1651045978069305,80956.1328125
ppo,96,5,2048,-4.572301841647063,-4.572301841647063,2.4015829042198176,0.460693359375,0.00390625,0.6342324225554423,8.0,0.6505396795555606,-0.1680322885513305,2253.7490234375
ppo,96,5,4096,-8.864399220214718,-4.385195688683147,2.4674365274860253,0.4698486328125,0.00390625,0.622809090480357,33.528592968388786,0.6340819416923716,-0.1658214628696441,10598.1455078125
ppo,96,5,6144,-24.978009226814805,-4.325944652757112,2.463315445843968,0.4603271484375,0.00048828125,0.6192012903415958,57.75156905924527,0.5831366898610095,-0.1611741185188293,70131.171875
ppo,96,5,8192,-37.84475393107314,-4.405690123380577,2.4656590355793093,0.4605712890625,0.00146484375,0.6258652054064666,64.0,0.6070747763121833,-0.1585876643657684,157079.34375
ppo,96,5,10240,-38.80031613526519,-4.3028930052314,2.46008859234938,0.4686279296875,0.00341796875,0.6160254130363176,64.0,0.6019485611037426,-0.1546663343906402,162799.375
ppo,96,5,12288,-39.08028649173586,-4.3097283142700125,2.5119485492418434,0.4681396484375,0.00341796875,0.6209028245976045,64.0,0.6339086062670162,-0.1531214118003845,165387.5625
ppo,96,5,14336,-39.15767457786619,-4.381082175180891,2.457252713587084,0.4754638671875,0.00341796875,0.6210105786193801,64.0,0.5942262658707294,-0.1479784250259399,164076.1875
ppo,96,5,16384,-38.89749795957238,-4.303223543237557,2.4728378332622096,0.46826171875,0.00244140625,0.6177549002916933,64.0,0.6190927083855897,-0.1409796774387359,159864.265625
ppo,96,5,18432,-38.57896182485823,-4.270318781539556,2.4559513267940734,0.46875,0.0029296875,0.612654340059262,64.0,0.6291301984922908,-0.1384039223194122,156046.640625
ppo,96,5,20480,-39.02088378821706,-4.326791347182818,2.4807309499545718,0.471435546875,0.00390625,0.6195373650184686,64.0,0.6583416168998473,-0.13350510597229,158878.484375
ppo,96,5,22528,-38.5940292336285,-4.227706524582858,2.4904983068501534,0.4661865234375,0.001953125,0.6136843340901007,64.0,0.6408971880531726,-0.127131387591362,152733.375
ppo,96,5,24576,-39.0961878525587,-4.326502924986736,2.498811936017668,0.47314453125,0.00537109375,0.6208872308494994,64.0,0.648133302246191,-0.1248575150966644,154603.015625
ppo,96,5,26624,-39.66607309700804,-4.416981979888195,2.510238581283332,0.4676513671875,0.00390625,0.6294480556628544,64.0,0.63539048042885,-0.118120864033699,157954.6875
ppo,96,5,28672,-39.40499891656238,-4.391916466913153,2.475279638065889,0.46728515625,0.001953125,0.6252336151723076,64.0,0.6113420861041508,-0.1132305711507797,154557.96875
ppo,96,5,30720,-39.08318126603446,-4.317993015659535,2.512720908993465,0.4715576171875,0.001953125,0.6208069330424093,64.0,0.640071577048427,-0.1098838448524475,149984.953125
ppo,96,5,32768,-38.61430811502406,-4.277106934445947,2.4404404294157347,0.4718017578125,0.00537109375,0.6131643067960376,64.0,0.5792102708915657,-0.1077100858092308,141279.53125
ppo,96,5,34816,-39.26719952911638,-4.342224109912918,2.522964572064246,0.4693603515625,0.00341796875,0.6236602753429191,64.0,0.5901876724989599,-0.1014840602874755,144008.6875
ppo,96,5,36864,-39.447640911713314,-4.411178414918014,2.468361954908435,0.4698486328125,0.001953125,0.6256511160142018,64.0,0.6593143181081559,-0.0993241593241691,142204.109375
ppo,96,5,38912,-39.00607688308578,-4.3041952213571575,2.4845262904109955,0.4671630859375,0.00341796875,0.619676458245154,64.0,0.6132185103452507,-0.0981328189373016,136035.53125
ppo,96,5,40960,-38.45258947302979,-4.177568490380314,2.526176982787375,0.464111328125,0.001953125,0.6120539461187408,64.0,0.6225780046333329,-0.0960923060774803,128795.3984375
ppo,96,5,43008,-39.08631041557027,-4.324741831214627,2.489953668236184,0.471923828125,0.00439453125,0.6207422961492077,64.0,0.6132748073915959,-0.0907122790813446,131844.640625
ppo,96,5,45056,-38.52026032881047,-4.236509334846115,2.47771132181723,0.4718017578125,0.00341796875,0.6122098391779349,64.0,0.6370361163106,-0.0922614410519599,124165.578125
ppo,96,5,47104,-38.16311783704001,-4.117334135923445,2.5476373849986427,0.4703369140625,0.00341796875,0.6079604232342244,64.0,0.6111742352901155,-0.0909769535064697,116254.0
ppo,96,5,49152,-38.670095858577525,-4.215759651813098,2.5346247063791925,0.4747314453125,0.00634765625,0.615256003692222,64.0,0.6407950966165059,-0.0873021781444549,119665.75
ppo,96,5,51200,-38.464076111400914,-4.160788933510037,2.555554491477633,0.4735107421875,0.00439453125,0.6125586996051943,64.0,0.6278591632960127,-0.088132232427597,112756.8125
ppo,96,5,53248,-38.02467380554209,-4.128468358076284,2.510786828112641,0.475341796875,0.0029296875,0.6052893829904609,64.0,0.5536796599384572,-0.0891207531094551,106812.296875
ppo,96,5,55296,-38.97207373214421,-4.295847849737715,2.507493258187991,0.474853515625,0.00341796875,0.6192183193286873,64.0,0.6175326680933602,-0.0857081711292266,108955.53125
ppo,96,5,57344,-38.35319552682492,-4.196317394765338,2.492078447608037,0.47216796875,0.00244140625,0.6099442523582069,64.0,0.626141630293814,-0.0852038413286209,99236.6875
ppo,96,5,59392,-38.41103627830242,-4.187485989813415,2.5045705798105127,0.4674072265625,0.001953125,0.6111348265801607,64.0,0.7304816471198401,-0.0870870202779769,96937.8828125
ppo,96,5,61440,-38.18977923029576,-4.160202701347903,2.5055924945562387,0.4752197265625,0.0048828125,0.6076710094454975,64.0,0.6053679608554986,-0.0886457711458206,96177.484375
ppo,96,5,63488,-38.5689626220282,-4.245100750568193,2.4700363359099864,0.466796875,0.00244140625,0.6129261048475,64.0,0.6006850212010025,-0.0909347981214523,95981.0859375
ppo,96,5,65536,-38.86866692424944,-4.239314390770497,2.540728015250246,0.47021484375,0.0029296875,0.6183812952406955,64.0,0.7243970449894734,-0.0917053967714309,93164.4296875
ppo,96,5,67584,-38.24797114548459,-4.13277485402277,2.535215381283684,0.46923828125,0.0029296875,0.609199933776104,64.0,0.5949589370671104,-0.0967157930135726,87913.859375
ppo,96,5,69632,-38.12003321271794,-4.190850578532886,2.4603133726545776,0.4765625,0.00341796875,0.6058782613247331,64.0,0.5607778215813077,-0.0987244173884391,84863.6484375
ppo,96,5,71680,-38.18327421412572,-4.12492299417122,2.536946569396993,0.4725341796875,0.0029296875,0.6081848432134731,64.0,0.6111021637705132,-0.1029378473758697,82925.3828125
ppo,96,5,73728,-38.417886259539415,-4.160287734965047,2.546691101873777,0.47412109375,0.0048828125,0.6117428307959708,64.0,0.6276888516935168,-0.1076532378792762,80521.5234375
ppo,96,5,75776,-38.63389620567027,-4.234085319417193,2.5224660113085537,0.479736328125,0.0068359375,0.6142823372545192,64.0,0.6184900973535685,-0.1091719195246696,82545.375
ppo,96,5,77824,-38.82220062978247,-4.266886149516241,2.5026247380470985,0.4674072265625,0.00244140625,0.6170591871476112,64.0,0.645222374999987,-0.1121167615056037,79437.3046875
ppo,96,5,79872,-38.46744784915689,-4.210331957619204,2.5037812206947345,0.470947265625,0.00537109375,0.6117342123488874,64.0,0.5651895921775025,-0.1243985369801521,75928.71875
ppo,96,5,81920,-37.906622379204464,-4.103676537154858,2.5016341337000085,0.4732666015625,0.00439453125,0.603624032893743,64.0,0.5867580745973022,-0.1370873749256134,75807.859375
ppo,96,5,83968,-38.58354515142745,-4.214936845075053,2.520626927769311,0.4720458984375,0.0029296875,0.6137251483277214,64.0,0.6792058920898217,-0.1396216750144958,77791.703125
ppo,96,5,86016,-38.573433102898655,-4.226695451733948,2.4926528806472863,0.4678955078125,0.00341796875,0.6133346009136555,64.0,0.6065103703880916,-0.1469874382019043,75596.84375
ppo,96,5,88064,-38.79675416117334,-4.199908341778325,2.579278182578665,0.4716796875,0.00244140625,0.6178008182034824,64.0,0.6291394824149598,-0.1525928676128387,78240.640625
ppo,96,5,90112,-38.54030833919162,-4.167068309697927,2.556698715694892,0.4727783203125,0.00537109375,0.61380785766953,64.0,0.6357313179055761,-0.161743551492691,75359.25
ppo,96,5,92160,-37.569518376694944,-4.025828564313526,2.529550552664024,0.4755859375,0.0029296875,0.5989944609353823,64.0,0.6163622030392135,-0.1649707108736038,71700.6875
ppo,96,5,94208,-38.01145430419644,-4.109625758084714,2.5199260827447416,0.4736328125,0.00341796875,0.6053897954662808,64.0,0.6326472671686022,-0.1642636358737945,75018.109375
ppo,96,5,96256,-38.248601916181016,-4.176383107233701,2.4938168997003025,0.4766845703125,0.0078125,0.6084324787312021,64.0,0.6756104238652404,-0.1654653847217559,80015.078125
ppo,96,5,98304,-38.043127183146126,-4.13232575886596,2.5086058106426576,0.477294921875,0.00341796875,0.6055500254335745,64.0,0.5839712456268862,-0.1640654653310775,82746.671875
ppo,96,5,100000,-38.29118680996654,-4.149585141827185,2.5252992784104387,0.4731721698113207,0.004127358490566,0.6096714583596314,64.0,0.629714649610713,-0.1667058318853378,80908.4375
ppo,96,6,2048,-4.582366011528528,-4.582366011528528,2.342152543519585,0.467041015625,0.00146484375,0.6289867891013247,8.0,0.6650267532925448,-0.1669090837240219,2291.922119140625
ppo,96,6,4096,-9.16723933065018,-4.539977179106337,2.396806813870389,0.470947265625,0.001953125,0.6287021514496647,33.27005307222461,0.5877375042838633,-0.1727964878082275,11362.927734375
ppo,96,6,6144,-25.4960285442626,-4.3915600709481,2.4887328574341314,0.4656982421875,0.0029296875,0.6270859617093014,58.76538863853831,0.6665813183349513,-0.1593738794326782,74241.5234375
ppo,96,6,8192,-38.08233141185615,-4.450780227784797,2.4176742226203114,0.464599609375,0.00146484375,0.6251826637218235,64.0,0.5846842527069559,-0.1594875603914261,156568.984375
ppo,96,6,10240,-39.51174693402044,-4.465953569812532,2.411050835503554,0.4664306640625,0.00390625,0.6258177386465698,64.0,0.6083689484111511,-0.1556282043457031,168834.71875
ppo,96,6,12288,-39.03838188794214,-4.363004434106022,2.426284921880456,0.463623046875,0.00390625,0.619203168818502,64.0,0.5984833961694777,-0.1518862843513488,163116.65625
ppo,96,6,14336,-39.80297263426339,-4.489129765873091,2.452008735534722,0.4678955078125,0.0029296875,0.630604336935541,64.0,0.6340465219253574,-0.1467267572879791,169791.5
ppo,96,6,16384,-38.884927060026406,-4.294038643810176,2.4850533990165866,0.468505859375,0.00341796875,0.6176944360038612,64.0,0.6293987379051902,-0.1425667107105255,161023.46875
ppo,96,6,18432,-39.20421701507089,-4.426072339981275,2.399061557667068,0.4696044921875,0.00341796875,0.6210382977694573,64.0,0.6336067764470437,-0.1370427757501602,159945.90625
ppo,96,6,20480,-39.17270562920767,-4.373763016689837,2.444640086424947,0.4654541015625,0.00146484375,0.621409689509247,64.0,0.6263920048210889,-0.1312725394964218,159191.625
ppo,96,6,22528,-39.26977604417547,-4.39630211666065,2.446709564636226,0.4686279296875,0.00439453125,0.622740605848479,64.0,0.6422029697721493,-0.127339631319046,157342.875
ppo,96,6,24576,-38.835049851909545,-4.328021328570507,2.429097841621637,0.4649658203125,0.0029296875,0.6161969379167687,64.0,0.6354896734900951,-0.1230734884738922,151730.53125
ppo,96,6,26624,-39.09299518227259,-4.389461262006407,2.415727833796518,0.4649658203125,0.00390625,0.6197059628618962,64.0,0.5906102193493086,-0.1156172752380371,153825.375
ppo,96,6,28672,-38.876421323012266,-4.325421672869041,2.436117301960316,0.4678955078125,0.00341796875,0.6169821366097004,64.0,0.6408852715154576,-0.1149351447820663,149390.34375
ppo,96,6,30720,-38.67044466004066,-4.28223936558369,2.4451485841619998,0.4654541015625,0.0029296875,0.6140750945438743,64.0,0.5717003921190675,-0.109762817621231,145392.90625
