method,n_ris,seed,step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,qos_dual_updated,exploration_noise,critic_loss,actor_loss
ddpg,16,0,34000,0.4323763202377971,1.7877806166214942,1.9832094833644844,0.25,False,0.0242036481497088,64.0,0.1487570436767628,True,0.0894,120.49304962158205,-59.25528717041016
ddpg,16,0,35000,-65.98571145577088,-9.98571145577089,2.0142885442291107,0.5,False,1.0,64.0,0.7616476909768586,True,0.0885,120.68934631347656,-44.87158966064453
ddpg,16,0,36000,-15.57401025671695,-0.3922120217403668,1.973885851707611,0.25,False,0.2711035399102961,64.0,0.1789326912108347,True,0.0876,54.33197021484375,-27.62382698059082
ddpg,16,0,37000,7.541341457017832,7.541341457017832,7.541341457017832,1.0,True,0.0,64.0,0.2286582357717257,True,0.0867,142.154296875,-71.79350280761719
ddpg,16,0,38000,-5.445473040753912,5.934488976546574,7.8905639981895055,0.75,False,0.2032136074517944,64.0,0.2022832591992504,True,0.0857999999999999,190.4970245361328,-118.81404876708984
ddpg,16,0,39000,8.038987310776049,8.038987310776049,8.038987310776049,1.0,True,0.0,64.0,0.2209474459142911,True,0.0849,276.76495361328125,-163.86367797851562
ddpg,16,0,40000,2.0423390832390664,4.022582183614768,4.315477531465851,0.75,False,0.0353614839352803,64.0,0.2138678831453781,True,0.0839999999999999,672.9671630859375,-261.54376220703125
ddpg,16,0,41000,8.200060496460551,8.200060496460551,8.200060496460551,1.0,True,0.0,64.0,0.256234748016202,True,0.0831,611.7451782226562,-315.332275390625
ddpg,16,0,42000,-24.94011588379878,3.0598841162012214,9.05988411620122,0.75,False,0.5,64.0,0.2133311822026723,True,0.0822,1470.197265625,-348.77069091796875
ddpg,16,0,43000,6.355755614431056,6.355755614431056,6.355755614431056,1.0,True,0.0,64.0,0.1448546092232364,True,0.0813,805.4358520507812,-380.287841796875
ddpg,16,0,44000,10.235036594324624,10.235036594324624,10.235036594324624,1.0,True,0.0,64.0,0.1919441463385982,True,0.0804,687.9517211914062,-424.0335693359375
ddpg,16,0,45000,11.933046253594732,11.933046253594732,11.933046253594732,1.0,True,0.0,64.0,0.1895559829007569,True,0.0794999999999999,1275.937744140625,-468.7727355957031
ddpg,16,0,46000,6.937411115674444,6.937411115674444,6.937411115674444,1.0,True,0.0,64.0,0.1158507844061741,True,0.0786,814.6607666015625,-512.3200073242188
ddpg,16,0,47000,-20.60688738608789,7.3931126139121055,13.393112613912106,0.75,False,0.5,64.0,0.2090393341730966,True,0.0776999999999999,1493.01806640625,-546.5296630859375
ddpg,16,0,48000,-31.83323826403452,5.513032651603586,12.035903712841687,0.25,False,0.666897694922109,64.0,0.1275772153150232,True,0.0768,1769.8416748046875,-580.301513671875
ddpg,16,0,49000,10.6748106405961,10.6748106405961,10.6748106405961,1.0,True,0.0,64.0,0.1388706121149824,True,0.0759,2665.0341796875,-610.2694702148438
ddpg,16,0,50000,11.435182744337489,11.435182744337489,11.435182744337489,1.0,True,0.0,64.0,0.1185594367551131,True,0.075,3036.67333984375,-716.0270385742188
ddpg,16,0,51000,-7.811709676945221,0.6484855325635265,1.9484226248837384,0.5,False,0.1510749144555133,64.0,0.2981292589360064,True,0.0741,1695.33837890625,-890.03125
ddpg,16,0,52000,-4.246347241226386,1.138467552567874,1.94561224197379,0.25,False,0.0961574070320403,64.0,0.1893161694778735,True,0.0731999999999999,6996.0966796875,-1032.7578125
ddpg,16,0,53000,5.4966357084235655,5.4966357084235655,5.4966357084235655,1.0,True,0.0,64.0,0.1745918583694206,True,0.0723,7054.70751953125,-1159.3751220703125
ddpg,16,0,54000,-4.491920300188887,1.161453289947477,2.010026225464852,0.5,False,0.1009530998238636,64.0,0.1925251686158823,True,0.0713999999999999,8103.70703125,-1285.701171875
ddpg,16,0,55000,6.034060437642147,6.034060437642147,6.034060437642147,1.0,True,0.0,64.0,0.2204047312557297,True,0.0705,8535.61328125,-1381.773681640625
ddpg,16,0,56000,-10.761069145127363,0.2265850434615109,1.959681720855444,0.5,False,0.1962081105105156,64.0,0.2141671257770193,True,0.0696,7081.30615234375,-1456.9736328125
ddpg,16,0,57000,6.075457701604567,6.075457701604567,6.075457701604567,1.0,True,0.0,64.0,0.126469718308967,True,0.0687,28316.201171875,-1511.2314453125
ddpg,16,0,58000,12.82668573638523,12.82668573638523,12.82668573638523,1.0,True,0.0,64.0,0.1725575790042221,True,0.0678,12265.3271484375,-1555.3831787109375
ddpg,16,0,59000,4.677406963062789,4.677406963062789,4.677406963062789,1.0,True,0.0,64.0,0.064723248423131,True,0.0669,11081.970703125,-1576.399658203125
ddpg,16,0,60000,-16.30793640006691,-0.5148532678143887,1.9621532858636908,0.25,False,0.2820193416473665,64.0,0.1761785265180932,True,0.066,15020.97265625,-1596.2630615234375
ddpg,16,0,61000,-32.24454674187237,-4.244546741872365,1.7554532581276352,0.75,False,0.5,64.0,0.2589373030764433,True,0.0650999999999999,40993.8828125,-1595.409423828125
ddpg,16,0,62000,10.901526920364162,10.901526920364162,10.901526920364162,1.0,True,0.0,64.0,0.1914735284043277,True,0.0642,35964.4609375,-1595.253662109375
ddpg,16,0,63000,6.27322883481374,6.27322883481374,6.27322883481374,1.0,True,0.0,64.0,0.1641829705678831,True,0.0633,35172.65625,-1576.5780029296875
ddpg,16,0,64000,-5.768941079740084,0.9600109899446672,2.027888899394272,0.5,False,0.1201598583872277,64.0,0.2075025263332899,True,0.0624,13767.41796875,-1556.1153564453125
ddpg,16,0,65000,-10.128572713194504,0.731663644711943,2.449840168903432,0.5,False,0.1939327921054722,64.0,0.1855416335464833,True,0.0615,2357.330078125,-1560.6865234375
ddpg,16,0,66000,-8.168389665293885,0.6491982140371959,2.0106118731924774,0.5,False,0.1574569264166264,64.0,0.141080710908362,True,0.0605999999999999,15266.783203125,-1688.9039306640625
ddpg,16,0,67000,2.906509682561212,2.906509682561212,2.906509682561212,1.0,True,0.0,64.0,0.1738554276669014,True,0.0596999999999999,33404.09375,-1749.237060546875
ddpg,16,0,68000,7.175896591026783,7.175896591026783,7.175896591026783,1.0,True,0.0,64.0,0.2138874352837689,True,0.0587999999999999,25297.78515625,-1786.81396484375
ddpg,16,0,69000,9.92390639857113,9.92390639857113,9.92390639857113,1.0,True,0.0,64.0,0.2163170748396512,True,0.0579,11058.111328125,-1815.774169921875
ddpg,16,0,70000,-33.172721286083394,1.081444649322762,8.07467904710424,0.5,False,0.6116815345608242,64.0,0.1448559917760498,True,0.0569999999999999,13573.017578125,-1828.9949951171875
ddpg,16,0,71000,-24.915724244668503,3.084275755331497,9.084275755331497,0.75,False,0.5,64.0,0.220689265852632,True,0.0561,17812.46875,-1837.97021484375
ddpg,16,0,72000,-42.971027216521904,-4.714298086941932,2.628133094936749,0.5,False,0.6831558773139281,64.0,0.2515229795479297,True,0.0552,16677.955078125,-1878.3914794921875
ddpg,16,0,73000,-7.0929483030905205,0.8711030681306247,2.1706260044363224,0.75,False,0.1422152030575204,64.0,0.1877983739894737,True,0.0543,41467.09375,-1881.281982421875
ddpg,16,0,74000,1.779177918581934,4.668911729896919,5.103033298605837,0.75,False,0.0516023894877675,64.0,0.2538612983744075,True,0.0534,29372.27734375,-1875.9932861328125
ddpg,16,0,75000,-21.270325313823854,6.729674686176146,12.729674686176146,0.75,False,0.5,64.0,0.1323683990601198,True,0.0524999999999999,7227.04150390625,-1879.008056640625
ddpg,16,0,76000,10.805595719150352,10.805595719150352,10.805595719150352,1.0,True,0.0,64.0,0.1915123125580901,True,0.0515999999999999,40249.109375,-1936.30615234375
ddpg,16,0,77000,-22.28203368538525,-2.0425821213557,1.893756366395201,0.75,False,0.3614187779290991,64.0,0.2040653842276812,True,0.0506999999999999,17907.53515625,-2027.142333984375
ddpg,16,0,78000,3.018223354460747,3.018223354460747,3.018223354460747,1.0,True,0.0,64.0,0.1872122966919405,True,0.0498,40285.0859375,-2093.68359375
ddpg,16,0,79000,7.3888905546654,7.3888905546654,7.3888905546654,1.0,True,0.0,64.0,0.1589624262323595,True,0.0489,20612.80859375,-2141.35693359375
ddpg,16,0,80000,-5.620645446191909,0.9875302803168464,1.9893111186118453,0.5,False,0.1180031379733706,64.0,0.2387481921482289,True,0.048,73110.1328125,-2194.963623046875
ddpg,16,0,81000,-8.136011806134176,0.6188288732739005,1.9728305552235668,0.5,False,0.1563364407037156,64.0,0.1423514135392776,True,0.0470999999999999,53533.375,-2235.50537109375
ddpg,16,0,82000,-24.747329668514865,3.252670331485134,9.252670331485136,0.75,False,0.5,64.0,0.2140213373689714,True,0.0462,6663.052734375,-2308.23828125
ddpg,16,0,83000,-24.600579196598407,-2.289105847103203,2.1681501493176296,0.75,False,0.3984191669552715,64.0,0.2265042584936266,True,0.0453,8955.03515625,-2323.08740234375
ddpg,16,0,84000,-0.4121436967387021,1.6640512916882737,1.96788995501816,0.5,False,0.0370749105076245,64.0,0.1040912581153838,True,0.0443999999999999,51431.4453125,-2422.9990234375
ddpg,16,0,85000,6.791944299185863,6.791944299185863,6.791944299185863,1.0,True,0.0,64.0,0.1537928257244845,True,0.0435,96609.84375,-2506.46484375
ddpg,16,0,86000,-0.1472386704328475,1.7220449293159346,1.992204628191544,0.25,False,0.0333800642812282,64.0,0.2269356908735127,True,0.0426,125073.5390625,-2594.77197265625
ddpg,16,0,87000,-10.612111508461098,1.3892140125084516,3.2888916113459503,0.5,False,0.2143093843030276,64.0,0.2265319588440903,True,0.0417,12543.572265625,-2672.262939453125
ddpg,16,0,88000,11.16181861646858,11.16181861646858,11.16181861646858,1.0,True,0.0,64.0,0.1740400299507541,True,0.0408,190310.875,-2727.96337890625
ddpg,16,0,89000,-38.901419564061165,2.6752489366405907,10.08998421574996,0.25,False,0.7424405089411028,64.0,0.9370669399256948,True,0.0398999999999999,36305.3828125,-2908.012939453125
ddpg,16,0,90000,-44.56803215546813,2.958992490390433,12.238873140087785,0.25,False,0.8486968686760457,64.0,1.0065696230748584,True,0.0389999999999999,71490.359375,-2994.90771484375
ddpg,16,0,91000,-10.82583511136331,0.2343887833510549,1.9704627403862136,0.5,False,0.1975039981198993,64.0,0.2253566601716631,True,0.0380999999999999,41561.5390625,-3047.21533203125
ddpg,16,0,92000,-1.3644170144829106,1.561198060175223,2.000977824833188,0.75,False,0.0522431263331809,64.0,0.1772978764700945,True,0.0372,46335.046875,-3165.8994140625
ddpg,16,0,93000,10.517476391049431,10.517476391049431,10.517476391049431,1.0,True,0.0,64.0,0.2007256196313839,True,0.0363,78046.828125,-3289.437255859375
ddpg,16,0,94000,6.4133684517863925,6.4133684517863925,6.4133684517863925,1.0,True,0.0,64.0,0.1848681778628583,True,0.0354,66659.2265625,-3402.130126953125
ddpg,16,0,95000,-8.73155035602203,0.5449654496774559,1.984328363248252,0.5,False,0.1656520679589194,64.0,0.147308983545831,True,0.0345,36216.91015625,-3558.066650390625
ddpg,16,0,96000,-0.5936365139367702,1.6387083815176935,1.9659376400487416,0.25,False,0.0398633017045439,64.0,0.1664990289342314,True,0.0336,226663.0625,-3686.8388671875
ddpg,16,0,97000,-55.044585413163865,-3.560857670481049,7.200811263913564,0.5,False,0.919352281119336,64.0,0.3338684853100349,True,0.0327,166340.125,-3790.29541015625
ddpg,16,0,98000,7.3775042709966865,7.3775042709966865,7.3775042709966865,1.0,True,0.0,64.0,0.2575952068182785,True,0.0317999999999999,72781.546875,-3943.391357421875
ddpg,16,0,99000,2.4030885293697444,2.4030885293697444,2.4030885293697444,1.0,True,0.0,64.0,0.2260875249836063,True,0.0308999999999999,145783.390625,-4026.960693359375
ddpg,16,0,100000,-3.8954793991720025,1.2020796984421755,1.996590969411724,0.75,False,0.0910278410288246,64.0,0.1297418487990727,True,0.03,81534.890625,-4165.5576171875
ddpg,16,1,1,-5.11742536093854,-5.11742536093854,3.0226709858579155,0.5,False,0.7394870264610759,8.0,0.7394870264610759,False,0.0,,
ddpg,16,1,1000,-9.003642478516955,-9.003642478516955,2.286288005212349,0.25,False,1.0153628327851116,8.0,0.7330292789207025,False,0.0,0.1899197846651077,-0.7820000648498535
ddpg,16,1,2000,-3.232031865643457,-3.232031865643457,1.7024322234361602,0.5,False,0.4901277840414867,8.0,0.7346868954541288,False,0.0,0.2896663546562195,-33.031455993652344
ddpg,16,1,3000,4.086975150043893,4.086975150043893,11.761370759127894,0.5,False,0.7083710370292347,13.288623570312105,0.2654311785156051,True,0.1173,2.358670234680176,-67.90521240234375
ddpg,16,1,4000,6.911099989892358,6.911099989892358,6.911099989892358,1.0,True,0.0,15.739250811987164,0.123531362083753,True,0.1163999999999999,5.861950397491455,-105.2095184326172
ddpg,16,1,5000,-4.438483571246271,-1.45758629892025,2.2578448767836523,0.5,False,0.3851661284460469,25.026254039947855,0.4653501613980346,True,0.1154999999999999,11.675199508666992,-109.11202239990234
ddpg,16,1,6000,-32.22868493089962,-7.026391815545316,10.659973874740722,0.25,False,1.4802018727209996,30.553680994480064,0.2773713477266104,True,0.1146,71.56918334960938,-137.86074829101562
ddpg,16,1,7000,5.7187515563286375,5.7187515563286375,5.7187515563286375,1.0,True,0.0,33.55990570326826,0.1513112354394095,True,0.1137,21.680099487304688,-172.92552185058594
ddpg,16,1,8000,-15.018732513652177,5.107866952838456,13.160193272307705,0.25,False,0.7874285492343234,37.387444970191865,0.1923769633461804,True,0.1128,67.98735046386719,-203.131591796875
ddpg,16,1,9000,-18.938507170258205,-4.244784685162273,1.755215314837727,0.75,False,0.5,50.35792121207041,0.6495238120939274,True,0.1119,154.62368774414062,-272.3421630859375
ddpg,16,1,10000,6.812118838614177,6.812118838614177,6.812118838614177,1.0,True,0.0,51.92580277898168,0.0793940783455633,True,0.111,95.67520141601562,-327.4788818359375
ddpg,16,1,11000,8.389166942821314,8.389166942821314,8.389166942821314,1.0,True,0.0,52.6732822350204,0.038373972801936,True,0.1101,202.29124450683597,-358.264404296875
ddpg,16,1,12000,11.673165271963947,11.673165271963947,11.673165271963947,1.0,True,0.0,53.70513792092356,0.0525927842951576,True,0.1091999999999999,241.54473876953125,-450.0467224121094
ddpg,16,1,13000,13.052562739647064,13.052562739647064,13.052562739647064,1.0,True,0.0,55.2839506811675,0.079940638012197,True,0.1083,376.6196594238281,-533.8140869140625
ddpg,16,1,14000,7.740997352230392,7.740997352230392,7.740997352230392,1.0,True,0.0,55.55924533876547,0.0147647328798987,True,0.1074,223.77069091796875,-605.7101440429688
ddpg,16,1,15000,-7.775588161859544,6.015842470106144,9.008443004557106,0.75,False,0.2899842193400893,57.46524188232046,0.0962998271777496,True,0.1065,876.3911743164062,-658.2673950195312
ddpg,16,1,16000,5.061621251782425,5.061621251782425,5.061621251782425,1.0,True,0.0,59.528977911564894,0.1041868014622214,True,0.1056,2361.62158203125,-766.2496337890625
ddpg,16,1,17000,8.033869393929768,8.033869393929768,8.033869393929768,1.0,True,0.0,64.0,0.2374866946387174,True,0.1046999999999999,2202.593505859375,-890.6944580078125
ddpg,16,1,18000,-33.297750605883664,-4.3734037851699465,1.760825395965083,0.5,False,0.5165061932270306,64.0,0.4620481306150062,True,0.1038,1347.0986328125,-1042.0389404296875
ddpg,16,1,19000,-38.89952179476806,-4.190547290599158,2.391025126703789,0.5,False,0.6198031161458732,64.0,0.6892164983202901,True,0.1028999999999999,3731.1298828125,-1279.0859375
ddpg,16,1,20000,-92.79862064595996,-9.815375400692846,7.896105992117818,0.25,False,1.4818436650940554,64.0,0.8136292977414081,True,0.102,11398.240234375,-1426.180419921875
ddpg,16,1,21000,6.484329307069685,6.484329307069685,6.484329307069685,1.0,True,0.0,64.0,0.3788507108764946,True,0.1011,1556.572998046875,-1563.919189453125
ddpg,16,1,22000,-47.73229664412149,-6.380579569680616,1.8696451003026011,0.5,False,0.7384235191864441,64.0,0.3742093509294739,True,0.1002,12002.3271484375,-1676.845458984375
ddpg,16,1,23000,-68.21264333809344,-1.920881398696512,11.590132550191726,0.25,False,1.1837814632035166,64.0,0.4136936169057795,True,0.0993,1754.3447265625,-1809.2860107421875
ddpg,16,1,24000,-20.79924356760972,-1.5244494732236842,1.6628610977451803,0.25,False,0.344192751685465,64.0,0.2908321780716932,True,0.0984,14887.392578125,-1916.219482421875
ddpg,16,1,25000,-24.550114094038577,-2.132364797944331,2.2167739303887557,0.5,False,0.4003169517159686,64.0,0.2822160856865729,True,0.0975,17085.490234375,-2029.7021484375
ddpg,16,1,26000,8.305343433619878,8.305343433619878,8.305343433619878,1.0,True,0.0,64.0,0.2513412806811429,True,0.0965999999999999,22538.16796875,-2144.72900390625
ddpg,16,1,27000,-56.090697105197776,-0.090697105197778,11.909302894802222,0.5,False,1.0,64.0,0.2511584441313044,True,0.0957,22606.7109375,-2247.0869140625
ddpg,16,1,28000,7.655265087485337,7.655265087485337,7.655265087485337,1.0,True,0.0,64.0,0.3436420655912804,True,0.0948,2414.7998046875,-2372.381591796875
ddpg,16,1,29000,10.137642513348824,10.137642513348824,10.137642513348824,1.0,True,0.0,64.0,0.343902429441057,True,0.0939,26757.5390625,-2482.60302734375
ddpg,16,1,30000,-51.91518134860024,-7.244649333538406,1.8458007442898192,0.5,False,0.7976880716975328,64.0,0.2512487445940934,True,0.093,76245.671875,-2566.009033203125
ddpg,16,1,31000,-20.65909151543421,-1.4808434845634717,1.6641954122630194,0.25,False,0.3424687148369774,64.0,0.2583337780089414,True,0.0921,35762.7421875,-2668.31982421875
ddpg,16,1,32000,-45.09019757563921,-0.0157406600341287,9.024726099592662,0.5,False,0.8049010163500907,64.0,0.2491953943649294,True,0.0912,8473.298828125,-2787.898193359375
ddpg,16,1,33000,-55.91654120938902,-6.93162513610296,2.236284396779113,0.25,False,0.8747306441658224,64.0,0.3373087327798204,True,0.0902999999999999,39339.80078125,-2853.97509765625
ddpg,16,1,34000,7.151467509635987,7.151467509635987,7.151467509635987,1.0,True,0.0,64.0,0.2796912345368196,True,0.0894,22657.5546875,-2965.1533203125
ddpg,16,1,35000,-25.02297016241382,-2.6262106047935347,1.7032431023295058,0.5,False,0.3999421349575051,64.0,0.2231775823173004,True,0.0885,78695.2265625,-3095.068359375
ddpg,16,1,36000,-5.223851216912334,6.477919556163353,8.49891599115786,0.75,False,0.2089601923763515,64.0,0.2330103746448291,True,0.0876,111350.8984375,-3194.15380859375
ddpg,16,1,37000,7.3701322614161,7.3701322614161,7.3701322614161,1.0,True,0.0,64.0,0.317578970590218,True,0.0867,116937.171875,-3306.0048828125
ddpg,16,1,38000,10.351836273206782,10.351836273206782,10.351836273206782,1.0,True,0.0,64.0,0.2660195076164098,True,0.0857999999999999,17847.671875,-3431.024658203125
ddpg,16,1,39000,12.022676141399332,12.022676141399332,12.022676141399332,1.0,True,0.0,64.0,0.4062419485523935,True,0.0849,138326.546875,-3531.648193359375
ddpg,16,1,40000,6.800827417800578,6.800827417800578,6.800827417800578,1.0,True,0.0,64.0,0.3887900808567999,True,0.0839999999999999,98515.125,-3648.819580078125
ddpg,16,1,41000,7.569357361459165,7.569357361459165,7.569357361459165,1.0,True,0.0,64.0,0.2277304830660907,True,0.0831,14536.369140625,-3784.610595703125
ddpg,16,1,42000,6.743081058205177,6.743081058205177,6.743081058205177,1.0,True,0.0,64.0,0.2559535046597179,True,0.0822,85802.5859375,-3928.49169921875
ddpg,16,1,43000,-15.29364115525966,0.6594523008789266,3.297044390074116,0.5,False,0.2848766688596176,64.0,0.4842456182511195,True,0.0813,9479.056640625,-4051.357177734375
ddpg,16,1,44000,10.209999554807291,10.209999554807291,10.209999554807291,1.0,True,0.0,64.0,0.3703396609011419,True,0.0804,12444.728515625,-4174.7109375
ddpg,16,1,45000,-40.54880007713292,-4.383056481160512,2.953578748047701,0.5,False,0.6458168499280788,64.0,0.1956854816823516,True,0.0794999999999999,198321.171875,-4321.904296875
ddpg,16,1,46000,-58.6383109223818,-8.473811958792984,1.9055177709464104,0.5,False,0.8957946243498003,64.0,0.3799304029116248,True,0.0786,152877.9375,-4456.63818359375
ddpg,16,1,47000,-22.929693516881876,0.0235371471710662,4.148958683934573,0.25,False,0.4098791190009453,64.0,0.2969634437527975,True,0.0776999999999999,78906.234375,-4611.294921875
ddpg,16,1,48000,-36.5203418612489,-4.774965557664379,1.7818127156087202,0.5,False,0.5668817197068665,64.0,0.4119870511005335,True,0.0768,98288.09375,-4744.349609375
ddpg,16,1,49000,6.236456907020838,6.236456907020838,6.236456907020838,1.0,True,0.0,64.0,0.2780881163314505,True,0.0759,280069.46875,-4918.45947265625
ddpg,16,1,50000,-29.55658726822093,-2.006971250910897,2.8703050627013806,0.25,False,0.4919574288805363,64.0,0.3378475245461358,True,0.075,20652.224609375,-5085.8095703125
ddpg,16,1,51000,-36.48676492729119,-4.79218308019515,1.7704355893514565,0.5,False,0.5659746758410007,64.0,0.2027399804111024,True,0.0741,30622.9765625,-5285.994140625
ddpg,16,1,52000,6.214153134285622,6.214153134285622,6.214153134285622,1.0,True,0.0,64.0,0.331785957500617,True,0.0731999999999999,126138.4921875,-5515.802734375
ddpg,16,1,53000,-32.24226168570173,-4.242261685701726,1.757738314298274,0.75,False,0.5,64.0,0.4213712231908801,True,0.0723,266526.90625,-5698.70703125
ddpg,16,1,54000,-31.138443888105154,-2.7852807163844666,2.3357455236632645,0.5,False,0.506306485209298,64.0,0.3545844752211599,True,0.0713999999999999,530867.75,-5880.9501953125
