method,n_ris,seed,step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,policy_loss,value_loss
ppo,16,0,71680,-38.85493872438992,-4.346590397981018,2.419793104856569,0.470703125,0.0029296875,0.6162205058287304,64.0,0.6052737839831211,-0.0084835812449455,83742.109375
ppo,16,0,73728,-39.34729375955333,-4.410750158700601,2.452229990893134,0.470947265625,0.00244140625,0.6238668500152271,64.0,0.6451885111300347,-0.0087082535028457,82314.1875
ppo,16,0,75776,-39.22919424557135,-4.422127474458053,2.4161115894604626,0.466796875,0.0009765625,0.6215547637698803,64.0,0.6070979203656114,-0.0089947059750556,80151.4140625
ppo,16,0,77824,-38.90073479204448,-4.32582721899562,2.456360396199049,0.4703369140625,0.00537109375,0.6174090638044438,64.0,0.6553072793502096,-0.0090957283973693,76803.40625
ppo,16,0,79872,-39.65870208818404,-4.471706547185817,2.430107935056439,0.461669921875,0.00146484375,0.6283392060892541,64.0,0.5875075021696236,-0.0101487934589385,78420.2734375
ppo,16,0,81920,-38.96370011199472,-4.346957431779656,2.4441797125698725,0.4747314453125,0.00341796875,0.6181561192895547,64.0,0.6040693037825251,-0.0109876841306686,74523.609375
ppo,16,0,83968,-39.1691123778551,-4.36506783210533,2.468764494193049,0.4697265625,0.0048828125,0.6215007954598173,64.0,0.6666568791577762,-0.0125230774283409,73910.890625
ppo,16,0,86016,-38.9564663561404,-4.309444900134772,2.4678244904187365,0.4625244140625,0.00537109375,0.6186968117143861,64.0,0.6410160484372727,-0.0152182430028915,73812.5859375
ppo,16,0,88064,-38.63521169816487,-4.285297797125599,2.432342400847645,0.4678955078125,0.00341796875,0.6133913196614155,64.0,0.6350267174797412,-0.0175584405660629,74013.015625
ppo,16,0,90112,-38.99160301191252,-4.362035132200779,2.438966801966944,0.4716796875,0.0029296875,0.6183851407091383,64.0,0.6378730556141065,-0.0210684388875961,74161.0859375
ppo,16,0,92160,-38.45867260066037,-4.255985605136526,2.4336039781067527,0.4656982421875,0.0009765625,0.6107622677772115,64.0,0.620375003001275,-0.0369800180196762,75302.28125
ppo,16,0,94208,-38.9202858771198,-4.32290550279668,2.465545246799144,0.46875,0.0048828125,0.6178103638271986,64.0,0.6592443784118981,-0.0558148697018623,79771.734375
ppo,16,0,96256,-38.7241134877475,-4.2848717815727895,2.4601356172976194,0.4693603515625,0.00341796875,0.6149864590388341,64.0,0.646266826749403,-0.0926319658756256,82112.484375
ppo,16,0,98304,-38.74277402275178,-4.256543281380725,2.5032661976962896,0.46826171875,0.00341796875,0.6158255489530546,64.0,0.6063171050290168,-0.1044874638319015,84283.9140625
ppo,16,0,100000,-38.71797063019127,-4.299465716661352,2.4464703248756243,0.4703714622641509,0.0035377358490566,0.614616159170177,64.0,0.654700579089401,-0.0957580357789993,88395.8515625
ppo,16,1,2048,-4.6386918801504216,-4.6386918801504216,2.333487632951828,0.4654541015625,0.00390625,0.6331653707134113,8.0,0.6274310741830217,-0.1608046889305114,2309.293701171875
ppo,16,1,4096,-9.313265738969813,-4.530267661877182,2.3414931128402285,0.4591064453125,0.001953125,0.6253976083610774,35.378912565007134,0.5895706129742713,-0.1230528354644775,11958.501953125
ppo,16,1,6144,-26.482302265094013,-4.515958396964267,2.3861998867737477,0.46240234375,0.00048828125,0.6280109093666414,59.90938852511599,0.6005684480526934,-0.054538793861866,78868.4453125
ppo,16,1,8192,-38.01623153700163,-4.412489023840626,2.3854315283691365,0.4658203125,0.001953125,0.6191271301777315,64.0,0.625796471630937,-0.038320705294609,156601.1875
ppo,16,1,10240,-39.18973083592528,-4.470712106381788,2.3435971651091,0.468994140625,0.00390625,0.6199824773132765,64.0,0.5920783769943875,-0.0371275693178176,164785.5625
ppo,16,1,12288,-39.729175772701055,-4.557579677781968,2.3485487610250555,0.463134765625,0.00341796875,0.628064215980698,64.0,0.6766304308038288,-0.0280039757490158,170646.28125
ppo,16,1,14336,-38.48334523724274,-4.303412859211858,2.390465128801257,0.4681396484375,0.0048828125,0.6103559353219801,64.0,0.5966569333317516,-0.0273834839463233,159494.0
ppo,16,1,16384,-39.57922972567907,-4.505155791723636,2.3727311778361875,0.4658203125,0.0,0.6263227488206328,64.0,0.6042039818638626,-0.0223041698336601,166245.734375
ppo,16,1,18432,-39.46288233476161,-4.471276240155935,2.3916821591572166,0.464111328125,0.00341796875,0.6248501088322442,64.0,0.6648740368435295,-0.0204832553863525,163633.875
ppo,16,1,20480,-39.153736483818285,-4.441480306150845,2.376196587238666,0.4697265625,0.00341796875,0.6198617174583472,64.0,0.5799915852079021,-0.0206347182393074,159112.84375
ppo,16,1,22528,-39.39587827234249,-4.417422179181975,2.440488811864078,0.4639892578125,0.0029296875,0.6246152873778663,64.0,0.6054076770610927,-0.0173194333910942,160139.09375
ppo,16,1,24576,-39.35393261907366,-4.4510715666292615,2.4000459565787966,0.4700927734375,0.0029296875,0.623265375936507,64.0,0.664220846364781,-0.0150162652134895,158400.265625
ppo,16,1,26624,-38.786099161243456,-4.3115614996367135,2.448207746875715,0.4686279296875,0.00341796875,0.6156167439572633,64.0,0.6338290978315406,-0.0163961872458457,151839.796875
ppo,16,1,28672,-39.5906966312828,-4.486485555581473,2.409690874350785,0.4683837890625,0.00341796875,0.6268609120660951,64.0,0.6222703230851818,-0.0142207965254783,156231.671875
ppo,16,1,30720,-37.66997945292684,-4.118371946332764,2.443111662397931,0.4794921875,0.00439453125,0.599135848332037,64.0,0.5821670242710043,-0.0145468860864639,138068.46875
ppo,16,1,32768,-38.339449246272494,-4.232555631437954,2.439447338230531,0.471435546875,0.00341796875,0.609051671693474,64.0,0.6056754408534227,-0.013716734945774,141196.171875
ppo,16,1,34816,-38.60619320262221,-4.257608222138576,2.472089605526609,0.47265625,0.00390625,0.6133675889372077,64.0,0.6112001951392004,-0.0119194686412811,141535.40625
ppo,16,1,36864,-38.55015080838319,-4.261711294221628,2.4497194976350443,0.470947265625,0.00341796875,0.6122935627528849,64.0,0.6052320240278033,-0.0106633082032203,137327.71875
ppo,16,1,38912,-38.39994003417132,-4.211001581775344,2.4881873209843834,0.47412109375,0.0068359375,0.6105167580784996,64.0,0.6156386906478494,-0.0100378692150115,133661.25
ppo,16,1,40960,-38.87571136057639,-4.2921386037235045,2.4956513500555437,0.4715576171875,0.0048828125,0.6175637992295158,64.0,0.5883550601872053,-0.0095926746726036,133359.078125
ppo,16,1,43008,-38.40586147950248,-4.213662292101721,2.4796158189197133,0.4725341796875,0.00439453125,0.6105749854892993,64.0,0.617901638835141,-0.0099511593580245,126923.0
ppo,16,1,45056,-38.080437916545726,-4.187800496646192,2.451406268204429,0.4781494140625,0.00341796875,0.6052256682124917,64.0,0.6551114420903706,-0.0093369334936141,122438.0703125
ppo,16,1,47104,-38.4349406180839,-4.227198310772599,2.4648149629572824,0.4730224609375,0.00244140625,0.6108525412019875,64.0,0.6220034164913903,-0.0097715035080909,120780.984375
ppo,16,1,49152,-38.056318881566895,-4.1579077427904,2.475516632017743,0.4771728515625,0.001953125,0.6053287703352945,64.0,0.5938633244652906,-0.0090739428997039,114919.734375
ppo,16,1,51200,-38.06904508355177,-4.169093623297624,2.460290587789874,0.4720458984375,0.00341796875,0.605356276075967,64.0,0.5647085956557261,-0.0083786100149154,111328.5625
ppo,16,1,53248,-38.137745216696615,-4.1548952130959815,2.4990258741044213,0.477783203125,0.00341796875,0.6068366072071543,64.0,0.5769854178717873,-0.0078344270586967,108734.5
ppo,16,1,55296,-38.71173864521119,-4.25492646973868,2.4929184775222364,0.47021484375,0.0009765625,0.6153002174191521,64.0,0.6837775252629252,-0.0078140646219253,108199.9765625
ppo,16,1,57344,-38.599625354361855,-4.227132467539988,2.509142448544502,0.4725341796875,0.00390625,0.6137945158361047,64.0,0.6671572618419273,-0.0082145407795906,104666.2109375
ppo,16,1,59392,-38.08260873291696,-4.139027062955384,2.507491728481093,0.4757080078125,0.0029296875,0.6061353869635996,64.0,0.6071401353409188,-0.0080655142664909,98696.21875
ppo,16,1,61440,-38.49999985956067,-4.220261517269856,2.4909307613233684,0.470458984375,0.001953125,0.6121381846837646,64.0,0.6343252930736357,-0.0089546144008636,96479.109375
ppo,16,1,63488,-38.42522874797493,-4.185698391046446,2.523993068047018,0.472900390625,0.001953125,0.6114201849451515,64.0,0.6011261588678471,-0.0086399465799331,92350.0859375
ppo,16,1,65536,-38.50707729916304,-4.201799328114101,2.523862779289632,0.4755859375,0.00390625,0.6125942494830168,64.0,0.6099560908929045,-0.0087174475193023,88509.59375
ppo,16,1,67584,-38.11230617911544,-4.125570695451648,2.530149258071397,0.47509765625,0.00439453125,0.6069059907797104,64.0,0.6485250087680676,-0.0088309645652771,84111.578125
ppo,16,1,69632,-37.97271678863381,-4.108190658362981,2.517111168585469,0.477783203125,0.00439453125,0.6047236808976933,64.0,0.615495154060326,-0.0094856694340705,79454.3515625
ppo,16,1,71680,-38.022899713517305,-4.097597235159615,2.529162148060151,0.47314453125,0.00244140625,0.6058089728278159,64.0,0.6486807920521072,-0.0094400718808174,77749.265625
ppo,16,1,73728,-38.37952361550435,-4.175509653699283,2.5213407290809107,0.4716796875,0.00244140625,0.6107859636036619,64.0,0.6380003592759818,-0.0092113241553306,76275.671875
ppo,16,1,75776,-38.187666386391385,-4.184360312642552,2.4684600495819966,0.4754638671875,0.00244140625,0.6072018941740863,64.0,0.6449023238506311,-0.0097454935312271,74024.828125
ppo,16,1,77824,-38.46440980356866,-4.18257801597874,2.524256576744907,0.470947265625,0.00146484375,0.6121755676355343,64.0,0.5972948395317307,-0.0104158595204353,72059.6953125
ppo,16,1,79872,-37.60514465258427,-4.021430979777225,2.5333380148202758,0.4736328125,0.00341796875,0.5997091727286972,64.0,0.6004108931687034,-0.0133600533008575,68013.59375
ppo,16,1,81920,-37.98843366186015,-4.079603121705491,2.562938471810581,0.47705078125,0.0029296875,0.6055148310741904,64.0,0.5513142603247498,-0.0129976570606231,70357.078125
ppo,16,1,83968,-38.147218208544245,-4.131155237848224,2.527984991868974,0.4755859375,0.0029296875,0.6074296959052862,64.0,0.6464498688285744,-0.0154727101325988,71142.1484375
ppo,16,1,86016,-37.66928355335551,-4.021419699808551,2.550941884639621,0.4749755859375,0.00634765625,0.6008547116704814,64.0,0.5987674667306923,-0.0210826769471168,70384.203125
ppo,16,1,88064,-37.73374617104571,-4.054364032538738,2.5313188546376844,0.4791259765625,0.0029296875,0.6014175381876244,64.0,0.5665784733212468,-0.0253826975822448,72609.125
ppo,16,1,90112,-38.2273202577206,-4.1137051939041305,2.570249822007093,0.4754638671875,0.00341796875,0.6091716975681511,64.0,0.6035965146290522,-0.0339074358344078,74894.109375
ppo,16,1,92160,-37.83710152703584,-4.058039495995088,2.5465738506827886,0.48095703125,0.00390625,0.6031975362685849,64.0,0.6139355836540805,-0.0761581659317016,78400.1875
ppo,16,1,94208,-37.28324795133999,-3.9543277580416016,2.554992800501679,0.481689453125,0.009765625,0.5951592891660427,64.0,0.5907735893072286,-0.1026955023407936,77364.4375
ppo,16,1,96256,-37.38271843416632,-3.9460690220682735,2.583360150420572,0.4796142578125,0.0048828125,0.5970830252160365,64.0,0.6136439761944317,-0.1088921427726745,80443.2265625
ppo,16,1,98304,-37.08681364854508,-3.8681595368943618,2.6139029240756466,0.48046875,0.0048828125,0.5931902519937626,64.0,0.5504746063150421,-0.1109309196472168,79645.984375
ppo,16,1,100000,-36.86232795165431,-3.8510683762705313,2.5990569153482883,0.486438679245283,0.0064858490566037,0.589486778131853,64.0,0.6338209993762133,-0.1089770570397377,80960.640625
ppo,16,2,2048,-4.45645234024572,-4.45645234024572,2.4141511514545955,0.4613037109375,0.00341796875,0.6257838919773551,8.0,0.6588570656194227,-0.1612453609704971,2164.440185546875
ppo,16,2,4096,-9.142651634865109,-4.484977460372125,2.401915026988364,0.465087890625,0.0029296875,0.6263558870805657,32.72856930613993,0.6156199325807437,-0.1237633600831031,11427.287109375
ppo,16,2,6144,-25.288615518564967,-4.539066478404104,2.3900275907841726,0.4591064453125,0.00146484375,0.6305055577844868,59.34263926219654,0.6719936913936285,-0.0524839684367179,72590.6484375
ppo,16,2,8192,-37.74510945902803,-4.330912116617797,2.452091003171548,0.4677734375,0.00341796875,0.6184160199997415,64.0,0.6123225772409744,-0.0361083149909973,155390.78125
ppo,16,2,10240,-39.37240195135541,-4.400611276718248,2.4531019245467798,0.4652099609375,0.001953125,0.6244962620470922,64.0,0.6271457209864744,-0.03213432431221,166530.125
ppo,16,2,12288,-38.76034649564221,-4.303377813053659,2.455775664832576,0.4736328125,0.00244140625,0.6153030121890812,64.0,0.6263082120688694,-0.0285334587097167,161678.15625
ppo,16,2,14336,-38.78473372532919,-4.259376998164587,2.5011499530140906,0.4669189453125,0.00537109375,0.6165242272707965,64.0,0.6631153732677392,-0.0239708498120307,164013.21875
ppo,16,2,16384,-38.82221856845746,-4.277014206843017,2.4847799034778104,0.4696044921875,0.0048828125,0.6168786493145435,64.0,0.6471294916377519,-0.0234174653887748,160824.25
ppo,16,2,18432,-38.73622945702664,-4.264967390315174,2.475246202909614,0.4691162109375,0.001953125,0.6155582511912763,64.0,0.6243199559280677,-0.0209679082036018,157513.375
ppo,16,2,20480,-38.94250861691836,-4.318454075080089,2.466383118832081,0.471435546875,0.0068359375,0.618286688247112,64.0,0.5436605265313468,-0.0194039866328239,158769.625
ppo,16,2,22528,-38.960336703094825,-4.302257472258779,2.475382474144828,0.4649658203125,0.00341796875,0.6188942719792152,64.0,0.6165101072110283,-0.0156116634607315,157483.0625
ppo,16,2,24576,-38.64143171119383,-4.256481030066462,2.4804899166556584,0.4666748046875,0.00439453125,0.614016976448703,64.0,0.557517075926882,-0.0147595182061195,153744.109375
ppo,16,2,26624,-38.789871202186646,-4.232252309604597,2.525971402164463,0.4686279296875,0.0068359375,0.6171003373675366,64.0,0.5628111771067549,-0.0144916027784347,153756.15625
ppo,16,2,28672,-38.64942085532758,-4.209598570027211,2.537003384037128,0.4727783203125,0.005859375,0.6149968265232207,64.0,0.6181338592990911,-0.0147587433457374,151609.734375
ppo,16,2,30720,-38.247205400375904,-4.199237738854444,2.4665944035457024,0.476318359375,0.00537109375,0.6079994225271688,64.0,0.6339431928805569,-0.0137654021382331,145364.8125
ppo,16,2,32768,-38.8077785364266,-4.28220524534661,2.476025752790033,0.4713134765625,0.00390625,0.6165280944835713,64.0,0.5835018140508467,-0.0111101493239402,147373.875
ppo,16,2,34816,-38.56044155327383,-4.197630648083564,2.5381072205670865,0.4742431640625,0.00439453125,0.6136216233069691,64.0,0.5855328783368793,-0.0106317549943923,143988.453125
ppo,16,2,36864,-38.55585969959398,-4.190530164167306,2.5443012138966523,0.4713134765625,0.00244140625,0.6136665988469049,64.0,0.5919724397796369,-0.0110688805580139,141122.75
ppo,16,2,38912,-38.56225223126158,-4.221743261364606,2.4951348173416537,0.4698486328125,0.0029296875,0.613223374462446,64.0,0.5992504420092181,-0.0101474374532699,137305.28125
ppo,16,2,40960,-37.8952322157249,-4.074659018218031,2.5326131512309358,0.4725341796875,0.005859375,0.6039388070983369,64.0,0.6365369906208851,-0.0096682831645011,131148.9375
ppo,16,2,43008,-37.98629357465294,-4.059075543623746,2.574355468724305,0.468505859375,0.0029296875,0.6058431791255213,64.0,0.5740437118487666,-0.009743221104145,127164.0859375
ppo,16,2,45056,-38.50959199201197,-4.198799220393017,2.5258335231256246,0.47607421875,0.0029296875,0.6126927280646242,64.0,0.5884517076731383,-0.0088571310043334,129874.75
ppo,16,2,47104,-38.00832815987779,-4.097228770529027,2.534889585898773,0.4744873046875,0.0048828125,0.6055553462383708,64.0,0.5818419702080584,-0.0093225538730621,122612.6875
ppo,16,2,49152,-38.21321745783234,-4.1224779541553485,2.542797724786066,0.4708251953125,0.00244140625,0.6087632054228034,64.0,0.5727815024261271,-0.0087978839874267,119593.515625
ppo,16,2,51200,-38.276076167258765,-4.18104256210081,2.4836910292012706,0.4703369140625,0.00537109375,0.6088398858063921,64.0,0.6410314109085175,-0.0081377252936363,117869.75
ppo,16,2,53248,-38.169876743010406,-4.092455162835684,2.560433790214451,0.46875,0.005859375,0.608525385360263,64.0,0.6029946703523669,-0.0081966370344161,113000.7421875
ppo,16,2,55296,-38.25780087070528,-4.108638803441076,2.573283680522959,0.4730224609375,0.00439453125,0.6098064654868609,64.0,0.5913118923638813,-0.0079936012625694,110682.2578125
ppo,16,2,57344,-37.80489586219368,-4.013582732224952,2.587448698980903,0.4771728515625,0.0048828125,0.6034163058922988,64.0,0.6432318627717136,-0.0077176317572593,104442.9609375
ppo,16,2,59392,-37.974953865427565,-4.053746678985902,2.5786413085200564,0.4759521484375,0.00537109375,0.6057358426150297,64.0,0.6916769089182898,-0.0078283250331878,101985.859375
ppo,16,2,61440,-38.203913107890266,-4.128107235068931,2.5384827919067408,0.4718017578125,0.0029296875,0.6084965334432382,64.0,0.6529345978050428,-0.0082135424017906,99550.5078125
ppo,16,2,63488,-36.99370261583088,-3.908317731700479,2.557372866730376,0.4832763671875,0.005859375,0.5908104443594715,64.0,0.5633626667762955,-0.0078762024641036,89707.296875
ppo,16,2,65536,-37.689275336142586,-4.002606073904541,2.573050682742501,0.47314453125,0.00634765625,0.6015476653971079,64.0,0.6131783252494617,-0.0075730085372924,89418.421875
ppo,16,2,67584,-38.12050099019129,-4.108096800522479,2.544327831570075,0.47412109375,0.00439453125,0.6073643605298003,64.0,0.665405845555934,-0.0084963887929916,88995.1015625
ppo,16,2,69632,-38.359286611652,-4.18368424389549,2.5097563490739354,0.474365234375,0.00341796875,0.6102786137099377,64.0,0.6692051420952116,-0.0090488269925117,86959.0390625
ppo,16,2,71680,-38.21267795967643,-4.125127514902921,2.551495949489176,0.47900390625,0.0068359375,0.6087062579423841,64.0,0.6683653757248932,-0.008199356496334,85162.546875
ppo,16,2,73728,-37.92182428995791,-4.094009726777497,2.5237227373416227,0.477294921875,0.0048828125,0.6040681171996504,64.0,0.5612435082855287,-0.0078222304582595,79370.984375
ppo,16,2,75776,-37.718155158353,-4.017326404800652,2.577369953386024,0.4798583984375,0.00390625,0.601800513456292,64.0,0.6444403257398955,-0.0082969442009925,76298.6015625
ppo,16,2,77824,-37.88215327153565,-4.067584595482973,2.5487091065365965,0.476806640625,0.0048828125,0.6038315835009407,64.0,0.630762236686866,-0.0087892189621925,75532.28125
ppo,16,2,79872,-37.92299608538639,-4.089082323322053,2.5324062470785105,0.4755859375,0.00390625,0.6041770314654346,64.0,0.5691312050055721,-0.0101023390889167,72305.0625
ppo,16,2,81920,-37.946486550547554,-4.055868854515411,2.5698210048878622,0.4749755859375,0.00537109375,0.6051896017148597,64.0,0.6399225133350119,-0.0106816813349723,71992.4765625
ppo,16,2,83968,-37.7589426809142,-4.0125860285257495,2.587648975684128,0.4781494140625,0.0048828125,0.6026135116497937,64.0,0.5695934625745445,-0.0112046524882316,69897.03125
ppo,16,2,86016,-37.61474744416871,-4.025024257849631,2.5554527403152534,0.4849853515625,0.005859375,0.5998164854699835,64.0,0.5864092096754601,-0.0139481350779533,69452.59375
ppo,16,2,88064,-37.927604010524384,-4.102480830812153,2.517576905836151,0.4769287109375,0.00390625,0.6040200567805756,64.0,0.561821316947249,-0.0155915692448616,70261.0546875
ppo,16,2,90112,-37.48724417525607,-3.9845349791644176,2.557705549220389,0.4776611328125,0.00341796875,0.5982626642159223,64.0,0.6041584927063821,-0.0185489356517791,70087.46875
ppo,16,2,92160,-37.33554068890302,-3.941862756193172,2.573129321511476,0.477294921875,0.0029296875,0.5963156773698187,64.0,0.5809813349618692,-0.026621788740158,71226.8125
ppo,16,2,94208,-38.03185438410289,-4.043100280506811,2.599924220535798,0.4737548828125,0.00390625,0.6069420375642157,64.0,0.6137168864498996,-0.034868337213993,74356.828125
ppo,16,2,96256,-37.90658167696063,-4.033724569878013,2.5959653821701965,0.4783935546875,0.00634765625,0.6048724483407609,64.0,0.5823090209796287,-0.061263158917427,75399.515625
ppo,16,2,98304,-37.041029471141776,-3.8078770531302384,2.6866792375928066,0.482177734375,0.0078125,0.5934491503216346,64.0,0.6466907830367989,-0.1025192290544509,77157.5859375
ppo,16,2,100000,-37.52496600438725,-3.9337967041119137,2.625411017963273,0.4764150943396226,0.0017688679245283,0.599842308933488,64.0,0.5560316485822593,-0.1115395575761795,79121.8203125
ppo,16,3,2048,-4.313006041946252,-4.313006041946252,2.4191361027768394,0.4638671875,0.00244140625,0.6148642286687498,8.0,0.6242947347287489,-0.1593867391347885,1991.2357177734373
ppo,16,3,4096,-9.421834144170266,-4.527263264445002,2.3868768171609736,0.4649658203125,0.00244140625,0.6286195609286407,34.63792040959815,0.6464211111783946,-0.1187800541520118,12285.080078125
ppo,16,3,6144,-26.096297166860676,-4.442562332244515,2.379637200265325,0.467529296875,0.001953125,0.620997862595347,60.34986987823917,0.6259062679831229,-0.0518099218606948,77210.5859375
ppo,16,3,8192,-39.04432702965007,-4.597251284750665,2.377136821900312,0.466796875,0.00244140625,0.6325182923101325,64.0,0.5726028300686997,-0.0355676263570785,165887.3125
ppo,16,3,10240,-38.55189584969484,-4.307695386541797,2.4013019087666443,0.469970703125,0.0029296875,0.6115035796991615,64.0,0.6299974547206765,-0.0331488475203514,159164.46875
ppo,16,3,12288,-39.19901580403453,-4.3930803616548175,2.4345868508611868,0.4644775390625,0.00341796875,0.6215345614710663,64.0,0.6019762576460448,-0.0273348540067672,165874.0625
