method,n_ris,seed,step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,qos_dual_updated,exploration_noise,critic_loss,actor_loss,effective_target_noise
td3,16,0,36000,7.573884704714268,7.573884704714268,7.573884704714268,1.0,True,0.0,63.66688914849181,0.0095667152904834,True,0.0876,17.28742027282715,0.0,0.15
td3,16,0,37000,6.319255206242171,6.319255206242171,6.319255206242171,1.0,True,0.0,64.0,0.0216249880680848,True,0.0867,17.456314086914062,0.0,0.15
td3,16,0,38000,11.232853312662275,11.232853312662275,11.232853312662275,1.0,True,0.0,64.0,0.0487033342122557,True,0.0857999999999999,13.041787147521973,0.0,0.15
td3,16,0,39000,7.605025053104653,7.605025053104653,7.605025053104653,1.0,True,0.0,64.0,0.0055992107963207,True,0.0849,26.346874237060547,0.0,0.15
td3,16,0,40000,6.148240098678361,6.148240098678361,6.148240098678361,1.0,True,0.0,64.0,0.0053221688174684,True,0.0839999999999999,19.369422912597656,0.0,0.15
td3,16,0,41000,6.794595467045366,6.794595467045366,6.794595467045366,1.0,True,0.0,64.0,0.0156235347758093,True,0.0831,18.824907302856445,0.0,0.15
td3,16,0,42000,10.10913366521369,10.10913366521369,10.10913366521369,1.0,True,0.0,64.0,0.0037504112133796,True,0.0822,26.98906707763672,0.0,0.15
td3,16,0,43000,6.29514707737926,6.29514707737926,6.29514707737926,1.0,True,0.0,64.0,0.0109946349061076,True,0.0813,20.45694351196289,0.0,0.15
td3,16,0,44000,9.606809856881853,9.606809856881853,9.606809856881853,1.0,True,0.0,63.98897239375212,0.000448619687606,True,0.0804,14.774524688720703,0.0,0.15
td3,16,0,45000,9.012342102724984,9.012342102724984,9.012342102724984,1.0,True,0.0,63.969675352545856,3.5147939686648495e-05,True,0.0794999999999999,24.50174331665039,0.0,0.15
td3,16,0,46000,6.725965510329021,6.725965510329021,6.725965510329021,1.0,True,0.0,64.0,0.0517242041765193,True,0.0786,12.48137664794922,0.0,0.15
td3,16,0,47000,12.214741160339605,12.214741160339605,12.214741160339605,1.0,True,0.0,64.0,0.035481310224347,True,0.0776999999999999,20.68230628967285,0.0,0.15
td3,16,0,48000,9.238995817557278,9.238995817557278,9.238995817557278,1.0,True,0.0,64.0,0.0360468623873337,True,0.0768,22.778636932373047,0.0,0.15
td3,16,0,49000,11.726326737360717,11.726326737360717,11.726326737360717,1.0,True,0.0,64.0,0.0012548164823138,True,0.0759,32.77499771118164,0.0,0.15
td3,16,0,50000,11.437077779189725,11.437077779189725,11.437077779189725,1.0,True,0.0,64.0,0.0029810283791885,True,0.075,26.040185928344727,0.0,0.15
td3,16,0,51000,5.959379535546351,5.959379535546351,5.959379535546351,1.0,True,0.0,64.0,0.004494517758886,True,0.0741,16.000349044799805,0.0,0.15
td3,16,0,52000,-2.5089321055583698,10.20742363410872,12.17575942514921,0.25,False,0.2270777810654837,64.0,0.0119498723997576,True,0.0731999999999999,14.722064018249512,0.0,0.15
td3,16,0,53000,5.544524009447096,5.544524009447096,5.544524009447096,1.0,True,0.0,64.0,0.0072554500274147,True,0.0723,18.000999450683594,0.0,0.15
td3,16,0,54000,8.653960066204803,8.653960066204803,8.653960066204803,1.0,True,0.0,64.0,0.0047568317144459,True,0.0713999999999999,23.24373435974121,0.0,0.15
td3,16,0,55000,5.751202709362015,5.751202709362015,5.751202709362015,1.0,True,0.0,63.98571038690251,0.0002855193451257,True,0.0705,24.382604598999023,0.0,0.15
td3,16,0,56000,11.216346125711564,11.216346125711564,11.216346125711564,1.0,True,0.0,64.0,0.00896038941665,True,0.0696,19.335235595703125,0.0,0.15
td3,16,0,57000,8.192013800857033,8.192013800857033,8.192013800857033,1.0,True,0.0,64.0,0.0026800701698256,True,0.0687,42.10271072387695,0.0,0.15
td3,16,0,58000,14.116687848166894,14.116687848166894,14.116687848166894,1.0,True,0.0,64.0,0.0072812210165544,True,0.0678,27.952857971191406,0.0,0.15
td3,16,0,59000,5.705631892591787,5.705631892591787,5.705631892591787,1.0,True,0.0,64.0,0.0076716281191784,True,0.0669,12.850534439086914,0.0,0.15
td3,16,0,60000,7.277896781779155,7.277896781779155,7.277896781779155,1.0,True,0.0,64.0,0.0471694616217427,True,0.066,28.87964630126953,0.0,0.15
td3,16,0,61000,5.10630727186827,5.10630727186827,5.10630727186827,1.0,True,0.0,64.0,0.0115534808876875,True,0.0650999999999999,50.39458465576172,0.0,0.15
td3,16,0,62000,0.2681108440804005,10.849958439397865,12.460083636423644,0.25,False,0.1889615642020975,64.0,0.0139974084289759,True,0.0642,39.97300720214844,0.0,0.15
td3,16,0,63000,6.386780760979646,6.386780760979646,6.386780760979646,1.0,True,0.0,64.0,0.0076239827513014,True,0.0633,32.72501373291016,0.0,0.15
td3,16,0,64000,8.609448707170687,8.609448707170687,8.609448707170687,1.0,True,0.0,64.0,0.0060753944857277,True,0.0624,38.99253845214844,0.0,0.15
td3,16,0,65000,7.12893894245722,7.12893894245722,7.12893894245722,1.0,True,0.0,64.0,0.0071636280799967,True,0.0615,40.96450805664063,0.0,0.15
td3,16,0,66000,10.935544360637817,10.935544360637817,10.935544360637817,1.0,True,0.0,63.99254027655879,0.0006270138279395,True,0.0605999999999999,36.96708679199219,0.0,0.15
td3,16,0,67000,8.09903821481215,8.09903821481215,8.09903821481215,1.0,True,0.0,64.0,0.0015380729708688,True,0.0596999999999999,31.42845344543457,0.0,0.15
td3,16,0,68000,8.09963363120424,8.09963363120424,8.09963363120424,1.0,True,0.0,64.0,0.0098399582100846,True,0.0587999999999999,39.21210861206055,0.0,0.15
td3,16,0,69000,7.658623194914623,7.658623194914623,7.658623194914623,1.0,True,0.0,64.0,0.0094487652123768,True,0.0579,29.59545135498047,0.0,0.15
td3,16,0,70000,11.3865179999807,11.3865179999807,11.3865179999807,1.0,True,0.0,64.0,0.0126646717195672,True,0.0569999999999999,27.890289306640625,0.0,0.15
td3,16,0,71000,13.283905636221805,13.283905636221805,13.283905636221805,1.0,True,0.0,64.0,0.0017738785324613,True,0.0561,22.78633117675781,0.0,0.15
td3,16,0,72000,12.372484108405065,12.372484108405065,12.372484108405065,1.0,True,0.0,64.0,0.0127779471960924,True,0.0552,28.86650276184082,0.0,0.15
td3,16,0,73000,9.740714914548466,9.740714914548466,9.740714914548466,1.0,True,0.0,64.0,0.0128880276334165,True,0.0543,37.174293518066406,0.0,0.15
td3,16,0,74000,8.074100323910292,8.074100323910292,8.074100323910292,1.0,True,0.0,63.980590716859616,2.9535842980854616e-05,True,0.0534,26.07090377807617,0.0,0.15
td3,16,0,75000,11.419118354419105,11.419118354419105,11.419118354419105,1.0,True,0.0,63.99849564867296,0.0018952465906669,True,0.0524999999999999,26.10638999938965,0.0,0.15
td3,16,0,76000,7.920345859020505,7.920345859020505,7.920345859020505,1.0,True,0.0,64.0,0.0136237758527283,True,0.0515999999999999,42.64727020263672,0.0,0.15
td3,16,0,77000,7.31263491326068,7.31263491326068,7.31263491326068,1.0,True,0.0,63.9919519595535,0.0005975979776749,True,0.0506999999999999,24.51789283752441,0.0,0.15
td3,16,0,78000,6.413282369167668,6.413282369167668,6.413282369167668,1.0,True,0.0,63.97265549868869,3.517695675955674e-05,True,0.0498,37.44107055664063,0.0,0.15
td3,16,0,79000,7.378107259475394,7.378107259475394,7.378107259475394,1.0,True,0.0,64.0,0.0055012098327879,True,0.0489,24.34069061279297,0.0,0.15
td3,16,0,80000,6.995725516895399,6.995725516895399,6.995725516895399,1.0,True,0.0,64.0,0.0028645874876878,True,0.048,38.82072448730469,0.0,0.15
td3,16,0,81000,8.525383721662841,8.525383721662841,8.525383721662841,1.0,True,0.0,63.987473071130765,0.0003736535565382,True,0.0470999999999999,33.47118377685547,0.0,0.15
td3,16,0,82000,12.204857888634884,12.204857888634884,12.204857888634884,1.0,True,0.0,63.97008770776506,0.0001307318317147,True,0.0462,15.743086814880373,0.0,0.15
td3,16,0,83000,11.059452069138931,11.059452069138931,11.059452069138931,1.0,True,0.0,64.0,0.0409117707218089,True,0.0453,17.90658950805664,0.0,0.15
td3,16,0,84000,6.59052564110133,6.59052564110133,6.59052564110133,1.0,True,0.0,64.0,0.0151517088567813,True,0.0443999999999999,22.117286682128903,0.0,0.15
td3,16,0,85000,7.064083270181446,7.064083270181446,7.064083270181446,1.0,True,0.0,63.9813585832133,6.79291606648799e-05,True,0.0435,47.576210021972656,0.0,0.15
td3,16,0,86000,4.641449441729181,11.114666522943564,12.14668518933038,0.75,False,0.1156316539119409,64.0,0.0168295702936266,True,0.0426,47.891883850097656,0.0,0.15
td3,16,0,87000,4.312319047048767,4.312319047048767,4.312319047048767,1.0,True,0.0,64.0,0.0127643627699768,True,0.0417,22.379329681396484,0.0,0.15
td3,16,0,88000,9.873072734536205,9.873072734536205,9.873072734536205,1.0,True,0.0,64.0,0.0012127381101388,True,0.0408,65.83294677734375,0.0,0.15
td3,16,0,89000,12.649875953457174,12.649875953457174,12.649875953457174,1.0,True,0.0,64.0,0.0032610950369796,True,0.0398999999999999,21.39147186279297,0.0,0.15
td3,16,0,90000,7.022660625254108,7.022660625254108,7.022660625254108,1.0,True,0.0,64.0,0.0119675387222488,True,0.0389999999999999,30.43417358398437,0.0,0.15
td3,16,0,91000,10.565175626161183,10.565175626161183,10.565175626161183,1.0,True,0.0,63.98754221290332,0.000377110645166,True,0.0380999999999999,31.56658363342285,0.0,0.15
td3,16,0,92000,12.766529982056957,12.766529982056957,12.766529982056957,1.0,True,0.0,64.0,0.002476550416832,True,0.0372,25.590017318725582,0.0,0.15
td3,16,0,93000,2.1134723867786667,10.186249863262647,11.399320461931875,0.25,False,0.1441567406514997,64.0,0.008925123249565,True,0.0363,27.72984313964844,0.0,0.15
td3,16,0,94000,8.702099043723747,8.702099043723747,8.702099043723747,1.0,True,0.0,63.99095138436167,0.0005475692180831,True,0.0354,35.752723693847656,0.0,0.15
td3,16,0,95000,11.225876169653644,11.225876169653644,11.225876169653644,1.0,True,0.0,64.0,0.0098362807102761,True,0.0345,9.43213939666748,0.0,0.15
td3,16,0,96000,8.350719997532508,8.350719997532508,8.350719997532508,1.0,True,0.0,64.0,0.0074435525977999,True,0.0336,48.73512268066406,0.0,0.15
td3,16,0,97000,10.45217796729513,10.45217796729513,10.45217796729513,1.0,True,0.0,64.0,0.0355165552093199,True,0.0327,33.5451774597168,0.0,0.15
td3,16,0,98000,5.854126778219733,5.854126778219733,5.854126778219733,1.0,True,0.0,64.0,0.0047517579737746,True,0.0317999999999999,22.174184799194336,0.0,0.15
td3,16,0,99000,9.507047997198391,9.507047997198391,9.507047997198391,1.0,True,0.0,63.98269149590948,0.0001345747954737,True,0.0308999999999999,31.9304313659668,0.0,0.15
td3,16,0,100000,11.99596991145153,11.99596991145153,11.99596991145153,1.0,True,0.0,63.97046653019792,0.0003887517144218,True,0.03,18.6648063659668,0.0,0.15
td3,16,1,1,-5.11742536093854,-5.11742536093854,3.0226709858579155,0.5,False,0.7394870264610759,8.0,0.7394870264610759,False,0.0,,,
td3,16,1,1000,-9.003642478516955,-9.003642478516955,2.286288005212349,0.25,False,1.0153628327851116,8.0,0.7330292789207025,False,0.0,0.0961303040385246,0.0,0.15
td3,16,1,2000,-3.232031865643457,-3.232031865643457,1.7024322234361602,0.5,False,0.4901277840414867,8.0,0.7346868954541288,False,0.0,0.1674367189407348,0.0,0.15
td3,16,1,3000,12.319517585472552,12.319517585472552,12.319517585472552,1.0,True,0.0,7.980000121035054,6.051752741071811e-09,True,0.1173,0.4155881404876709,0.0,0.15
td3,16,1,4000,7.203035476711117,7.203035476711117,7.203035476711117,1.0,True,0.0,7.984671072046102,0.0012335475505523,True,0.1163999999999999,0.9132784605026244,0.0,0.15
td3,16,1,5000,7.905229799089424,7.905229799089424,7.905229799089424,1.0,True,0.0,8.919734828215521,0.0477531878084709,True,0.1154999999999999,1.241597056388855,0.0,0.15
td3,16,1,6000,14.278487962082796,14.278487962082796,14.278487962082796,1.0,True,0.0,9.49927106837707,0.0299768120080774,True,0.1146,3.0481412410736084,0.0,0.15
td3,16,1,7000,6.589720459265744,6.589720459265744,6.589720459265744,1.0,True,0.0,10.067194349143632,0.0293961640383281,True,0.1137,4.401432514190674,0.0,0.15
td3,16,1,8000,5.505224336231675,5.814266659496309,7.18905241225741,0.75,False,0.1494984365609648,10.420980955217942,0.0186893303037155,True,0.1128,5.516795635223389,0.0,0.15
td3,16,1,9000,6.579570573514824,6.579570573514824,6.579570573514824,1.0,True,0.0,11.456341718764662,0.0527680381773359,True,0.1119,4.709965705871582,0.0,0.15
td3,16,1,10000,3.446641238263809,4.065644615436747,5.754972881848698,0.75,False,0.1790920654090237,12.736924775003173,0.0650291528119255,True,0.111,3.931766986846924,0.0,0.15
td3,16,1,11000,11.10596667199984,11.10596667199984,11.10596667199984,1.0,True,0.0,13.033390903842536,0.0158233064419681,True,0.1101,5.539592266082764,0.0,0.15
td3,16,1,12000,9.57716778916879,9.57716778916879,9.57716778916879,1.0,True,0.0,13.267519100253402,0.0127064098205433,True,0.1091999999999999,4.181412696838379,0.0,0.15
td3,16,1,13000,12.175375181768697,12.175375181768697,12.175375181768697,1.0,True,0.0,15.004193669799086,0.0878337284772841,True,0.1083,5.704196929931641,0.0,0.15
td3,16,1,14000,8.38909044112357,8.38909044112357,8.38909044112357,1.0,True,0.0,15.259493949846975,0.0137650140023945,True,0.1074,6.781742095947266,0.0,0.15
td3,16,1,15000,6.19824253393813,6.19824253393813,6.19824253393813,1.0,True,0.0,15.764712182404306,0.0262609116278664,True,0.1065,11.35893440246582,0.0,0.15
td3,16,1,16000,5.16092810401282,5.16092810401282,5.16092810401282,1.0,True,0.0,16.005779182382113,0.0130533499988903,True,0.1056,11.899873733520508,0.0,0.15
td3,16,1,17000,7.075925958390781,7.075925958390781,7.075925958390781,1.0,True,0.0,16.583802571794603,0.0299011694706244,True,0.1046999999999999,11.467666625976562,0.0,0.15
td3,16,1,18000,12.696916960620689,12.696916960620689,12.696916960620689,1.0,True,0.0,17.41114563603705,0.0423671532121222,True,0.1038,10.515424728393556,0.0,0.15
td3,16,1,19000,14.285501670488884,14.285501670488884,14.285501670488884,1.0,True,0.0,17.860268254754587,0.0234561309358768,True,0.1028999999999999,5.559314250946045,0.0,0.15
td3,16,1,20000,10.728070060050763,10.728070060050763,10.728070060050763,1.0,True,0.0,18.039643000300277,0.0099687372772843,True,0.102,15.614137649536133,0.0,0.15
td3,16,1,21000,7.638847025406561,7.638847025406561,7.638847025406561,1.0,True,0.0,18.26411708017946,0.0122237039939593,True,0.1011,7.350311756134033,0.0,0.15
td3,16,1,22000,6.87140345484621,6.87140345484621,6.87140345484621,1.0,True,0.0,18.248858906883253,0.0002370913351896,True,0.1002,12.212886810302734,0.0,0.15
td3,16,1,23000,11.979900271186285,11.979900271186285,11.979900271186285,1.0,True,0.0,18.45202709822766,0.0111584095672202,True,0.0993,9.489849090576172,0.0,0.15
td3,16,1,24000,11.10676840633779,11.10676840633779,11.10676840633779,1.0,True,0.0,18.72160209700965,0.0144787499390997,True,0.0984,9.95599365234375,0.0,0.15
td3,16,1,25000,10.404397664544025,10.404397664544025,10.404397664544025,1.0,True,0.0,19.11944238850688,0.020892014574861,True,0.0975,9.107952117919922,0.0,0.15
td3,16,1,26000,8.41431103365861,8.41431103365861,8.41431103365861,1.0,True,0.0,19.21982178264048,0.0060189697066802,True,0.0965999999999999,10.299768447875977,0.0,0.15
td3,16,1,27000,6.545068969944921,6.545068969944921,6.545068969944921,1.0,True,0.0,19.739825659040942,0.0270001938200232,True,0.0957,24.84634017944336,0.0,0.15
td3,16,1,28000,7.818879675332109,7.818879675332109,7.818879675332109,1.0,True,0.0,19.867492763193063,0.007383355207606,True,0.0948,10.530488014221191,0.0,0.15
td3,16,1,29000,8.512283160818889,8.512283160818889,8.512283160818889,1.0,True,0.0,20.064540370534598,0.0108523803670763,True,0.0939,15.149197578430176,0.0,0.15
td3,16,1,30000,7.669511612327848,7.669511612327848,7.669511612327848,1.0,True,0.0,20.16234602973942,0.0058902829602413,True,0.093,27.204120635986328,0.0,0.15
td3,16,1,31000,6.230794098854203,6.230794098854203,6.230794098854203,1.0,True,0.0,20.24425455518149,0.0050954262721036,True,0.0921,11.496437072753906,0.0,0.15
td3,16,1,32000,13.703960003659551,13.703960003659551,13.703960003659551,1.0,True,0.0,20.228108380070623,0.0001926912444566,True,0.0912,11.790523529052734,0.0,0.15
td3,16,1,33000,6.065234448807591,6.065234448807591,6.065234448807591,1.0,True,0.0,20.22733712034911,0.0009614370139241,True,0.0902999999999999,18.939594268798828,0.0,0.15
td3,16,1,34000,7.532498860457708,7.532498860457708,7.532498860457708,1.0,True,0.0,20.20755593348368,1.0940656728537668e-05,True,0.0894,10.671606063842772,0.0,0.15
td3,16,1,35000,12.634292199587756,12.634292199587756,12.634292199587756,1.0,True,0.0,20.22238267410002,0.001741337030817,True,0.0885,31.26156616210937,0.0,0.15
td3,16,1,36000,7.422438397471961,7.422438397471961,7.422438397471961,1.0,True,0.0,20.549908042571168,0.0173762684235574,True,0.0876,26.33924102783203,0.0,0.15
td3,16,1,37000,6.541552746153675,6.541552746153675,6.541552746153675,1.0,True,0.0,20.776363967833213,0.0123227962631021,True,0.0867,19.51873779296875,0.0,0.15
td3,16,1,38000,6.88424997973283,6.88424997973283,6.88424997973283,1.0,True,0.0,20.75710487113245,3.704516496216549e-05,True,0.0857999999999999,17.97350311279297,0.0,0.15
td3,16,1,39000,8.576964633179635,8.576964633179635,8.576964633179635,1.0,True,0.0,21.895191515240658,0.0579043322054101,True,0.0849,25.814985275268555,0.0,0.15
td3,16,1,40000,6.730139655543304,6.730139655543304,6.730139655543304,1.0,True,0.0,21.8751915933848,3.907207008820709e-09,True,0.0839999999999999,18.484146118164062,0.0,0.15
td3,16,1,41000,7.672475226365431,7.672475226365431,7.672475226365431,1.0,True,0.0,21.856259738652057,5.340726336290872e-05,True,0.0831,20.079477310180664,0.0,0.15
td3,16,1,42000,6.736774298774412,6.736774298774412,6.736774298774412,1.0,True,0.0,21.862177521823718,0.0012958891585829,True,0.0822,21.778676986694336,0.0,0.15
td3,16,1,43000,11.642201519895352,11.642201519895352,11.642201519895352,1.0,True,0.0,22.42701725032188,0.0292419864249084,True,0.0813,18.2402458190918,0.0,0.15
td3,16,1,44000,10.07245828075375,10.07245828075375,10.07245828075375,1.0,True,0.0,22.407038948917524,1.0849297821491329e-06,True,0.0804,15.698083877563477,0.0,0.15
td3,16,1,45000,6.215742706662304,6.215742706662304,6.215742706662304,1.0,True,0.0,22.53784968568195,0.0075405368382214,True,0.0794999999999999,25.32863426208496,0.0,0.15
td3,16,1,46000,5.42972997640678,5.42972997640678,5.42972997640678,1.0,True,0.0,22.51901111740192,5.807158599841348e-05,True,0.0786,14.889862060546877,0.0,0.15
td3,16,1,47000,5.819360499235004,5.819360499235004,5.819360499235004,1.0,True,0.0,22.95552853891017,0.0228258710754125,True,0.0776999999999999,9.01081371307373,0.0,0.15
td3,16,1,48000,13.10912420641616,13.10912420641616,13.10912420641616,1.0,True,0.0,23.310966865241085,0.0187719163165457,True,0.0768,26.36096572875977,0.0,0.15
td3,16,1,49000,6.224853016737986,6.224853016737986,6.224853016737986,1.0,True,0.0,23.31591990013061,0.001247651744476,True,0.0759,32.80097198486328,0.0,0.15
td3,16,1,50000,5.749778546853662,5.749778546853662,5.749778546853662,1.0,True,0.0,23.60974780705967,0.0156913953464531,True,0.075,22.86707305908203,0.0,0.15
td3,16,1,51000,13.161189154361155,13.161189154361155,13.161189154361155,1.0,True,0.0,23.81205918078103,0.0111155686860681,True,0.0741,20.453109741210938,0.0,0.15
td3,16,1,52000,6.040196191985677,6.040196191985677,6.040196191985677,1.0,True,0.0,23.978713415043256,0.0093327117131112,True,0.0731999999999999,17.789133071899414,0.0,0.15
td3,16,1,53000,8.23188326774109,8.23188326774109,8.23188326774109,1.0,True,0.0,24.06272034864489,0.0052003466800817,True,0.0723,18.32879638671875,0.0,0.15
td3,16,1,54000,13.921212568311642,13.921212568311642,13.921212568311642,1.0,True,0.0,24.62292808137512,0.0290103866365115,True,0.0713999999999999,23.44454574584961,0.0,0.15
td3,16,1,55000,7.329286302530748,7.329286302530748,7.329286302530748,1.0,True,0.0,24.66561789199428,0.0031344905309577,True,0.0705,20.464584350585938,0.0,0.15
td3,16,1,56000,6.823065735831667,6.823065735831667,6.823065735831667,1.0,True,0.0,24.74954267012305,0.0051962389064385,True,0.0696,19.090259552001957,0.0,0.15
td3,16,1,57000,10.646693339467186,10.646693339467186,10.646693339467186,1.0,True,0.0,25.91820695478468,0.0594332142330813,True,0.0687,19.00907516479492,0.0,0.15
td3,16,1,58000,8.959380357500402,8.959380357500402,8.959380357500402,1.0,True,0.0,25.91580610657097,0.0008799575893148,True,0.0678,33.67929458618164,0.0,0.15
td3,16,1,59000,8.44976454972087,8.44976454972087,8.44976454972087,1.0,True,0.0,26.03544976007146,0.0069821826750244,True,0.0669,14.116435050964355,0.0,0.15
td3,16,1,60000,7.898197513154124,7.898197513154124,7.898197513154124,1.0,True,0.0,26.15141804160148,0.0067984140765007,True,0.066,21.76197052001953,0.0,0.15
