n_ris,seed,scenario,bank_checksum,checkpoint_step,actor_repeats,decode_repeats,end_to_end_repeats,td3_actor_ms,td3_decode_ms,td3_decision_ms,td3_end_to_end_ms,td3_sum_rate,td3_qos_fraction,td3_all_qos,td3_violation,ao_sca_end_to_end_ms,ao_sca_iterations,ao_sca_evaluations,ao_sca_sum_rate,ao_sca_qos_fraction,ao_sca_all_qos,ao_sca_violation,ao_grid_end_to_end_ms,ao_grid_iterations,ao_grid_evaluations,ao_grid_sum_rate,ao_grid_qos_fraction,ao_grid_all_qos,ao_grid_violation,analytical_ris_end_to_end_ms,analytical_ris_iterations,analytical_ris_evaluations,analytical_ris_sum_rate,analytical_ris_qos_fraction,analytical_ris_all_qos,analytical_ris_violation
16,0,0,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.18665192,0.06935291,0.25600483,0.5603030999999999,7.221728299718073,1.0,1.0,0.0,167.557967,5,662,12.743826491637542,1.0,1.0,0.0,153.076535,2,799,3.9814174690778463,1.0,1.0,0.0,0.258328,0,1,1.9812635596240924,0.0,0.0,0.018736440375907604
16,0,1,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.17869381,0.07173838,0.25043219,0.56851425,10.205592667047041,1.0,1.0,0.0,647.573258,20,2497,15.485042154180237,1.0,1.0,0.0,155.221116,2,799,3.9808960990519533,1.0,1.0,0.0,0.250107,0,1,1.9808301801673884,0.0,0.0,0.019169819832611568
16,0,2,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.18051949,0.06888933,0.24940882,0.5580047,11.579525521610979,1.0,1.0,0.0,549.798061,14,1908,12.508991779804857,1.0,1.0,0.0,151.937214,2,799,3.9813734251387674,1.0,1.0,0.0,0.251228,0,1,1.981197442761282,0.0,0.0,0.018802557238717932
16,0,3,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.17860375,0.07131378,0.24991753,0.52834,4.437091461950102,1.0,1.0,0.0,513.204997,17,2046,15.637215627142771,1.0,1.0,0.0,158.095341,2,799,3.9810955180563647,1.0,1.0,0.0,0.228998,0,1,1.9812939476112343,0.0,0.0,0.018706052388765715
16,0,4,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.18648784,0.07829516,0.264783,0.51657105,10.512097702446248,1.0,1.0,0.0,269.686752,8,1059,16.96205426981195,1.0,1.0,0.0,153.544951,2,799,3.981498603220433,1.0,1.0,0.0,0.24277,0,1,1.9811936524126257,0.0,0.0,0.018806347587374206
16,0,5,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.17822948,0.06731964,0.24554912,0.5084081,11.383826448959777,1.0,1.0,0.0,444.054326,14,1792,16.10413746538548,1.0,1.0,0.0,154.159383,2,799,3.98147750543706,1.0,1.0,0.0,0.252848,0,1,1.98189427029615,0.0,0.0,0.018105729703849993
16,0,6,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.18703768,0.07273161,0.25976929000000004,0.5021245999999999,12.968903447188545,1.0,1.0,0.0,516.909815,15,1979,16.800597156415442,1.0,1.0,0.0,155.273175,2,799,3.9817658159428175,1.0,1.0,0.0,0.258882,0,1,1.9818570710609533,0.0,0.0,0.018142928939046787
16,0,7,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.18896232999999998,0.07361915,0.26258148,0.52383285,10.012013157136142,1.0,1.0,0.0,558.871224,17,2143,15.051251513986386,1.0,1.0,0.0,149.580003,2,799,3.981291654142055,1.0,1.0,0.0,0.23358,0,1,1.9816920086552272,0.0,0.0,0.018307991344772956
16,0,8,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.17955452000000002,0.07048188,0.25003640000000005,0.4949562,12.850860898150048,1.0,1.0,0.0,307.993118,10,1212,14.551177857524408,1.0,1.0,0.0,168.085568,2,799,3.9816681972343746,1.0,1.0,0.0,0.248727,0,1,1.9819256659516753,0.0,0.0,0.018074334048324592
16,0,9,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,50000,100,100,20,0.18794897,0.06951818,0.25746715,0.5324908500000001,7.81957372639454,1.0,1.0,0.0,124.333894,4,479,13.81928273692646,1.0,1.0,0.0,153.860087,2,799,3.9813001199433042,1.0,1.0,0.0,0.252892,0,1,1.9816438648103403,0.0,0.0,0.018356135189659784
