step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,qos_dual_updated,exploration_noise,critic_loss,actor_loss,effective_target_noise,n_ris,seed
31000,13.470611032710348,13.470611032710348,13.470611032710348,1.0,True,0.0,24.34585957048117,2.663555696611049e-16,True,0.0921,5.794684410095215,0.0,0.0696310623822791,96,0
32000,8.482489201312845,8.482489201312845,8.482489201312845,1.0,True,0.0,28.487198126050835,0.2080669277784829,True,0.0912,20.73453521728516,0.0,0.0696310623822791,96,0
33000,13.845135572588616,13.845135572588616,13.845135572588616,1.0,True,0.0,28.46719812605175,4.5726370249964407e-14,True,0.0902999999999999,13.11582374572754,0.0,0.0696310623822791,96,0
34000,6.544693543305142,6.544693543305142,6.544693543305142,1.0,True,0.0,28.44719812605175,1.898627386699357e-20,True,0.0894,19.6663875579834,0.0,0.0696310623822791,96,0
35000,14.60951846728586,14.60951846728586,14.60951846728586,1.0,True,0.0,28.42719812605175,1.0047199594426913e-42,True,0.0885,15.787506103515623,0.0,0.0696310623822791,96,0
36000,14.649482949284812,14.649482949284812,14.649482949284812,1.0,True,0.0,28.40719812605175,5.316799936492063e-65,True,0.0876,11.81879425048828,0.0,0.0696310623822791,96,0
37000,16.099872618482213,16.099872618482213,16.099872618482213,1.0,True,0.0,28.38719812605175,2.8135562849136823e-87,True,0.0867,14.57514476776123,0.0,0.0696310623822791,96,0
38000,8.071906279800535,8.071906279800535,8.071906279800535,1.0,True,0.0,28.367198635156125,2.545521878247433e-08,True,0.0857999999999999,12.215478897094728,0.0,0.0696310623822791,96,0
39000,8.070344193923527,8.070344193923527,8.070344193923527,1.0,True,0.0,28.34719863515613,1.3470450580191831e-30,True,0.0849,23.62761688232422,0.0,0.0696310623822791,96,0
40000,14.660679989262729,14.660679989262729,14.660679989262729,1.0,True,0.0,28.327198637701475,1.2726754660710508e-10,True,0.0839999999999999,16.53395652770996,0.0,0.0696310623822791,96,0
41000,6.972065499705519,6.972065499705519,6.972065499705519,1.0,True,0.0,28.308403508591105,6.024354448151519e-05,True,0.0831,20.689186096191406,0.0,0.0696310623822791,96,0
42000,13.937878842399051,13.937878842399051,13.937878842399051,1.0,True,0.0,28.288403508591102,1.6001104903927657e-19,True,0.0822,26.058155059814453,0.0,0.0696310623822791,96,0
43000,11.622212953973763,11.622212953973763,11.622212953973763,1.0,True,0.0,28.268403508591103,8.467501091965521e-42,True,0.0813,9.883417129516602,0.0,0.0696310623822791,96,0
44000,7.526985117430465,7.526985117430465,7.526985117430465,1.0,True,0.0,28.24840351112743,1.268162581878199e-10,True,0.0804,4.532421112060547,0.0,0.0696310623822791,96,0
45000,9.368034374496538,9.368034374496538,9.368034374496538,1.0,True,0.0,28.22840352210749,5.49002955959651e-10,True,0.0794999999999999,17.069032669067383,0.0,0.0696310623822791,96,0
46000,13.824726755669598,13.824726755669598,13.824726755669598,1.0,True,0.0,28.20840352210749,2.9052263309264194e-32,True,0.0786,4.912518501281738,0.0,0.0696310623822791,96,0
47000,7.906500259115624,7.906500259115624,7.906500259115624,1.0,True,0.0,28.18840352210749,1.5373942785343598e-54,True,0.0776999999999999,12.18022346496582,0.0,0.0696310623822791,96,0
48000,12.239033856118407,12.239033856118407,12.239033856118407,1.0,True,0.0,28.18739061338205,0.0009493545637276,True,0.0768,19.805509567260746,0.0,0.0696310623822791,96,0
49000,8.301417821988077,8.301417821988077,8.301417821988077,1.0,True,0.0,28.18248996691208,0.0007549676765014,True,0.0759,30.972068786621094,0.0,0.0696310623822791,96,0
50000,9.579715186234225,9.579715186234225,9.579715186234225,1.0,True,0.0,28.162490434741372,2.3391464966988218e-08,True,0.075,18.50616455078125,0.0,0.0696310623822791,96,0
51000,12.05079271117582,12.05079271117582,12.05079271117582,1.0,True,0.0,28.14456136784781,0.0001035466553219,True,0.0741,12.207387924194336,0.0,0.0696310623822791,96,0
52000,12.190735269586522,12.190735269586522,12.190735269586522,1.0,True,0.0,28.38570803859444,0.0130573335373312,True,0.0731999999999999,19.558917999267575,0.0,0.0696310623822791,96,0
53000,7.702205665165035,7.702205665165035,7.702205665165035,1.0,True,0.0,28.37018434465992,0.0002238153032741,True,0.0723,25.36167907714844,0.0,0.0696310623822791,96,0
54000,14.70962833132091,14.70962833132091,14.70962833132091,1.0,True,0.0,28.57388210734069,0.0111848881340384,True,0.0713999999999999,10.530473709106444,0.0,0.0696310623822791,96,0
55000,9.095173230111676,9.095173230111676,9.095173230111676,1.0,True,0.0,28.555028267549343,5.730801043255159e-05,True,0.0705,25.88831329345703,0.0,0.0696310623822791,96,0
56000,15.346051141438595,15.346051141438595,15.346051141438595,1.0,True,0.0,28.535028469685848,1.0106825263505837e-08,True,0.0696,15.977325439453123,0.0,0.0696310623822791,96,0
57000,14.769701609003125,14.769701609003125,14.769701609003125,1.0,True,0.0,28.52611870910884,0.0005545119711495,True,0.0687,34.97404861450195,0.0,0.0696310623822791,96,0
58000,14.230411041110711,14.230411041110711,14.230411041110711,1.0,True,0.0,28.50935013234145,0.0001615711616303,True,0.0678,24.651376724243164,0.0,0.0696310623822791,96,0
59000,8.951899121790555,8.951899121790555,8.951899121790555,1.0,True,0.0,28.678038431408748,0.0094344149533651,True,0.0669,6.920441627502441,0.0,0.0696310623822791,96,0
60000,7.850909256912183,7.850909256912183,7.850909256912183,1.0,True,0.0,28.659035992763,4.987806771261682e-05,True,0.066,26.14734268188477,0.0,0.0696310623822791,96,0
61000,12.580990441049543,12.580990441049543,12.580990441049543,1.0,True,0.0,28.639035998946085,3.091542019701056e-10,True,0.0650999999999999,45.51420593261719,0.0,0.0696310623822791,96,0
62000,14.74845410229955,14.74845410229955,14.74845410229955,1.0,True,0.0,28.619222437031148,9.321904253173012e-06,True,0.0642,43.63831329345703,0.0,0.0696310623822791,96,0
63000,8.780341114032156,8.780341114032156,8.780341114032156,1.0,True,0.0,28.599222465814915,1.4391882684622382e-09,True,0.0633,33.47694396972656,0.0,0.0696310623822791,96,0
64000,11.888547195447408,11.888547195447408,11.888547195447408,1.0,True,0.0,28.590167647501293,0.0005472590843188,True,0.0624,34.20408630371094,0.0,0.0696310623822791,96,0
65000,13.727710574991244,13.727710574991244,13.727710574991244,1.0,True,0.0,28.59489323412476,0.0012362793311733,True,0.0615,27.982349395751957,0.0,0.0696310623822791,96,0
66000,13.676388919033528,13.676388919033528,13.676388919033528,1.0,True,0.0,28.575178554466085,1.4266017066265297e-05,True,0.0605999999999999,24.919395446777344,0.0,0.0696310623822791,96,0
67000,10.80633320476712,10.80633320476712,10.80633320476712,1.0,True,0.0,28.55520189791063,1.1671722273263431e-06,True,0.0596999999999999,28.50782966613769,0.0,0.0696310623822791,96,0
68000,13.136988540484474,13.136988540484474,13.136988540484474,1.0,True,0.0,28.87313990547483,0.0168969003782098,True,0.0587999999999999,14.015647888183594,0.0,0.0696310623822791,96,0
69000,14.111877000818762,14.111877000818762,14.111877000818762,1.0,True,0.0,29.384844731887853,0.0265852413206511,True,0.0579,22.931007385253903,0.0,0.0696310623822791,96,0
70000,12.541425581458949,12.541425581458949,12.541425581458949,1.0,True,0.0,29.56506457683556,0.0100109922473851,True,0.0569999999999999,20.771100997924805,0.0,0.0696310623822791,96,0
71000,14.241778616973033,14.241778616973033,14.241778616973033,1.0,True,0.0,29.744023529608437,0.0099479476386439,True,0.0561,15.689462661743164,0.0,0.0696310623822791,96,0
72000,9.705340798843752,9.705340798843752,9.705340798843752,1.0,True,0.0,29.92283966580502,0.0099408068098292,True,0.0552,24.607057571411133,0.0,0.0696310623822791,96,0
73000,8.257948624082493,8.257948624082493,8.257948624082493,1.0,True,0.0,30.37963297279186,0.0238396653493418,True,0.0543,32.90061950683594,0.0,0.0696310623822791,96,0
74000,10.979198835727162,10.979198835727162,10.979198835727162,1.0,True,0.0,30.35969720479381,3.2116000976123537e-06,True,0.0534,21.63426399230957,0.0,0.0696310623822791,96,0
75000,12.931207559759526,12.931207559759526,12.931207559759526,1.0,True,0.0,30.36138078987876,0.0010841792542474,True,0.0524999999999999,32.71997833251953,0.0,0.0696310623822791,96,0
76000,9.03672254737086,9.03672254737086,9.03672254737086,1.0,True,0.0,30.42027131984228,0.0039445264981759,True,0.0515999999999999,32.366546630859375,0.0,0.0696310623822791,96,0
77000,14.49025260120754,14.49025260120754,14.49025260120754,1.0,True,0.0,30.41693020513057,0.0008329442644145,True,0.0506999999999999,15.730642318725586,0.0,0.0696310623822791,96,0
78000,12.075125899344616,12.075125899344616,12.075125899344616,1.0,True,0.0,30.42789597581587,0.001548288534265,True,0.0498,30.736440658569336,0.0,0.0696310623822791,96,0
79000,7.809701916787547,7.809701916787547,7.809701916787547,1.0,True,0.0,30.660824483842703,0.0126464254013418,True,0.0489,31.99085998535156,0.0,0.0696310623822791,96,0
80000,15.522119866830687,15.522119866830687,15.522119866830687,1.0,True,0.0,30.7845095460458,0.0071842531101544,True,0.048,41.40693664550781,0.0,0.0696310623822791,96,0
81000,10.077130015625338,10.077130015625338,10.077130015625338,1.0,True,0.0,30.7682772113008,0.0001883832627501,True,0.0470999999999999,29.691238403320312,0.0,0.0696310623822791,96,0
82000,8.524841745019375,8.524841745019375,8.524841745019375,1.0,True,0.0,30.7482812481561,2.0184276505388226e-07,True,0.0462,10.123457908630373,0.0,0.0696310623822791,96,0
83000,9.770877549385464,9.770877549385464,9.770877549385464,1.0,True,0.0,30.728281248156478,1.8723755639939283e-14,True,0.0453,12.73905086517334,0.0,0.0696310623822791,96,0
84000,15.84382971941197,15.84382971941197,15.84382971941197,1.0,True,0.0,30.7082813014235,2.663351367776995e-09,True,0.0443999999999999,27.69100570678711,0.0,0.0696310623822791,96,0
85000,14.602470501718084,14.602470501718084,14.602470501718084,1.0,True,0.0,30.688281335212697,1.6894598674556143e-09,True,0.0435,38.37688446044922,0.0,0.0696310623822791,96,0
86000,8.629589721942592,8.629589721942592,8.629589721942592,1.0,True,0.0,30.668283587559657,1.126173480538671e-07,True,0.0426,44.80440521240234,0.0,0.0696310623822791,96,0
87000,9.237245172070436,9.237245172070436,9.237245172070436,1.0,True,0.0,30.648283587559657,7.257698636942113e-24,True,0.0417,12.713504791259766,0.0,0.0696310623822791,96,0
88000,8.13947933076064,8.13947933076064,8.13947933076064,1.0,True,0.0,30.635368933547767,0.0003542672994054,True,0.0408,60.82988739013672,0.0,0.0696310623822791,96,0
89000,10.795551154246269,10.795551154246269,10.795551154246269,1.0,True,0.0,30.61536893720435,1.8282926942027128e-10,True,0.0398999999999999,12.93589687347412,0.0,0.0696310623822791,96,0
90000,12.19033054423796,12.19033054423796,12.19033054423796,1.0,True,0.0,30.595368937204352,2.365369134006995e-21,True,0.0389999999999999,28.953405380249023,0.0,0.0696310623822791,96,0
91000,8.227629935382385,8.227629935382385,8.227629935382385,1.0,True,0.0,30.575368937204352,1.2517114190151613e-43,True,0.0380999999999999,11.449926376342772,0.0,0.0696310623822791,96,0
92000,8.532254324320498,8.532254324320498,8.532254324320498,1.0,True,0.0,30.555368937204356,6.623834960756347e-66,True,0.0372,25.74249649047852,0.0,0.0696310623822791,96,0
93000,8.61428250575807,8.61428250575807,8.61428250575807,1.0,True,0.0,30.535368939069368,9.32507540861109e-11,True,0.0363,36.265357971191406,0.0,0.0696310623822791,96,0
94000,16.445689724237845,16.445689724237845,16.445689724237845,1.0,True,0.0,30.51536907379295,6.736179069235133e-09,True,0.0354,20.65177726745605,0.0,0.0696310623822791,96,0
95000,10.547584123096858,10.547584123096858,10.547584123096858,1.0,True,0.0,30.495536178744125,8.355247558804162e-06,True,0.0345,9.797540664672852,0.0,0.0696310623822791,96,0
96000,10.230418241444536,10.230418241444536,10.230418241444536,1.0,True,0.0,30.475536178744125,4.421448909471907e-28,True,0.0336,53.776214599609375,0.0,0.0696310623822791,96,0
97000,12.224404417421225,12.224404417421225,12.224404417421225,1.0,True,0.0,30.45553617874413,9.763899091683981e-17,True,0.0327,37.00752639770508,0.0,0.0696310623822791,96,0
98000,8.33599933123132,8.33599933123132,8.33599933123132,1.0,True,0.0,30.43553617874413,5.1668823320058114e-39,True,0.0317999999999999,31.370397567749023,0.0,0.0696310623822791,96,0
99000,11.543660459160623,11.543660459160623,11.543660459160623,1.0,True,0.0,30.415536178744127,2.7342225459429028e-61,True,0.0308999999999999,39.32682800292969,0.0,0.0696310623822791,96,0
100000,14.990078504177085,14.990078504177085,14.990078504177085,1.0,True,0.0,30.395536178744127,1.446902106601738e-83,True,0.03,20.707143783569336,0.0,0.0696310623822791,96,0
1,-5.111736952595399,-5.111736952595399,3.026461653368967,0.5,False,0.7393478206277091,8.0,0.7393478206277091,False,0.0,,,,96,1
1000,-2.3853501339446206,-2.3853501339446206,2.089956096270861,0.5,False,0.4321276879007698,8.0,0.6623362171807832,False,0.0,0.0808447748422622,0.0,0.0696310623822791,96,1
2000,-9.99499775141259,-9.99499775141259,2.0050022485874104,0.5,False,1.0,8.0,0.7342756236796211,False,0.0,0.1283278912305832,0.0,0.0696310623822791,96,1
3000,7.618216399912707,7.618216399912707,7.618216399912707,1.0,True,0.0,7.980000000091215,4.560736964023907e-12,True,0.1173,0.2545104622840881,0.0,0.0696310623822791,96,1
4000,7.001361027270225,7.001361027270225,7.001361027270225,1.0,True,0.0,9.447213750026934,0.074360687496786,True,0.1163999999999999,0.9967925548553468,0.0,0.0696310623822791,96,1
5000,6.959947799504009,6.959947799504009,6.959947799504009,1.0,True,0.0,9.42721415029568,2.001343719913857e-08,True,0.1154999999999999,0.5486188530921936,0.0,0.0696310623822791,96,1
6000,12.34235375409507,12.34235375409507,12.34235375409507,1.0,True,0.0,10.027109792490002,0.030994782109716,True,0.1146,1.6897708177566528,0.0,0.0696310623822791,96,1
7000,6.023096122158235,6.023096122158235,6.023096122158235,1.0,True,0.0,11.593808483719735,0.0793349345614867,True,0.1137,3.697185039520264,0.0,0.0696310623822791,96,1
8000,8.091054101630851,8.091054101630851,8.091054101630851,1.0,True,0.0,11.992265344203242,0.0209228430241752,True,0.1128,2.0671603679656982,0.0,0.0696310623822791,96,1
9000,6.222521149332217,6.222521149332217,6.222521149332217,1.0,True,0.0,12.423655609823776,0.0225695132810266,True,0.1119,2.5566678047180176,0.0,0.0696310623822791,96,1
10000,9.615478066609487,9.615478066609487,9.615478066609487,1.0,True,0.0,12.403725239119993,3.4814648108777943e-06,True,0.111,3.3194479942321777,0.0,0.0696310623822791,96,1
11000,16.16487630147034,16.16487630147034,16.16487630147034,1.0,True,0.0,12.383725239119991,1.8423294681676127e-28,True,0.1101,3.6877646446228023,0.0,0.0696310623822791,96,1
12000,13.970883438210816,13.970883438210816,13.970883438210816,1.0,True,0.0,12.363725239119994,9.339340353182552e-22,True,0.1091999999999999,1.6630053520202637,0.0,0.0696310623822791,96,1
13000,5.951446804555587,5.951446804555587,5.951446804555587,1.0,True,0.0,12.343725239119994,4.942213372990229e-44,True,0.1083,1.7354034185409546,0.0,0.0696310623822791,96,1
14000,14.863682330849729,14.863682330849729,14.863682330849729,1.0,True,0.0,12.323725239119996,3.4568072195109384e-19,True,0.1074,5.154804229736328,0.0,0.0696310623822791,96,1
15000,10.744936150791784,10.744936150791784,10.744936150791784,1.0,True,0.0,12.303725239120007,6.429032224049888e-16,True,0.1065,6.998387336730957,0.0,0.0696310623822791,96,1
16000,14.873782025486484,14.873782025486484,14.873782025486484,1.0,True,0.0,12.283725239120008,3.766739866953509e-22,True,0.1056,7.344697952270508,0.0,0.0696310623822791,96,1
17000,6.877552963963809,6.877552963963809,6.877552963963809,1.0,True,0.0,14.065543105351356,0.0900908933115674,True,0.1046999999999999,8.969976425170898,0.0,0.0696310623822791,96,1
18000,10.306856162258589,10.306856162258589,10.306856162258589,1.0,True,0.0,14.045543130259446,1.2454045327449583e-09,True,0.1038,3.716450452804565,0.0,0.0696310623822791,96,1
19000,7.381657504356315,7.381657504356315,7.381657504356315,1.0,True,0.0,14.025543130259448,2.448285416991001e-24,True,0.1028999999999999,7.922810077667236,0.0,0.0696310623822791,96,1
20000,6.828256713693799,6.828256713693799,6.828256713693799,1.0,True,0.0,14.005543130259449,1.2955892462604835e-46,True,0.102,14.964816093444824,0.0,0.0696310623822791,96,1
21000,6.989363843371307,6.989363843371307,6.989363843371307,1.0,True,0.0,13.985543130259448,6.856028645094756e-69,True,0.1011,4.484060287475586,0.0,0.0696310623822791,96,1
22000,6.909044726810519,6.909044726810519,6.909044726810519,1.0,True,0.0,13.965543130259448,4.800818042413725e-22,True,0.1002,10.0513916015625,0.0,0.0696310623822791,96,1
23000,15.087591462378672,15.087591462378672,15.087591462378672,1.0,True,0.0,13.945543130259448,2.5405078124628633e-44,True,0.0993,6.338284492492676,0.0,0.0696310623822791,96,1
24000,11.280345232814335,11.280345232814335,11.280345232814335,1.0,True,0.0,13.925543130259449,1.3443917032814362e-66,True,0.0984,8.254741668701172,0.0,0.0696310623822791,96,1
25000,6.539410192642752,6.539410192642752,6.539410192642752,1.0,True,0.0,13.90554313025945,1.734926163290092e-19,True,0.0975,6.475703239440918,0.0,0.0696310623822791,96,1
26000,8.792347252585689,8.792347252585689,8.792347252585689,1.0,True,0.0,13.88554313025945,9.180921736556124e-42,True,0.0965999999999999,13.19618320465088,0.0,0.0696310623822791,96,1
27000,6.0104059830204415,6.0104059830204415,6.0104059830204415,1.0,True,0.0,13.86554313025945,4.858381049077246e-64,True,0.0957,28.652976989746094,0.0,0.0696310623822791,96,1
28000,12.798062056926453,12.798062056926453,12.798062056926453,1.0,True,0.0,13.84554313025945,2.5709691352719245e-86,True,0.0948,5.499237060546875,0.0,0.0696310623822791,96,1
29000,7.044307660170207,7.044307660170207,7.044307660170207,1.0,True,0.0,13.825543130259453,1.3605112953781729e-108,True,0.0939,11.87037754058838,0.0,0.0696310623822791,96,1
30000,12.22435311408678,12.22435311408678,12.22435311408678,1.0,True,0.0,15.041614781401542,0.0618035825571045,True,0.093,22.75622940063477,0.0,0.0696310623822791,96,1
31000,8.340490956784684,8.340490956784684,8.340490956784684,1.0,True,0.0,15.390359315907393,0.0184372267252925,True,0.0921,12.138544082641602,0.0,0.0696310623822791,96,1
32000,13.54703925877592,13.54703925877592,13.54703925877592,1.0,True,0.0,15.370714120490312,1.774022914597545e-05,True,0.0912,16.792219161987305,0.0,0.0696310623822791,96,1
33000,6.826987188752583,6.826987188752583,6.826987188752583,1.0,True,0.0,15.350714120490313,1.3463216460571498e-18,True,0.0902999999999999,13.857851028442385,0.0,0.0696310623822791,96,1
34000,12.638621972308949,12.638621972308949,12.638621972308949,1.0,True,0.0,15.330714120490311,7.124495512386428e-41,True,0.0894,13.041265487670898,0.0,0.0696310623822791,96,1
35000,6.451002940547279,6.451002940547279,6.451002940547279,1.0,True,0.0,15.310714120490314,3.770156741865216e-63,True,0.0885,27.88078498840332,0.0,0.0696310623822791,96,1
36000,4.058759914785428,5.636330848919385,7.735160806006723,0.75,False,0.2157888966978444,15.735330378755387,0.0222308129132536,True,0.0876,18.90123748779297,0.0,0.0696310623822791,96,1
37000,8.35332032503975,8.35332032503975,8.35332032503975,1.0,True,0.0,16.300642534951372,0.0292656078097992,True,0.0867,15.634639739990234,0.0,0.0696310623822791,96,1
38000,13.7804977158323,13.7804977158323,13.7804977158323,1.0,True,0.0,16.286348592018143,0.0002853028533385,True,0.0857999999999999,11.655763626098633,0.0,0.0696310623822791,96,1
39000,7.755784157259276,7.755784157259276,7.755784157259276,1.0,True,0.0,16.2663485921712,7.652856481086472e-12,True,0.0849,30.476686477661133,0.0,0.0696310623822791,96,1
40000,10.401803780005707,10.401803780005707,10.401803780005707,1.0,True,0.0,16.24643062798472,4.101790675932392e-06,True,0.0839999999999999,15.54981803894043,0.0,0.0696310623822791,96,1
41000,13.554655770697543,13.554655770697543,13.554655770697543,1.0,True,0.0,16.226430627987487,1.3845258949864434e-13,True,0.0831,12.922351837158203,0.0,0.0696310623822791,96,1
42000,15.78092862046932,15.78092862046932,15.78092862046932,1.0,True,0.0,16.206430627987487,7.326665625930997e-36,True,0.0822,13.463669776916504,0.0,0.0696310623822791,96,1
43000,-3.156471862895112,0.946743451098632,6.946743451098632,0.75,False,0.5,19.416573135425335,0.1615071253718925,True,0.0813,13.344865798950195,0.0,0.0696310623822791,96,1
44000,15.66381010177766,15.66381010177766,15.66381010177766,1.0,True,0.0,19.39705300906845,2.399368215585968e-05,True,0.0804,10.039112091064451,0.0,0.0696310623822791,96,1
45000,7.487433558477189,7.487433558477189,7.487433558477189,1.0,True,0.0,19.37705300906845,3.773652555724976e-21,True,0.0794999999999999,14.207191467285156,0.0,0.0696310623822791,96,1
46000,14.913537019793257,14.913537019793257,14.913537019793257,1.0,True,0.0,19.35705300906845,1.996950043647073e-43,True,0.0786,10.472312927246094,0.0,0.0696310623822791,96,1
47000,8.312332731564279,8.312332731564279,8.312332731564279,1.0,True,0.0,19.337053020174093,5.552818462965618e-10,True,0.0776999999999999,7.238603591918945,0.0,0.0696310623822791,96,1
48000,15.222369566486268,15.222369566486268,15.222369566486268,1.0,True,0.0,19.317053020174093,3.2563415816407865e-19,True,0.0768,10.236705780029297,0.0,0.0696310623822791,96,1
49000,15.342046135081215,15.342046135081215,15.342046135081215,1.0,True,0.0,19.297053020174094,1.7231982456153996e-41,True,0.0759,33.11621856689453,0.0,0.0696310623822791,96,1
50000,12.904634744038296,12.904634744038296,12.904634744038296,1.0,True,0.0,19.27705302017409,4.437109873916684e-22,True,0.075,17.889291763305664,0.0,0.0696310623822791,96,1
51000,10.016142056475266,10.016142056475266,10.016142056475266,1.0,True,0.0,19.25705302017409,2.348039896503537e-44,True,0.0741,12.667642593383787,0.0,0.0696310623822791,96,1
52000,7.714656382792795,7.714656382792795,7.714656382792795,1.0,True,0.0,19.23705302017409,1.2425410936929752e-66,True,0.0731999999999999,14.244035720825195,0.0,0.0696310623822791,96,1
53000,7.312640320046553,7.312640320046553,7.312640320046553,1.0,True,0.0,19.21705302026989,4.789815820161657e-12,True,0.0723,11.929524421691896,0.0,0.0696310623822791,96,1
54000,8.634271207563925,8.634271207563925,8.634271207563925,1.0,True,0.0,19.19705302026989,2.5346856314639323e-34,True,0.0713999999999999,35.334014892578125,0.0,0.0696310623822791,96,1
