method,seed,scenario,split,sum_rate,reward,qos_fraction,all_qos,violation,iterations,evaluations,accepted_steps,solver,initialization,objective_history,surrogate_records,grid,solve_ms,config_hash,git_commit,bank_checksum
ao_grid,10000,500,test,3.9820390303965425,3.9820390303965425,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379250485626915, 3.9820371820856355, 3.9820390303965425]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1080.418335,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,501,test,3.9820325720094907,3.9820325720094907,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378949343188482, 3.9820280251884395, 3.9820325720094907]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1106.319469,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,502,test,3.9820333046687835,3.9820333046687835,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378601907453387, 3.9820276300560744, 3.9820333046687835]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1100.261867,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,503,test,3.9820303823637255,3.9820303823637255,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378815929805374, 3.982025201935736, 3.9820303823637255]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1113.682615,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,504,test,3.9820258577578493,3.9820258577578493,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8377840098693443, 3.982020070025664, 3.9820258577578493]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1289.412773,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,505,test,3.9820367442619764,3.9820367442619764,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379273419404834, 3.9820325755380046, 3.9820367442619764]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1103.073026,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,506,test,3.98203275846169,3.98203275846169,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.837891609643017, 3.9820304852311206, 3.98203275846169]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1156.714217,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,507,test,3.9820263890824945,3.9820263890824945,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.837864875262262, 3.982021591854403, 3.9820263890824945]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1101.574848,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,508,test,3.9820294339945947,3.9820294339945947,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378848857802297, 3.9820246115781326, 3.9820294339945947]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1088.781272,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,509,test,3.9820353874127807,3.9820353874127807,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379294583382468, 3.982030892347315, 3.9820353874127807]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1093.166497,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,510,test,3.9820468177202297,3.9820468177202297,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379176555133652, 3.9820428564551063, 3.9820468177202297]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1108.979842,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,511,test,3.9820075710165974,3.9820075710165974,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378273941430054, 3.9820035053085485, 3.9820075710165974]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1102.893461,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,512,test,3.982040293722533,3.982040293722533,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379608292244667, 3.982038649043676, 3.982040293722533]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1164.875455,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,513,test,3.9820369925180215,3.9820369925180215,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378678672074529, 3.9820333903615266, 3.9820369925180215]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1182.827446,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,514,test,3.9820384481859668,3.9820384481859668,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.837867700814628, 3.9820333500204734, 3.9820384481859668]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1107.086391,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,515,test,3.9820435981602404,3.9820435981602404,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379612414998605, 3.982042331077637, 3.9820435981602404]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1112.732442,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,516,test,3.982046440715278,3.982046440715278,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379692141630304, 3.982044852267215, 3.982046440715278]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1118.345061,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,517,test,3.9820358474430035,3.9820358474430035,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.837880085044483, 3.9820289979663452, 3.9820358474430035]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1089.390088,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,518,test,3.98201902238959,3.98201902238959,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378366678102078, 3.9820124415303644, 3.98201902238959]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1079.583336,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,519,test,3.9820250096961427,3.9820250096961427,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378235271413126, 3.9820139800373364, 3.9820250096961427]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1078.015306,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,520,test,3.9820257805079384,3.9820257805079384,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378421798522695, 3.982017097129, 3.9820257805079384]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1079.959963,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,521,test,3.982038103130026,3.982038103130026,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379279526066126, 3.982036309584247, 3.982038103130026]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1183.556649,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,522,test,3.9820304597184712,3.9820304597184712,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378997951865812, 3.982026832647131, 3.9820304597184712]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1109.864344,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,523,test,3.982027085817022,3.982027085817022,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.837851671587738, 3.982023927853909, 3.982027085817022]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1119.368621,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,524,test,3.9820429601021674,3.9820429601021674,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378610942450515, 3.9820386837951696, 3.9820429601021674]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1108.81499,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,525,test,3.9820215931321465,3.9820215931321465,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8376969806179355, 3.9820137625247574, 3.9820215931321465]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1146.44262,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,526,test,3.982037027844877,3.982037027844877,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379196208319504, 3.9820353267858244, 3.982037027844877]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1098.931467,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,527,test,3.982027299778066,3.982027299778066,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378536556949896, 3.98202475622547, 3.982027299778066]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1098.687398,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,528,test,3.98202221843564,3.98202221843564,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378920988057372, 3.9820161525763536, 3.98202221843564]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1116.456294,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,529,test,3.9820194999480973,3.9820194999480973,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8378628966413624, 3.98201588257441, 3.9820194999480973]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1111.319601,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
ao_grid,10000,530,test,3.9820316449273525,3.9820316449273525,1.0,True,0.0,2,2815,0,ao_grid_coordinate_codebook,analytical_ris_equal_allocation,"[1.8379120447657389, 3.982028810243773, 3.9820316449273525]",[],"{""allocation_levels"": 7, ""beta_levels"": 5, ""phase_levels"": 8}",1171.964662,1a480db47c5efa1cc1a63abf6aef552d6bf21ecebd475a7bc99d509c20d9fb0d,fc61d5cda7da39530055bae9bd0e92865f995cd9,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae
