step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,qos_dual_updated,exploration_noise,critic_loss,actor_loss,effective_target_noise
1,-5.540463786211365,-5.540463786211365,2.689968783152782,0.25,False,0.7721124215880661,8.0,0.7721124215880661,False,0.0,,,
1000,-6.725082073496661,-6.725082073496661,2.3908362616208962,0.5,False,0.8082389239466825,8.0,0.670915274243477,False,0.0,0.11308123171329498,0.0,0.06963106238227913
2000,-6.017941991818315,-6.017941991818315,2.402306814850972,0.5,False,0.7433243577561958,8.0,0.7141248955728849,False,0.0,0.08418815582990646,0.0,0.06963106238227913
3000,10.220555108725591,10.220555108725591,10.220555108725591,1.0,True,0.0,7.9830889795982065,0.00015444897991032642,True,0.1173,0.7690188884735107,0.0,0.06963106238227913
4000,13.302549381541846,13.302549381541846,13.302549381541846,1.0,True,0.0,8.043752960706897,0.004033199055434487,True,0.11639999999999999,1.9172794818878174,0.0,0.06963106238227913
5000,11.730606470186524,11.730606470186524,11.730606470186524,1.0,True,0.0,8.712228029818773,0.03442375345559383,True,0.11549999999999999,1.0178196430206299,0.0,0.06963106238227913
6000,11.661701957669957,11.661701957669957,11.661701957669957,1.0,True,0.0,8.81729280012293,0.006253238515207821,True,0.1146,2.1415719985961914,0.0,0.06963106238227913
7000,15.498246042765118,15.498246042765118,15.498246042765118,1.0,True,0.0,9.274324012820797,0.023851560634893344,True,0.1137,4.092544078826904,0.0,0.06963106238227913
8000,14.01155509831534,14.01155509831534,14.01155509831534,1.0,True,0.0,9.404417593224046,0.007504679020162505,True,0.1128,2.1302194595336914,0.0,0.06963106238227913
9000,8.050229364361495,8.050229364361495,8.050229364361495,1.0,True,0.0,9.414865238671505,0.0015223822723728737,True,0.1119,5.560223579406738,0.0,0.06963106238227913
10000,7.552345702808034,7.552345702808034,7.552345702808034,1.0,True,0.0,10.177963695733048,0.03915492285307714,True,0.111,1.7714519500732422,0.0,0.06963106238227913
11000,8.264522487933847,8.264522487933847,8.264522487933847,1.0,True,0.0,10.331761914562453,0.008689910941470211,True,0.1101,2.4037296772003174,0.0,0.06963106238227913
12000,13.371890832759764,13.371890832759764,13.371890832759764,1.0,True,0.0,10.475789297560013,0.008201369149878013,True,0.10919999999999999,4.420660972595215,0.0,0.06963106238227913
13000,9.542098526065919,9.542098526065919,9.542098526065919,1.0,True,0.0,10.885339979624671,0.021477534103232884,True,0.1083,1.5108330249786377,0.0,0.06963106238227913
14000,15.13888996734921,15.13888996734921,15.13888996734921,1.0,True,0.0,10.865346593249914,3.3068126213068275e-07,True,0.1074,3.7920446395874023,0.0,0.06963106238227913
15000,7.609518531694752,7.609518531694752,7.609518531694752,1.0,True,0.0,11.242264146512056,0.01984587766310709,True,0.1065,2.4725210666656494,0.0,0.06963106238227913
16000,6.445619045404581,6.445619045404581,6.445619045404581,1.0,True,0.0,11.234388356092836,0.0006062104790390028,True,0.1056,6.379982948303223,0.0,0.06963106238227913
17000,7.655956470363302,7.655956470363302,7.655956470363302,1.0,True,0.0,11.214388356092858,1.0909610994536123e-15,True,0.10469999999999999,4.195125102996826,0.0,0.06963106238227913
18000,14.158993455958953,14.158993455958953,14.158993455958953,1.0,True,0.0,11.194388356092858,7.493925379878931e-21,True,0.1038,12.688667297363281,0.0,0.06963106238227913
19000,6.804802268847249,6.804802268847249,6.804802268847249,1.0,True,0.0,11.17438836980723,6.857186547030696e-10,True,0.10289999999999999,7.885788440704346,0.0,0.06963106238227913
20000,15.547516257141744,15.547516257141744,15.547516257141744,1.0,True,0.0,11.154388369807231,3.62870157551067e-32,True,0.102,17.413013458251953,0.0,0.06963106238227913
21000,13.791067240600412,13.791067240600412,13.791067240600412,1.0,True,0.0,11.13438837104805,6.20410093541258e-11,True,0.1011,13.710898399353027,0.0,0.06963106238227913
22000,12.837563484684578,12.837563484684578,12.837563484684578,1.0,True,0.0,11.11438837104805,7.558231908485068e-20,True,0.1002,11.273451805114746,0.0,0.06963106238227913
23000,16.021948070980244,16.021948070980244,16.021948070980244,1.0,True,0.0,11.094388371048051,2.7011342587401714e-18,True,0.0993,11.24950122833252,0.0,0.06963106238227913
24000,10.395613957582679,10.395613957582679,10.395613957582679,1.0,True,0.0,11.074388371048052,1.4293923715114024e-40,True,0.0984,16.229690551757812,0.0,0.06963106238227913
25000,8.956523605706744,8.956523605706744,8.956523605706744,1.0,True,0.0,11.054388371048052,7.564091067016927e-63,True,0.0975,21.04413604736328,0.0,0.06963106238227913
26000,7.661291431293008,7.661291431293008,7.661291431293008,1.0,True,0.0,11.034388371048053,4.0027829174453416e-85,True,0.09659999999999999,13.667677879333496,0.0,0.06963106238227913
27000,12.10565251517767,12.10565251517767,12.10565251517767,1.0,True,0.0,11.01439700464774,4.31679984369089e-07,True,0.0957,9.435600280761719,0.0,0.06963106238227913
