step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,qos_dual_updated,exploration_noise,critic_loss,actor_loss,effective_target_noise
1,5.66811426356324,5.66811426356324,13.354052107405833,0.25,False,0.7367868782591394,8.0,0.7367868782591394,False,0.0,,,
1000,-9.629466229043885,-9.629466229043885,2.023484926879846,0.5,False,0.9780689620320575,8.0,0.6954599394003438,False,0.0,0.1263124942779541,0.0,0.0605319926766382
2000,-6.963474460926224,-6.963474460926224,1.9321288840963868,0.5,False,0.7865735600558728,8.0,0.7140689589086467,False,0.0,0.05773959308862686,0.0,0.0605319926766382
3000,6.708930714355755,6.708930714355755,6.708930714355755,1.0,True,0.0,7.980000000024333,1.216635962276249e-12,True,0.1173,0.553417444229126,0.0,0.0605319926766382
4000,16.394504085029684,16.394504085029684,16.394504085029684,1.0,True,0.0,7.960000000130147,5.290737967155746e-12,True,0.11639999999999999,0.9251091480255127,0.0,0.0605319926766382
5000,7.361628774670569,7.361628774670569,7.361628774670569,1.0,True,0.0,7.940000382844573,1.9135721309165997e-08,True,0.11549999999999999,1.7799279689788818,0.0,0.0605319926766382
6000,7.840733476448654,7.840733476448654,7.840733476448654,1.0,True,0.0,7.920000382844574,1.642906009069535e-17,True,0.1146,1.5133733749389648,0.0,0.0605319926766382
7000,15.29727283555565,15.29727283555565,15.29727283555565,1.0,True,0.0,7.900000382844574,1.0394652182045103e-23,True,0.1137,1.7747178077697754,0.0,0.0605319926766382
8000,14.25463877299069,14.25463877299069,14.25463877299069,1.0,True,0.0,7.880000382844575,5.500665687184142e-46,True,0.1128,1.0914802551269531,0.0,0.0605319926766382
9000,8.336159126670763,8.336159126670763,8.336159126670763,1.0,True,0.0,7.860000382844575,2.9108547811180296e-68,True,0.1119,4.019565582275391,0.0,0.0605319926766382
10000,7.265204406165072,7.265204406165072,7.265204406165072,1.0,True,0.0,7.8400003828445755,1.540372754610209e-90,True,0.111,2.716554641723633,0.0,0.0605319926766382
11000,15.338982026393845,15.338982026393845,15.338982026393845,1.0,True,0.0,8.311363669213023,0.024568164318422375,True,0.1101,1.9366378784179688,0.0,0.0605319926766382
12000,0.7665862657522755,0.9222681003587869,6.922268100358787,0.75,False,0.5,11.196661588653312,0.14526489597201442,True,0.10919999999999999,6.052669525146484,0.0,0.0605319926766382
13000,7.721057228357486,7.721057228357486,7.721057228357486,1.0,True,0.0,11.176661588655033,8.605113519988425e-14,True,0.1083,7.850608825683594,0.0,0.0605319926766382
14000,14.966859091323164,14.966859091323164,14.966859091323164,1.0,True,0.0,11.156661588655034,4.553673547200106e-36,True,0.1074,4.978687286376953,0.0,0.0605319926766382
15000,8.638225283779864,8.638225283779864,8.638225283779864,1.0,True,0.0,11.136661588655034,2.409723326287729e-58,True,0.1065,5.417506217956543,0.0,0.0605319926766382
16000,14.334997963432562,14.334997963432562,14.334997963432562,1.0,True,0.0,11.116661588655035,1.2751828713820662e-80,True,0.1056,4.720874786376953,0.0,0.0605319926766382
17000,8.12648945776382,8.12648945776382,8.12648945776382,1.0,True,0.0,11.096661588655035,6.748041726314148e-103,True,0.10469999999999999,2.8308544158935547,0.0,0.0605319926766382
18000,7.97543335087095,7.97543335087095,7.97543335087095,1.0,True,0.0,11.076700394649386,1.940299717548869e-06,True,0.1038,3.202220916748047,0.0,0.0605319926766382
19000,2.278494418100838,3.2454918681955025,6.55012762693339,0.75,False,0.3142969174952316,15.87289728629469,0.24080984458226518,True,0.10289999999999999,2.2059707641601562,0.0,0.0605319926766382
20000,7.248227958778327,7.248227958778327,7.248227958778327,1.0,True,0.0,15.852897286294695,2.61643719238073e-16,True,0.102,9.890714645385742,0.0,0.0605319926766382
21000,8.87152697355215,8.87152697355215,8.87152697355215,1.0,True,0.0,15.920625790230902,0.0043864251968103824,True,0.1011,6.087815284729004,0.0,0.0605319926766382
22000,7.8606756156890984,7.8606756156890984,7.8606756156890984,1.0,True,0.0,16.447852283423163,0.027361324659613103,True,0.1002,10.736255645751953,0.0,0.0605319926766382
23000,13.553155245144573,13.553155245144573,13.553155245144573,1.0,True,0.0,16.4870604197832,0.0029604068180018807,True,0.0993,2.6725807189941406,0.0,0.0605319926766382
24000,7.367738042305697,7.367738042305697,7.367738042305697,1.0,True,0.0,16.569570415157962,0.0051254997687380285,True,0.0984,14.27037239074707,0.0,0.0605319926766382
25000,8.835172340054465,8.835172340054465,8.835172340054465,1.0,True,0.0,16.607973669645858,0.0029201627243947634,True,0.0975,20.815515518188477,0.0,0.0605319926766382
26000,13.368022753090465,13.368022753090465,13.368022753090465,1.0,True,0.0,16.587986570480005,6.450417073309533e-07,True,0.09659999999999999,8.761428833007812,0.0,0.0605319926766382
27000,15.239732739856699,15.239732739856699,15.239732739856699,1.0,True,0.0,16.567986570480006,1.3928443453507908e-20,True,0.0957,4.8253679275512695,0.0,0.0605319926766382
28000,7.671945285712393,7.671945285712393,7.671945285712393,1.0,True,0.0,16.547986570480006,7.370685390795029e-43,True,0.0948,11.112323760986328,0.0,0.0605319926766382
