step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,qos_dual_updated,exploration_noise,critic_loss,actor_loss,effective_target_noise
1,-8.659109915683672,-8.659109915683672,1.9209233295001409,0.5,False,0.9069201484408518,8.0,0.9069201484408518,False,0.0,,,
1000,-3.289253470084291,-3.289253470084291,2.385111689375763,0.5,False,0.5330945570018559,8.0,0.6779619995886262,False,0.0,0.193972647190094,0.0,0.06963106238227913
2000,-5.60275002422194,-5.60275002422194,2.4855314894918927,0.5,False,0.737895062909608,8.0,0.702812157447097,False,0.0,0.1901492476463318,0.0,0.06963106238227913
3000,6.509964688629053,6.509964688629053,6.509964688629053,1.0,True,0.0,8.007568471395436,0.0013784235697718158,True,0.1173,0.41694319248199463,0.0,0.06963106238227913
4000,7.64111186473926,7.64111186473926,7.64111186473926,1.0,True,0.0,7.987568471395436,7.294373202546079e-26,True,0.11639999999999999,0.7206915616989136,0.0,0.06963106238227913
5000,5.9128707084038705,5.9128707084038705,5.9128707084038705,1.0,True,0.0,7.9675684713954364,3.8600530043773386e-48,True,0.11549999999999999,1.1401176452636719,0.0,0.06963106238227913
6000,17.102257321833946,17.102257321833946,17.102257321833946,1.0,True,0.0,8.273217725491005,0.016282462704778455,True,0.1146,0.9391455054283142,0.0,0.06963106238227913
7000,16.112670681533817,16.112670681533817,16.112670681533817,1.0,True,0.0,8.253217725497315,3.1554104305575725e-13,True,0.1137,1.3803050518035889,0.0,0.06963106238227913
8000,9.57426784400785,9.57426784400785,9.57426784400785,1.0,True,0.0,8.233217961259374,1.1788102989599804e-08,True,0.1128,0.9065115451812744,0.0,0.06963106238227913
9000,14.325271755811613,14.325271755811613,14.325271755811613,1.0,True,0.0,8.409198810780962,0.009799042476079404,True,0.1119,4.02672004699707,0.0,0.06963106238227913
10000,8.376037470230328,8.376037470230328,8.376037470230328,1.0,True,0.0,8.389198810807585,1.3311410825724352e-12,True,0.111,2.9830520153045654,0.0,0.06963106238227913
11000,6.582548816610654,6.582548816610654,6.582548816610654,1.0,True,0.0,8.36919948652716,3.3785978757254875e-08,True,0.1101,2.8449783325195312,0.0,0.06963106238227913
12000,6.507799143869907,6.507799143869907,6.507799143869907,1.0,True,0.0,8.349886166617638,3.433400452396918e-05,True,0.10919999999999999,3.6564383506774902,0.0,0.06963106238227913
13000,7.356439861182464,7.356439861182464,7.356439861182464,1.0,True,0.0,9.255024931052303,0.0462569382217332,True,0.1083,1.2494990825653076,0.0,0.06963106238227913
14000,7.299262321275146,7.299262321275146,7.299262321275146,1.0,True,0.0,9.244612454570204,0.00047937617589502245,True,0.1074,3.173821449279785,0.0,0.06963106238227913
