method,n_ris,scenarios,bank_checksum,sum_rate_mean,sum_rate_std,sum_rate_median,sum_rate_p95,qos_fraction_mean,qos_fraction_std,qos_fraction_median,qos_fraction_p95,all_qos_mean,all_qos_std,all_qos_median,all_qos_p95,violation_mean,violation_std,violation_median,violation_p95,solve_ms_mean,solve_ms_std,solve_ms_median,solve_ms_p95
analytical_ris,16,1000,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,1.981170345194901,0.005118107071378141,1.9817179508972644,1.981912813180882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018829654805098676,0.005118107071378151,0.01828204910273555,0.01983881973058442,0.319380294,0.48316415948263186,0.287652,0.3624848
analytical_ris,32,1000,6ec54735c1c2c35cd253d9d3d23295783293b6d64c65204dfcab16b2d59ebbef,1.9819768496904375,0.00021121520087390215,1.982000550269698,1.9820323601710477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018023150309562405,0.00021121520087390746,0.0179994497303026,0.01810798252786375,0.30780561,0.06939194628954971,0.2899865,0.40448304999999984
analytical_ris,64,1000,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae,1.9820590914625897,5.704506481402951e-06,1.9820601425824782,1.9820656266562153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01794090853741025,5.704506481391711e-06,0.01793985741752185,0.01795032559902968,0.335417911,0.04859666252890241,0.3270845,0.41213959999999994
analytical_ris,96,1000,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,1.982070164092587,1.70482993614557e-06,1.982070403642599,1.9820724517547863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01792983590741293,1.7048299361386787e-06,0.017929596357401052,0.017932906394558704,0.352364566,0.06752888177741248,0.338489,0.4465306499999999
analytical_ris,128,1000,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,1.9820737737715548,7.472867280887026e-07,1.9820738519599437,1.9820747977927813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01792622622844515,7.472867280870406e-07,0.01792614804005595,0.01792746117648784,0.38762256500000003,0.0712854363551358,0.375429,0.48600219999999983
