step,reward,environment_reward,sum_rate,qos_fraction,all_qos,violation,qos_dual,qos_violation_ema,qos_dual_updated,exploration_noise,critic_loss,actor_loss,effective_target_noise
1,-0.9769194096367056,-0.9769194096367056,2.035252207441154,0.25,False,0.30627324314812837,8.0,0.30627324314812837,False,0.0,,,
1000,-6.367254137024846,-6.367254137024846,1.8360242003138343,0.5,False,0.7254548491809376,8.0,0.7246236790384256,False,0.0,0.0925748348236084,0.0,0.0846414739030318
2000,-6.2101571917486975,-6.2101571917486975,1.8054030778704628,0.5,False,0.7084807927547472,8.0,0.6710369037324151,False,0.0,0.17331144213676453,0.0,0.0846414739030318
3000,13.003102903186033,13.003102903186033,13.003102903186033,1.0,True,0.0,8.066320218705618,0.004316010935280887,True,0.1173,0.5393446683883667,0.0,0.0846414739030318
4000,6.777993723299073,6.792059537406246,8.848629825223128,0.75,False,0.21208938060970278,10.242283042087756,0.10979814116910687,True,0.11639999999999999,0.8170064687728882,0.0,0.0846414739030318
5000,13.149474702975686,13.149474702975686,13.149474702975686,1.0,True,0.0,11.237018705463532,0.0507367831687888,True,0.11549999999999999,0.768751859664917,0.0,0.0846414739030318
6000,11.96661976471894,11.96661976471894,11.96661976471894,1.0,True,0.0,11.475706058602391,0.012934367656942962,True,0.1146,1.875993013381958,0.0,0.0846414739030318
7000,14.835445640188368,14.835445640188368,14.835445640188368,1.0,True,0.0,12.015041390469356,0.027966766593348222,True,0.1137,1.8866196870803833,0.0,0.0846414739030318
8000,6.939089808508343,6.939089808508343,6.939089808508343,1.0,True,0.0,12.123873392602704,0.006441600106667348,True,0.1128,3.127106189727783,0.0,0.0846414739030318
9000,13.505993847953608,13.505993847953608,13.505993847953608,1.0,True,0.0,12.103873705609443,1.5650336992696124e-08,True,0.1119,1.864704966545105,0.0,0.0846414739030318
10000,9.71895074594745,9.71895074594745,9.71895074594745,1.0,True,0.0,12.085904897833654,0.00010155961121057526,True,0.111,1.5680840015411377,0.0,0.0846414739030318
11000,7.455457602196044,7.455457602196044,7.455457602196044,1.0,True,0.0,13.653043983321066,0.07935695427437055,True,0.1101,4.517394542694092,0.0,0.0846414739030318
12000,6.51000432724185,6.51000432724185,6.51000432724185,1.0,True,0.0,14.11046063098493,0.023870832383193232,True,0.10919999999999999,2.9327807426452637,0.0,0.0846414739030318
13000,14.936106908583382,14.936106908583382,14.936106908583382,1.0,True,0.0,14.18732671277093,0.004843304089300061,True,0.1083,5.717047691345215,0.0,0.0846414739030318
14000,5.727919428214472,5.727919428214472,5.727919428214472,1.0,True,0.0,14.173676402571061,0.00031748449000653533,True,0.1074,7.5486907958984375,0.0,0.0846414739030318
15000,6.9824581679438396,6.9824581679438396,6.9824581679438396,1.0,True,0.0,14.153684885806898,4.241617918815139e-07,True,0.1065,3.3073039054870605,0.0,0.0846414739030318
16000,8.22291540733872,8.22291540733872,8.22291540733872,1.0,True,0.0,16.142052041155235,0.10041835776741692,True,0.1056,2.376987934112549,0.0,0.0846414739030318
17000,6.723280720104242,6.723280720104242,6.723280720104242,1.0,True,0.0,16.89168960595761,0.03848187824011873,True,0.10469999999999999,10.501374244689941,0.0,0.0846414739030318
18000,14.356256959484192,14.356256959484192,14.356256959484192,1.0,True,0.0,17.303278767145112,0.02157945805937524,True,0.1038,7.123712539672852,0.0,0.0846414739030318
19000,7.19706047056925,7.19706047056925,7.19706047056925,1.0,True,0.0,18.148153852265743,0.0432437542560316,True,0.10289999999999999,9.055581092834473,0.0,0.0846414739030318
20000,13.75863615374125,13.75863615374125,13.75863615374125,1.0,True,0.0,18.32474744516762,0.009829679645093908,True,0.102,8.726040840148926,0.0,0.0846414739030318
21000,7.604864900243368,7.604864900243368,7.604864900243368,1.0,True,0.0,18.304828041851565,4.029834197193291e-06,True,0.1011,8.735597610473633,0.0,0.0846414739030318
22000,11.006364510104147,11.006364510104147,11.006364510104147,1.0,True,0.0,18.3027564370519,0.0008964197600168287,True,0.1002,6.468776702880859,0.0,0.0846414739030318
23000,12.846007294712608,12.846007294712608,12.846007294712608,1.0,True,0.0,18.282818326282158,3.094461512849012e-06,True,0.0993,3.4040627479553223,0.0,0.0846414739030318
24000,8.71660692016631,8.71660692016631,8.71660692016631,1.0,True,0.0,18.262818326282158,1.0737747243029696e-22,True,0.0984,8.187042236328125,0.0,0.0846414739030318
25000,7.36395691763033,7.36395691763033,7.36395691763033,1.0,True,0.0,18.242818326289154,3.498004583847638e-13,True,0.0975,12.202531814575195,0.0,0.0846414739030318
26000,8.133142443416848,8.133142443416848,8.133142443416848,1.0,True,0.0,18.222818326290867,8.560396047543882e-14,True,0.09659999999999999,3.7042205333709717,0.0,0.0846414739030318
27000,14.034580571225082,14.034580571225082,14.034580571225082,1.0,True,0.0,18.641880800232098,0.02195312369706155,True,0.0957,11.477651596069336,0.0,0.0846414739030318
28000,11.649926530484398,11.649926530484398,11.649926530484398,1.0,True,0.0,19.058537063108428,0.02183281314381659,True,0.0948,22.337268829345703,0.0,0.0846414739030318
29000,7.489958825382059,7.489958825382059,7.489958825382059,1.0,True,0.0,19.256503392056107,0.010898316447384012,True,0.0939,15.43986988067627,0.0,0.0846414739030318
30000,6.568313292609261,6.568313292609261,6.568313292609261,1.0,True,0.0,19.237901422533138,6.990152385153152e-05,True,0.093,12.053373336791992,0.0,0.0846414739030318
31000,7.080505267692619,7.080505267692619,7.080505267692619,1.0,True,0.0,21.700569521751724,0.12413340496092935,True,0.0921,5.5477776527404785,0.0,0.0846414739030318
