n_ris,seed,scenario,bank_checksum,checkpoint_step,actor_repeats,decode_repeats,end_to_end_repeats,td3_actor_ms,td3_decode_ms,td3_decision_ms,td3_end_to_end_ms,td3_sum_rate,td3_qos_fraction,td3_all_qos,td3_violation,ao_sca_end_to_end_ms,ao_sca_iterations,ao_sca_evaluations,ao_sca_sum_rate,ao_sca_qos_fraction,ao_sca_all_qos,ao_sca_violation,ao_grid_end_to_end_ms,ao_grid_iterations,ao_grid_evaluations,ao_grid_sum_rate,ao_grid_qos_fraction,ao_grid_all_qos,ao_grid_violation,analytical_ris_end_to_end_ms,analytical_ris_iterations,analytical_ris_evaluations,analytical_ris_sum_rate,analytical_ris_qos_fraction,analytical_ris_all_qos,analytical_ris_violation
96,0,0,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.24442654,0.0706411,0.31506764,0.6209447,13.638533172354304,1.0,1.0,0.0,1424.07174,9,5387,18.533904011111495,1.0,1.0,0.0,852.925379,2,4159,3.9820552440940027,1.0,1.0,0.0,0.347362,0,1,1.9820692087128542,0.0,0.0,0.017930791287145864
96,0,1,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.26425875,0.06900989,0.33326864,0.56296485,10.785925784747475,1.0,1.0,0.0,3085.634261,20,11958,19.541817988617204,1.0,1.0,0.0,776.453011,2,4159,3.9820637430494354,1.0,1.0,0.0,0.244088,0,1,1.9820728218868133,0.0,0.0,0.01792717811318678
96,0,2,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.22896064,0.06557546,0.29453609999999997,0.5365249000000001,10.632189172523795,1.0,1.0,0.0,1857.788734,12,7188,18.72100031656079,1.0,1.0,0.0,801.86494,2,4159,3.9820589870021887,1.0,1.0,0.0,0.239491,0,1,1.9820703145849288,0.0,0.0,0.01792968541507106
96,0,3,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.21895018,0.06400354,0.28295371999999996,0.5041624,11.112917437613923,1.0,1.0,0.0,2479.594999,16,9589,19.049164734516502,1.0,1.0,0.0,844.880112,2,4159,3.9820598273654193,1.0,1.0,0.0,0.244192,0,1,1.982067385162941,0.0,0.0,0.017932614837059047
96,0,4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.23680468999999998,0.06627923,0.30308391999999995,0.6130289,10.005679717624478,1.0,1.0,0.0,1108.807593,7,4199,18.548840769080734,1.0,1.0,0.0,783.969482,2,4159,3.9820582931874084,1.0,1.0,0.0,0.240452,0,1,1.9820698463713509,0.0,0.0,0.01793015362864908
96,0,5,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.24864540000000002,0.07381573000000001,0.32246113000000004,0.6111856,12.392565043900543,1.0,1.0,0.0,1875.303577,12,7183,18.91635659440845,1.0,1.0,0.0,786.550738,2,4159,3.982057542452793,1.0,1.0,0.0,0.243462,0,1,1.9820681157970563,0.0,0.0,0.017931884202943726
96,0,6,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.23634454000000002,0.06498852000000001,0.30133306000000004,0.5098443500000001,12.290438594906744,1.0,1.0,0.0,2517.023256,16,9572,18.885267300722774,1.0,1.0,0.0,775.558249,2,4159,3.982055560744163,1.0,1.0,0.0,0.243009,0,1,1.982069999684715,0.0,0.0,0.017930000315285022
96,0,7,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.25050928,0.0710687,0.32157798,0.63291405,12.747869452776838,1.0,1.0,0.0,472.879725,3,1794,19.168361864877927,1.0,1.0,0.0,802.72453,2,4159,3.9820613053710723,1.0,1.0,0.0,0.261511,0,1,1.9820727354387686,0.0,0.0,0.017927264561231393
96,0,8,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.24819848,0.06834142,0.3165399,0.5943453,13.255884332919221,1.0,1.0,0.0,986.414154,6,3581,19.051228978316395,1.0,1.0,0.0,774.690314,2,4159,3.9820587862846244,1.0,1.0,0.0,0.261462,0,1,1.9820718657323446,0.0,0.0,0.01792813426765527
96,0,9,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,100000,100,100,20,0.25058681,0.07175664,0.32234345,0.5858452,11.609482778006495,1.0,1.0,0.0,2533.387953,16,9565,19.191769247713683,1.0,1.0,0.0,790.725741,2,4159,3.9820597340468042,1.0,1.0,0.0,0.27965,0,1,1.9820718029941222,0.0,0.0,0.017928197005877666
