n_ris,seed,scenario,bank_checksum,checkpoint_step,actor_repeats,decode_repeats,end_to_end_repeats,td3_actor_ms,td3_decode_ms,td3_decision_ms,td3_end_to_end_ms,td3_sum_rate,td3_qos_fraction,td3_all_qos,td3_violation,ao_sca_end_to_end_ms,ao_sca_iterations,ao_sca_evaluations,ao_sca_sum_rate,ao_sca_qos_fraction,ao_sca_all_qos,ao_sca_violation,ao_grid_end_to_end_ms,ao_grid_iterations,ao_grid_evaluations,ao_grid_sum_rate,ao_grid_qos_fraction,ao_grid_all_qos,ao_grid_violation,analytical_ris_end_to_end_ms,analytical_ris_iterations,analytical_ris_evaluations,analytical_ris_sum_rate,analytical_ris_qos_fraction,analytical_ris_all_qos,analytical_ris_violation
128,0,0,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.2765849,0.0711508,0.34773570000000004,0.6561194,12.550951912973627,1.0,1.0,0.0,2703.235181,12,9476,19.444747814942012,1.0,1.0,0.0,1125.722004,2,5503,3.9820653776930968,1.0,1.0,0.0,0.274557,0,1,1.98207280194989,0.0,0.0,0.01792719805010967
128,0,1,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.30537239,0.07326351,0.3786359,0.63415605,13.655122941923185,1.0,1.0,0.0,4358.264333,19,15002,19.73751850906285,1.0,1.0,0.0,1111.946721,2,5503,3.9820669896889553,1.0,1.0,0.0,0.25133,0,1,1.9820735307709456,0.0,0.0,0.017926469229054498
128,0,2,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.2705859,0.07039303000000001,0.34097893,0.6171314,10.475167053066631,1.0,1.0,0.0,1795.451333,8,6317,19.74888594342589,1.0,1.0,0.0,1127.564411,2,5503,3.9820670582004247,1.0,1.0,0.0,0.249756,0,1,1.982074221799998,0.0,0.0,0.017925778200002074
128,0,3,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.28561009,0.07360569,0.35921578,0.65660485,15.374759161829658,1.0,1.0,0.0,1336.86535,6,4732,19.842179704442945,1.0,1.0,0.0,1120.766904,2,5503,3.9820679112459483,1.0,1.0,0.0,0.271906,0,1,1.9820747245290928,0.0,0.0,0.017925275470907054
128,0,4,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.2855839,0.0700754,0.3556593,0.625569,12.821486545407417,1.0,1.0,0.0,2071.088619,9,7115,19.49542766709934,1.0,1.0,0.0,1156.215909,2,5503,3.982067033696367,1.0,1.0,0.0,0.29187,0,1,1.9820736171863094,0.0,0.0,0.01792638281369041
128,0,5,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.29115105,0.07751833999999999,0.36866939,0.66999085,12.955077358045,1.0,1.0,0.0,454.333092,2,1582,19.138938583007928,1.0,1.0,0.0,1124.243239,2,5503,3.9820658567830707,1.0,1.0,0.0,0.271543,0,1,1.9820737294796351,0.0,0.0,0.017926270520364884
128,0,6,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.28480245,0.07623346,0.36103591,0.6663376000000001,10.705160489849554,1.0,1.0,0.0,2728.177867,12,9485,19.440778114249728,1.0,1.0,0.0,1233.222037,2,5503,3.9820660667367256,1.0,1.0,0.0,0.434994,0,1,1.9820736695009669,0.0,0.0,0.017926330499033194
128,0,7,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.30425108,0.08210842,0.3863595,0.7134291,14.401127212282443,1.0,1.0,0.0,2662.169845,12,9468,19.856470959043595,1.0,1.0,0.0,1111.167505,2,5503,3.9820667164865906,1.0,1.0,0.0,0.275102,0,1,1.982073979878956,0.0,0.0,0.017926020121044106
128,0,8,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.28190078,0.0785742,0.36047498,0.6863901,13.865570241637167,1.0,1.0,0.0,4488.05266,20,15789,20.265350212365203,1.0,1.0,0.0,1151.094141,2,5503,3.98206933023327,1.0,1.0,0.0,0.251227,0,1,1.9820750658291584,0.0,0.0,0.017924934170841456
128,0,9,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.27124739999999997,0.0687853,0.34003269999999997,0.6275164,11.684445794308727,1.0,1.0,0.0,1382.929714,6,4735,19.75602053580148,1.0,1.0,0.0,1222.993972,2,5503,3.9820679787299067,1.0,1.0,0.0,0.257423,0,1,1.9820743122787987,0.0,0.0,0.017925687721201233
128,0,10,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,80000,100,100,20,0.27541334,0.07209587,0.34750921,0.6226480999999999,14.776252865966141,1.0,1.0,0.0,884.057021,4,3162,19.487465190647832,1.0,1.0,0.0,1114.029622,2,5503,3.982067703070559,1.0,1.0,0.0,0.272298,0,1,1.9820743236910523,0.0,0.0,0.017925676308947647
