method,n_ris,seed,best_validation_step,best_validation_feasible,initial_sum_rate,best_sum_rate,latest_sum_rate,learning_gain_best_minus_initial,latest_gain_minus_initial,best_all_qos,latest_all_qos,best_qos_fraction,best_violation,training_seconds,interactions_per_second,total_wall_seconds,device_name,peak_gpu_memory_mb,config_hash,test_bank_checksum,repository_commit,embedded_runtime_identifier,archive,archive_sha256
ppo,96,0,100000,True,4.362873421207951,4.927680562218564,4.927680562218564,0.564807141010613,0.564807141010613,1.0,1.0,1.0,0.0,212.50420797200002,470.57891678632643,225.97734112,Tesla T4,67.28076171875,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n96_seed0.zip,6cd2a7ccb1bf84e4270834928951cdf1e71a8e3d012bdd7a4be841e67c2f752a
ppo,96,1,96256,True,4.642114204158159,5.5227042545279525,5.5120375072178005,0.8805900503697934,0.8699233030596414,1.0,1.0,1.0,0.0,214.93498157300007,465.25697803191804,228.80586176399993,Tesla T4,67.28076171875,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n96_seed1.zip,5dfc7c9926690ba2eba1a4160df34890820ba0ec1ddfe8a8b04ae339d4a56f88
ppo,96,2,100000,True,4.272911816398708,4.967843095188196,4.967843095188196,0.6949312787894879,0.6949312787894879,1.0,1.0,1.0,0.0,207.07955602,482.90619277907797,220.17348521,Tesla T4,67.28076171875,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n96_seed2.zip,7b48cfbd082e51fec8b5b4b89164d55f44d189dc8bc6d6620d49aff15d5b4a48
ppo,96,3,100000,True,4.439273151577064,5.429785250043162,5.429785250043162,0.9905120984660982,0.9905120984660982,1.0,1.0,1.0,0.0,199.80786988700004,500.4807871509481,214.522394431,Tesla T4,67.28076171875,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n96_seed3.zip,456f04f5055965d8b9f76ba7814a4ad69f6e64d9255c3d17c6c631847ec2f208
ppo,96,4,100000,True,4.64965663142897,7.801383164703789,7.801383164703789,3.151726533274819,3.151726533274819,1.0,1.0,1.0,0.0,200.08384924600006,499.79046473187105,213.04658529699998,Tesla T4,67.28076171875,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n96_seed4.zip,7e08deee79a293cbc3398e0f12a50e8d067870f2471ac5e3f11c337aac6feb0f
ppo,128,0,100000,True,4.504382804130604,5.785096316186113,5.785096316186113,1.2807135120555087,1.2807135120555087,1.0,1.0,1.0,0.0,226.69975875,441.1120706585225,241.95055002100003,Tesla T4,82.1435546875,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n128_seed0.zip,c469a783db7b7980d6c259fbfc1fe4be91d2b6e07412e7ae9dbcf34303097a7c
ppo,128,1,100000,True,4.540785318265125,5.445120733439268,5.445120733439268,0.9043354151741427,0.9043354151741427,1.0,1.0,1.0,0.0,206.27714822100003,484.7846737383754,219.91279410299998,Tesla T4,82.1435546875,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n128_seed1.zip,c40bd5110a9019cb8726b8b04239b1c2d106a5a13642ccd6f3b63bc018473633
ppo,128,2,100000,True,4.498049343678762,5.507824291562679,5.507824291562679,1.0097749478839173,1.0097749478839173,1.0,1.0,1.0,0.0,200.5597586739999,498.6045090059423,213.67841079700008,Tesla T4,82.1435546875,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n128_seed2.zip,e5f4d287e20ccb9c1238f2366d86caaf9837cc2e63bbb506e6da2566c07bd98d
ppo,128,3,96256,True,4.633890352605555,5.325289468759162,5.316684804265713,0.6913991161536073,0.6827944516601585,1.0,1.0,1.0,0.0,202.40960357,494.04770443817733,216.01303513599998,Tesla T4,82.1435546875,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n128_seed3.zip,3403fa1f56eb7b7e549fb4583d41636c2c32210ae7e5a2408a5b909678fe3900
ppo,128,4,100000,True,4.521552871325925,5.244498578070268,5.244498578070268,0.7229457067443432,0.7229457067443432,1.0,1.0,1.0,0.0,221.023623617,452.4403245387228,235.05633678100003,Tesla T4,82.1435546875,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,ae3e2c2f7715ce184f98088b8526432e8e36b69c,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_ppo_n128_seed4.zip,9dbaa7919fcdab9a0147d662b82e4ba872d2a66e8d942d17202940f05efb5565
td3,16,0,5000,True,4.345680880309291,13.965461691631205,14.409310082999717,9.619780811321913,10.063629202690425,0.998,0.975,0.9985,0.0012898662411180255,728.29813393,137.30640700723183,737.173272542,Tesla T4,27.67236328125,239458cb74d0f578daa64b4bc4b869fbaa93007e63c7f462b672d23aeede1328,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n16_seed0.zip,c8e930eb7f5cf3d44b7645c2a48716e7caa215039affc5e0f366f1c5a97980b4
td3,16,1,0,True,4.323548684611204,4.323548684611204,14.693751666420711,0.0,10.370202981809507,1.0,0.942,1.0,0.0,723.278892327,138.2592538796075,732.5813917,Tesla T4,27.67236328125,239458cb74d0f578daa64b4bc4b869fbaa93007e63c7f462b672d23aeede1328,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n16_seed1.zip,791ac9dcd3470d9c459926141e28f666685a7069182844b765240f553030e96c
td3,16,2,25000,True,4.3527859140616165,14.515726939847037,14.554785582793334,10.16294102578542,10.201999668731718,0.994,0.983,0.9975,0.001590685054999488,841.199585994,118.87785213521641,851.8217405400001,Tesla T4,27.67236328125,239458cb74d0f578daa64b4bc4b869fbaa93007e63c7f462b672d23aeede1328,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,0e4790444ab0bf036e25580e2da0d795e544b8f5,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n16_seed2.zip,422ce288870ebb8bb12f969cd34f1b9bf7f5e456ab5e1322449ee333fe066ac1
td3,16,3,0,True,4.346968348359992,4.346968348359992,14.302284851060762,0.0,9.95531650270077,1.0,0.964,1.0,0.0,734.404385327,136.16476426059754,743.4798766900001,Tesla T4,27.67236328125,239458cb74d0f578daa64b4bc4b869fbaa93007e63c7f462b672d23aeede1328,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,0e4790444ab0bf036e25580e2da0d795e544b8f5,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n16_seed3.zip,0aef00383ce155ffedfd48372abe58f1df995c4d78b661ae0ed399d9378feb16
td3,16,4,5000,True,4.377788513297198,14.288875341702846,14.651180597898144,9.911086828405647,10.273392084600946,0.996,0.974,0.9985,0.0017093474407557689,817.4124991589999,122.33725334868947,827.6540114490001,Tesla T4,27.67236328125,239458cb74d0f578daa64b4bc4b869fbaa93007e63c7f462b672d23aeede1328,ee98d51d23f2f29facb379bf4250dad3e33d568085dfd332a582372e84151ce7,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n16_seed4.zip,fe119c9ed68f85708102a375d017c68666180241615eeb9203a26fa54e4a0513
td3,32,0,100000,True,4.37418018187892,16.49314817960851,16.49314817960851,12.118967997729591,12.118967997729591,0.999,0.999,0.99925,0.0002303615458672478,750.837027791,133.18469427940306,759.9759559639999,Tesla T4,31.57861328125,7e3b68943411078c9b1449a8f5722ba7caf90756db149e0a9b085f7b455e9589,6ec54735c1c2c35cd253d9d3d23295783293b6d64c65204dfcab16b2d59ebbef,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n32_seed0.zip,ffaab0e27171699c50a40048195562ab1e7c2dac8fbfad71172a93df8b23dba8
td3,32,1,85000,True,4.325868654654693,16.396560552080132,16.384551261931676,12.070691897425439,12.058682607276983,0.997,0.993,0.99875,0.0005472359090496685,765.3341564919999,130.66188037178674,774.566020381,Tesla T4,31.57861328125,7e3b68943411078c9b1449a8f5722ba7caf90756db149e0a9b085f7b455e9589,6ec54735c1c2c35cd253d9d3d23295783293b6d64c65204dfcab16b2d59ebbef,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n32_seed1.zip,8ab1be4a7bbf3129acf08be96d72809c576c35429013f32c68b0c30c548ab44f
td3,32,2,15000,True,4.369176024349389,15.448910527860692,15.797900419984373,11.079734503511304,11.428724395634983,1.0,0.988,1.0,0.0,808.946120732,123.61762722777122,820.4559346670001,Tesla T4,31.57861328125,7e3b68943411078c9b1449a8f5722ba7caf90756db149e0a9b085f7b455e9589,6ec54735c1c2c35cd253d9d3d23295783293b6d64c65204dfcab16b2d59ebbef,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n32_seed2.zip,1a29e61c094612dfa28c400adf10b5e784bd1bed07001ccff8905ac2b93ad083
td3,32,3,90000,True,4.311309829914975,16.220517100114336,16.106156295782725,11.90920727019936,11.79484646586775,0.998,0.998,0.9985,0.0007315379810119854,741.229532643,134.9109764197202,750.434818427,Tesla T4,31.57861328125,7e3b68943411078c9b1449a8f5722ba7caf90756db149e0a9b085f7b455e9589,6ec54735c1c2c35cd253d9d3d23295783293b6d64c65204dfcab16b2d59ebbef,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n32_seed3.zip,176e3e4e46d74724708bd22090a14c2c7f4112195f10ff44f5877a7d88565092
td3,32,4,75000,True,4.37100914662254,16.305074307112147,16.348130056135194,11.934065160489606,11.977120909512653,1.0,0.99,1.0,0.0,835.685664487,119.66221780456975,845.77436304,Tesla T4,31.57861328125,7e3b68943411078c9b1449a8f5722ba7caf90756db149e0a9b085f7b455e9589,6ec54735c1c2c35cd253d9d3d23295783293b6d64c65204dfcab16b2d59ebbef,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n32_seed4.zip,59c704ee740fe8e4626798bfd0ec3bd1ac1bf95f8726ca401c1238a762214438
td3,64,0,85000,True,4.334982288828871,18.61328418104969,18.697999072934522,14.278301892220817,14.36301678410565,1.0,1.0,1.0,0.0,791.5064832570001,126.34135299625872,801.0770918019999,Tesla T4,39.3935546875,97b65cce0f72ffe40b0575ec4d76bcf34beb5f36eb5188d6c71d7e623f342859,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n64_seed0.zip,2e314c9a6485273ff0d1dd7ab19b67c35e936a68f8cf25586219239994aa1570
td3,64,1,90000,True,4.364851754348589,18.724477676694974,18.6958292358181,14.359625922346385,14.33097748146951,0.999,1.0,0.99925,7.51651285471616e-05,854.5069984879999,117.02654299724185,865.06374527,Tesla T4,39.3935546875,97b65cce0f72ffe40b0575ec4d76bcf34beb5f36eb5188d6c71d7e623f342859,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n64_seed1.zip,74d61dd439f76c8e78f40e196807245c919672adc596954e2ffa5d4b78c27375
td3,64,2,90000,True,4.356343680897449,18.898135834748242,18.882753648548366,14.541792153850793,14.526409967650917,0.998,0.999,0.9985,0.0004674236180754733,839.4010563439999,119.13256392069444,849.9057122219999,Tesla T4,39.3935546875,97b65cce0f72ffe40b0575ec4d76bcf34beb5f36eb5188d6c71d7e623f342859,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n64_seed2.zip,4df1f5d0a74c0a0e0bb763231d706fcf5ab23b2ab58bcf014f3f3fdf71918aab
td3,64,3,100000,True,4.352324105995328,18.788346279199256,18.788346279199256,14.436022173203927,14.436022173203927,1.0,1.0,1.0,0.0,835.873070315,119.63538909360348,846.2381216610002,Tesla T4,39.3935546875,97b65cce0f72ffe40b0575ec4d76bcf34beb5f36eb5188d6c71d7e623f342859,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n64_seed3.zip,1e6a46aa744e6519f89eaf7036de70ac770514a2a64000073a44e362f1f0aaa8
td3,64,4,100000,True,4.3611724870928565,18.552985072390165,18.552985072390165,14.191812585297308,14.191812585297308,1.0,1.0,1.0,0.0,782.974057125,127.71815245985249,794.485755944,Tesla T4,39.3935546875,97b65cce0f72ffe40b0575ec4d76bcf34beb5f36eb5188d6c71d7e623f342859,ae41070d268d283dcc283b0aaf9b960eae1f4ddd22d423577b272c18802a3aae,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n64_seed4.zip,f252d2a69ffef64f967b8c1b1c9597ba02948282bc5479d1bd53c404060e359a
td3,96,0,100000,True,4.352259617707649,19.983806000469748,19.983806000469748,15.6315463827621,15.6315463827621,1.0,1.0,1.0,0.0,850.760085383,117.54195068399504,861.5590527390001,Tesla T4,47.93017578125,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n96_seed0.zip,7a9ccc4fb4fd1cf6c933324855069ee5839ab94b369eaf1d3c9ec417855f0ed5
td3,96,1,95000,True,4.367811790647084,19.96642337077114,19.61653539998305,15.598611580124054,15.248723609335965,0.999,1.0,0.99925,0.00010354767190858311,886.2421544110001,112.83597773168484,897.5144093350001,Tesla T4,47.93017578125,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n96_seed1.zip,7bd563d4dd6da900b085c957e085fc4fc6861fb2878b2867575132e9c7d53813
td3,96,2,100000,True,4.324538685048159,19.76449903071452,19.76449903071452,15.439960345666362,15.439960345666362,1.0,1.0,1.0,0.0,959.3347245159999,104.23890373659896,971.0614121209999,Tesla T4,47.93017578125,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n96_seed2.zip,fd11c26162145350ebc43dcc253f38545b5e0692f7af634867e01115f97503bf
td3,96,3,100000,True,4.331006223128594,19.868106497072997,19.868106497072997,15.537100273944404,15.537100273944404,0.999,0.999,0.99925,0.0011370340537536071,856.2860620209999,116.78340269136315,866.9416841350001,Tesla T4,47.93017578125,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n96_seed3.zip,40f9332c5a324ce6169ae3ac09498352039db919b84f3a6a3d93862e99d83fdf
td3,96,4,100000,True,4.351686670541012,20.056608606354786,20.056608606354786,15.704921935813774,15.704921935813774,1.0,1.0,1.0,0.0,810.4227472260001,123.39239038179824,820.2184988920001,Tesla T4,47.93017578125,2e6b01873f8d8c8b3b997d8b8d74d4bc8cf586303abc615a05979a7732faf3c4,4e84455d08cacd9f85c432f7838c3be2cb0f000b55edc3487c6dee9520cc0b63,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n96_seed4.zip,be41c694392a22df7fd8047f35296cfd2cad2db9a29dd69cfc3b6281a310f4b8
td3,128,0,85000,True,4.389383893919258,20.97512875814952,20.953524430444638,16.58574486423026,16.56414053652538,1.0,1.0,1.0,0.0,872.249113587,114.6461468888908,882.7158356120001,Tesla T4,56.009765625,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n128_seed0.zip,ba8ece440311dbab959f53699597d32042d69640f178e2e5bf76f1580ef25cd9
td3,128,1,100000,True,4.354630693707537,20.946687546396724,20.946687546396724,16.592056852689186,16.592056852689186,0.998,0.998,0.9985,0.0010528168288276463,1002.3339825390001,99.76714522507878,1014.1353092930001,Tesla T4,56.009765625,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n128_seed1.zip,b179721e87a93352ec03dabb50c6366618b07614c8e46c2402b18901c66838a3
td3,128,2,100000,True,4.345082110769284,20.74189469153317,20.74189469153317,16.396812580763886,16.396812580763886,0.999,0.999,0.99925,0.0013129644296775776,869.5097832020001,115.00733163892247,880.1346113679999,Tesla T4,56.009765625,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n128_seed2.zip,01e20e175abb3678eb3b2b0025cc1e0c5df814b6a907e05eb67e5e89c1944794
td3,128,3,80000,True,4.319366284956466,20.848459298347784,20.83489881817043,16.529093013391318,16.515532533213964,1.0,1.0,1.0,0.0,833.6266617879999,119.95777556528184,843.705785366,Tesla T4,56.009765625,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n128_seed3.zip,9b843edef1bbcbdf1c8148128dade5201c05738fdc521e4b6a69b3c9bee59971
td3,128,4,95000,True,4.379103080741406,20.996899072690493,8.657114230077173,16.617795991949087,4.278011149335767,1.0,0.867,1.0,0.0,917.40416205,109.00321160146409,928.4323980529999,Tesla T4,56.009765625,4863348591f1e151cbf147f26554a6008d7082aa47d83973b57cf66a461a131b,f4c80269e5fb3cf553900b2e82f235af875b7c2e33b4ff71ec5d85cc25eb2b4e,d5c25daa896da67058e0afed702958f17baeb280,fc61d5cda7da39530055bae9bd0e92865f995cd9,physical_v6_n128_seed4.zip,fc101731ef3487f6a50797e4c7541eceb490da8800fe2ec04025dea76a940636
